name_q,name_u,views
Aamir_J._Sheikh,Aamir_J._Sheikh,543
Aarno_Yrj%C3%B6-Koskinen,Aarno_Yrjö-Koskinen,613
Aaron_A._Sargent,Aaron_A._Sargent,1468
Aaron_Dixon,Aaron_Dixon,4281
Aaron_F._Perry,Aaron_F._Perry,997
Aaron_Mike_Oquaye,Aaron_Mike_Oquaye,1489
Aaron_Motsoaledi,Aaron_Motsoaledi,3153
Aaron_Pe%C3%B1a,Aaron_Peña,2184
Aaron_Peskin,Aaron_Peskin,5687
Aaron_Schock,Aaron_Schock,210130
Aaron_Soltz,Aaron_Soltz,3189
Aarre_Simonen,Aarre_Simonen,206
Aase_Bjerkholt,Aase_Bjerkholt,606
Aase_Mol%C3%B8kken,Aase_Moløkken,221
Aasmund_Halvorsen_Vinje,Aasmund_Halvorsen_Vinje,594
Ab_Harrewijn,Ab_Harrewijn,664
Ab_Klink,Ab_Klink,4081
Abang_Haji_Openg,Abang_Haji_Openg,1634
Abang_Muhammad_Salahuddin,Abang_Muhammad_Salahuddin,5063
Abani_Mukherji,Abani_Mukherji,2047
Abass_Bundu,Abass_Bundu,2606
Abay_Tsehaye,Abay_Tsehaye,1515
Abb%C3%A9_Pierre,Abbé_Pierre,24260
Abbas-Ali_Amid_Zanjani,Abbas-Ali_Amid_Zanjani,1272
Abbas_Amir-Entezam,Abbas_Amir-Entezam,3782
Abbas_El_Fassi,Abbas_El_Fassi,14577
Abbas_Zakour,Abbas_Zakour,1607
Abbott_Lawrence,Abbott_Lawrence,4905
Abd%C3%BClhalik_Renda,Abdülhalik_Renda,66
Abd%C3%BCllatif_%C5%9Eener,Abdüllatif_Şener,2191
Abd_Dhiyab_al-Ajili,Abd_Dhiyab_al-Ajili,991
Abd_al-Karim_al-Jundi,Abd_al-Karim_al-Jundi,21
Abd_al-Nasir_al-Janabi,Abd_al-Nasir_al-Janabi,759
Abd_al-Rahman_Shahbandar,Abd_al-Rahman_Shahbandar,1927
Abd_ar-Razzaq_an-Naif,Abd_ar-Razzaq_an-Naif,2671
Abd_el-Aziz_el-Zoubi,Abd_el-Aziz_el-Zoubi,2000
Abd_el-Krim,Abd_el-Krim,24992
Abdal%C3%A1_Bucaram,Abdalá_Bucaram,19759
Abdal%C3%A1_Bucaram%2C_Jr.,"Abdalá_Bucaram,_Jr.",58
Abdallah_Isaaq_Deerow,Abdallah_Isaaq_Deerow,1040
Abdallah_Khalil,Abdallah_Khalil,1068
Abdel_Aziz_al-Rantisi,Abdel_Aziz_al-Rantisi,50
Abdel_Hakim_Amer,Abdel_Hakim_Amer,15740
Abdel_Hamid_al-Sarraj,Abdel_Hamid_al-Sarraj,37
Abdel_Khaliq_Mahjub,Abdel_Khaliq_Mahjub,1478
Abdel_Rahman_Swar_al-Dahab,Abdel_Rahman_Swar_al-Dahab,6728
Abdelaziz_Belkhadem,Abdelaziz_Belkhadem,4673
Abdelaziz_Bouteflika,Abdelaziz_Bouteflika,87165
Abdelhafid_Boussouf,Abdelhafid_Boussouf,1505
Abdelmajid_Saleh,Abdelmajid_Saleh,181
Abdennour_Abrous,Abdennour_Abrous,909
Abderrachid_Boukerzaza,Abderrachid_Boukerzaza,871
Abderrahmane_Far%C3%A8s,Abderrahmane_Farès,167
Abderrahmane_Youssoufi,Abderrahmane_Youssoufi,3319
Abdiqasim_Salad_Hassan,Abdiqasim_Salad_Hassan,14116
Abdirahman_Ahmed,Abdirahman_Ahmed,9464
Abdirahman_Ahmed_Ali_Tuur,Abdirahman_Ahmed_Ali_Tuur,1811
Abdirahman_Farole,Abdirahman_Farole,2
Abdirahman_Jama_Barre,Abdirahman_Jama_Barre,239
Abdirizak_Haji_Hussein,Abdirizak_Haji_Hussein,2814
Abdisamad_Ali_Shire,Abdisamad_Ali_Shire,244
Abdol_Hossein_Sardari,Abdol_Hossein_Sardari,5255
Abdolhossein_Hazhir,Abdolhossein_Hazhir,2430
Abdollah_Javadi-Amoli,Abdollah_Javadi-Amoli,3829
Abdolreza_Mesri,Abdolreza_Mesri,234
Abdolvahed_Mousavi_Lari,Abdolvahed_Mousavi_Lari,1061
Abdool_Razack_Mohamed,Abdool_Razack_Mohamed,1654
Abdou_Diouf,Abdou_Diouf,18344
Abdou_Labo,Abdou_Labo,885
Abdou_Latif_Gu%C3%A8ye,Abdou_Latif_Guèye,450
Abdoulaye_Bald%C3%A9_%28politician%29,Abdoulaye_Baldé_(politician),20
Abdoulaye_Bathily,Abdoulaye_Bathily,1334
Abdoulaye_S%C3%A9kou_Sow,Abdoulaye_Sékou_Sow,1148
Abdoulaye_Wade,Abdoulaye_Wade,42612
Abdu_Dawakin_Tofa,Abdu_Dawakin_Tofa,48
Abdul%27ahat_Abdulrixit,Abdul'ahat_Abdulrixit,2975
Abdul-Halim_Sadulayev,Abdul-Halim_Sadulayev,4745
AbdulWahab_Raweh,AbdulWahab_Raweh,615
Abdul_Ahad_Karzai,Abdul_Ahad_Karzai,5156
Abdul_Ali_Mazari,Abdul_Ali_Mazari,10269
Abdul_Azeez_Abdul_Rahim,Abdul_Azeez_Abdul_Rahim,12
Abdul_Aziz_Abdul_Ghani,Abdul_Aziz_Abdul_Ghani,3274
Abdul_Aziz_Kurd,Abdul_Aziz_Kurd,24
Abdul_Aziz_Shamsuddin,Abdul_Aziz_Shamsuddin,985
Abdul_Fattah_Ismail,Abdul_Fattah_Ismail,4548
Abdul_Ghani_Othman,Abdul_Ghani_Othman,4868
Abdul_Hadi_Awang,Abdul_Hadi_Awang,9743
Abdul_Hafeez_Pirzada,Abdul_Hafeez_Pirzada,50
Abdul_Hai_Baloch,Abdul_Hai_Baloch,1493
Abdul_Hakeem_Khan,Abdul_Hakeem_Khan,782
Abdul_Halim_Khaddam,Abdul_Halim_Khaddam,15387
Abdul_Hamid_Khan_Bhashani,Abdul_Hamid_Khan_Bhashani,82
Abdul_Haq_%28Afghan_leader%29,Abdul_Haq_(Afghan_leader),177
Abdul_Haq_Shafaq,Abdul_Haq_Shafaq,25
Abdul_Haris_Nasution,Abdul_Haris_Nasution,7728
Abdul_Jabbar_Khan,Abdul_Jabbar_Khan,2386
Abdul_Kadir_Yusuf,Abdul_Kadir_Yusuf,2141
Abdul_Latif_Pedram,Abdul_Latif_Pedram,1252
Abdul_Malik_Pahlawan,Abdul_Malik_Pahlawan,2772
Abdul_Mannan_Bhuiyan,Abdul_Mannan_Bhuiyan,1123
Abdul_Qadir_%28Afghan_leader%29,Abdul_Qadir_(Afghan_leader),74
Abdul_Qadir_Bajamal,Abdul_Qadir_Bajamal,2067
Abdul_Qadir_Baloch,Abdul_Qadir_Baloch,36
Abdul_Qayyum_Khan,Abdul_Qayyum_Khan,4918
Abdul_Rahim_Wardak,Abdul_Rahim_Wardak,10264
Abdul_Rahman_%28Afghan_minister%29,Abdul_Rahman_(Afghan_minister),138
Abdul_Rahman_Arif,Abdul_Rahman_Arif,21382
Abdul_Rahman_Ghassemlou,Abdul_Rahman_Ghassemlou,4904
Abdul_Rahman_Khleifawi,Abdul_Rahman_Khleifawi,122
Abdul_Rahman_Mustafa,Abdul_Rahman_Mustafa,1706
Abdul_Rahman_Ya%27kub,Abdul_Rahman_Ya'kub,4890
Abdul_Rahman_bin_Faisal,Abdul_Rahman_bin_Faisal,5005
Abdul_Rashid_Dostum,Abdul_Rashid_Dostum,78458
Abdul_Rasul_Sayyaf,Abdul_Rasul_Sayyaf,16279
Abdul_Rauf_Khan,Abdul_Rauf_Khan,146
Abdul_Rauf_al-Kasm,Abdul_Rauf_al-Kasm,1332
Abdul_Razak_Hussein,Abdul_Razak_Hussein,574
Abdul_Sabur_Farid_Kohistani,Abdul_Sabur_Farid_Kohistani,209
Abdul_Salam_Arif,Abdul_Salam_Arif,16625
Abdul_Salam_Zaeef,Abdul_Salam_Zaeef,7203
Abdul_Samad_Khan_Achakzai,Abdul_Samad_Khan_Achakzai,1630
Abdul_Sattar_Abu_Risha,Abdul_Sattar_Abu_Risha,11666
Abdul_Sattar_Khan_Niazi,Abdul_Sattar_Khan_Niazi,3
Abdul_Serry-Kamal,Abdul_Serry-Kamal,1113
Abdul_Taib_Mahmud,Abdul_Taib_Mahmud,20621
Abdul_Wahab_Khan,Abdul_Wahab_Khan,1613
Abdulatif_Al-Ameeri,Abdulatif_Al-Ameeri,587
Abdullah_%C3%96calan,Abdullah_Öcalan,67630
Abdullah_Abdurahman,Abdullah_Abdurahman,2134
Abdullah_Ahmad_Badawi,Abdullah_Ahmad_Badawi,119190
Abdullah_CD,Abdullah_CD,3056
Abdullah_G%C3%BCl,Abdullah_Gül,89781
Abdullah_Haroon,Abdullah_Haroon,4545
Abdullah_Tarmugi,Abdullah_Tarmugi,12952
Abdullah_Wardak,Abdullah_Wardak,2403
Abdullah_bin_Zayed_Al_Nahyan,Abdullah_bin_Zayed_Al_Nahyan,6129
Abdullah_ibn_Husayn_al-Ahmar,Abdullah_ibn_Husayn_al-Ahmar,5510
Abdullah_of_Saudi_Arabia,Abdullah_of_Saudi_Arabia,539966
Abdullahi_Issa,Abdullahi_Issa,4049
Abdullahi_Mohammad_Ahmad_Hassan,Abdullahi_Mohammad_Ahmad_Hassan,391
Abdullahi_Yusuf_Ahmed,Abdullahi_Yusuf_Ahmed,45980
Abdulrahman_Mohamed_Babu,Abdulrahman_Mohamed_Babu,1516
Abdur_Rab_Nishtar,Abdur_Rab_Nishtar,6597
Abdur_Rahman_Biswas,Abdur_Rahman_Biswas,3577
Abdur_Rashid_Tarkabagish,Abdur_Rashid_Tarkabagish,75
Abdurrahman_Sharafkandi,Abdurrahman_Sharafkandi,337
Abdurrahman_Vazirov,Abdurrahman_Vazirov,1218
Abdurrahman_Wahid,Abdurrahman_Wahid,79565
Abdus_Samad_Azad,Abdus_Samad_Azad,1329
Abe_Fortas,Abe_Fortas,68241
Abe_Okpik,Abe_Okpik,2087
Abe_Ruef,Abe_Ruef,4305
Abeid_Karume,Abeid_Karume,5726
Abel_Alier,Abel_Alier,3106
Abel_Caballero,Abel_Caballero,330
Abel_Ferry,Abel_Ferry,728
Abel_Gardey,Abel_Gardey,811
Abel_Goumba,Abel_Goumba,6972
Abel_Ignacio_Cuevas_Melo,Abel_Ignacio_Cuevas_Melo,6
Abel_Maldonado,Abel_Maldonado,18193
Abel_Muzorewa,Abel_Muzorewa,23062
Abel_Pacheco,Abel_Pacheco,7083
Abel_Smith_%281717%E2%80%931788%29,Abel_Smith_(1717–1788),6
Abelardo_Escobar_Prieto,Abelardo_Escobar_Prieto,706
Abelardo_L._Rodr%C3%ADguez,Abelardo_L._Rodríguez,11905
Abhishek_Singhvi,Abhishek_Singhvi,5
Abhisit_Vejjajiva,Abhisit_Vejjajiva,147683
Abid_Hamid_Mahmud,Abid_Hamid_Mahmud,8490
Abida_Hussain,Abida_Hussain,29
Abigail_Fillmore,Abigail_Fillmore,20554
Abner_J._Mikva,Abner_J._Mikva,14443
Abner_Taylor,Abner_Taylor,1539
Abolhassan_Banisadr,Abolhassan_Banisadr,62440
Aboubacar_Sompar%C3%A9,Aboubacar_Somparé,6037
Aboud_Jumbe,Aboud_Jumbe,1175
Abraham_A._Ribicoff,Abraham_A._Ribicoff,18610
Abraham_Adesanya,Abraham_Adesanya,532
Abraham_Albert_Heaps,Abraham_Albert_Heaps,1795
Abraham_Berge,Abraham_Berge,3304
Abraham_Fischer,Abraham_Fischer,1742
Abraham_Hirschfeld,Abraham_Hirschfeld,3806
Abraham_K._Allison,Abraham_K._Allison,3078
Abraham_Kazen,Abraham_Kazen,3116
Abraham_Lincoln,Abraham_Lincoln,6216142
Abraham_Osheroff,Abraham_Osheroff,1557
Abraham_Ossei_Aidooh,Abraham_Ossei_Aidooh,663
Abram_Jakira,Abram_Jakira,44
Abrar-ul-Haq,Abrar-ul-Haq,40552
Abu_Ali_Mustafa,Abu_Ali_Mustafa,8074
Abu_Hassan_Omar,Abu_Hassan_Omar,34
Abu_Nidal,Abu_Nidal,68698
Abu_Sadat_Mohammad_Sayem,Abu_Sadat_Mohammad_Sayem,3450
Abu_Sayeed_Chowdhury,Abu_Sayeed_Chowdhury,3434
Abu_Seman_Yusop,Abu_Seman_Yusop,16
Abu_Zakaria_al-Jamal,Abu_Zakaria_al-Jamal,6553
Abubakar_Iro_Danmusa,Abubakar_Iro_Danmusa,883
Abubakar_Olusola_Saraki,Abubakar_Olusola_Saraki,157
Abubakar_Rimi,Abubakar_Rimi,358
Abubakar_Tafawa_Balewa,Abubakar_Tafawa_Balewa,17165
Abubakarr_Jalloh,Abubakarr_Jalloh,889
Abul_A%27la_Maududi,Abul_A'la_Maududi,83
Abul_Hashim,Abul_Hashim,1657
Abul_Kalam_Shamsuddin,Abul_Kalam_Shamsuddin,1356
Abul_Kashem,Abul_Kashem,2101
Abulfaz_Elchibey,Abulfaz_Elchibey,1408
Aburizal_Bakrie,Aburizal_Bakrie,27088
Abuzed_Omar_Dorda,Abuzed_Omar_Dorda,2562
Ace_Magashule,Ace_Magashule,503
Achhar_Singh_Chhina,Achhar_Singh_Chhina,1369
Achieng_Oneko,Achieng_Oneko,1703
Achike_Udenwa,Achike_Udenwa,2354
Achille_Lauro,Achille_Lauro,48026
Achille_Occhetto,Achille_Occhetto,4153
Achille_Peretti,Achille_Peretti,2882
Achille_Starace,Achille_Starace,16193
Achille_Van_Acker,Achille_Van_Acker,2888
Achilleas_Gerokostopoulos,Achilleas_Gerokostopoulos,892
Ad%C3%A1n_Ch%C3%A1vez,Adán_Chávez,4010
Ad%C3%A1n_Mart%C3%ADn_Menis,Adán_Martín_Menis,775
Ad%C3%A9la%C3%AFde_Mound%C3%A9l%C3%A9-Ngollo,Adélaïde_Moundélé-Ngollo,1030
Ad_Hermes,Ad_Hermes,349
Ad_Melkert,Ad_Melkert,4839
Ada_Deer,Ada_Deer,4777
Ada_Fisher,Ada_Fisher,9472
Ada_It%C3%BArrez_de_Cappellini,Ada_Itúrrez_de_Cappellini,1094
Ada_L._Smith,Ada_L._Smith,35
Ada_Maimon,Ada_Maimon,589
Ada_Maza,Ada_Maza,812
Adalberto_Pereira_dos_Santos,Adalberto_Pereira_dos_Santos,69
Adalgisa_Magno_Guterres,Adalgisa_Magno_Guterres,89
Adam%2C_Count_of_Schwarzenberg,"Adam,_Count_of_Schwarzenberg",75
Adam_Afriyie,Adam_Afriyie,14206
Adam_Bielan,Adam_Bielan,2295
Adam_Cio%C5%82kosz,Adam_Ciołkosz,1034
Adam_Clayton_Powell%2C_Jr.,"Adam_Clayton_Powell,_Jr.",1409
Adam_Clayton_Powell_IV,Adam_Clayton_Powell_IV,546
Adam_Cwejman,Adam_Cwejman,527
Adam_Daniel_Rotfeld,Adam_Daniel_Rotfeld,4214
Adam_Delimkhanov,Adam_Delimkhanov,4216
Adam_Egede-Nissen,Adam_Egede-Nissen,1666
Adam_Eggich,Adam_Eggich,317
Adam_Jerzy_Czartoryski,Adam_Jerzy_Czartoryski,12547
Adam_Koc,Adam_Koc,568
Adam_Kok_III,Adam_Kok_III,4495
Adam_Lipi%C5%84ski,Adam_Lipiński,625
Adam_Malik,Adam_Malik,13877
Adam_Pi%C5%82sudski,Adam_Piłsudski,717
Adam_Pr%C3%B3chnik,Adam_Próchnik,821
Adam_Pribi%C4%87evi%C4%87,Adam_Pribićević,18
Adam_Price,Adam_Price,9864
