name,gender
Staniša+Radonjić,Male
Diawadou+Barry,Male
Shreegopal+Vyas,Unknown
Zhao+Guangfeng,Male
Yun+Geun-su,Male
Ángel+Pérez+Martínez,Male
C.+Sivasamy,Male
Đurđe+Ninković,Male
Khadijo+Mohamed+Diriye,Female
Bhanwarlal+Meghwal,Male
Harikeval+Prasad,Male
Schadrack+Niyonkuru,Male
Jean+Bène,Male
Kadri+Fellahoğlu,Male
Liu+Yao+(warlord),Male
Elżbieta+Pierzchała,Female
Halvor+Sørum,Male
Gopikishan+Bajoria,Male
Lo+Wai-kwok,Male
Trần+Văn+Trà,Male
Neomal+Perera,Male
Labanya+Prabha+Ghosh,Male
Thulas+Nxesi,Male
"Péter+Szilágyi+(politician,+1981)",Male
A.+R.+Marimuthu,Unknown
Christophe-André+Frassa,Male
Ilham+Moussaïd,Female
Steingrímur+Hermannsson,Male
Jean-Pierre+Thystère+Tchicaya,Male
Luo+Yinguo,Male
Doulu+Ge,Unknown
Adeyemi+Ikuforiji,Unknown
Sun+Hongzhi,Male
Yang+Gang+(politician),Male
Karol+Śliwka,Unknown
"Wavell+Wakefield,+1st+Baron+Wakefield+of+Kendal",Male
Mitsuyoshi+Yanagisawa,Female
Ma+Zhi,Unknown
Pat+Weir,Male
Jan+E.+Mellbye,Male
Åsa-Britt+Karlsson,Female
Wang+Fan,Male
Bosiram+Siram,Male
Jenő+Hamburger,Male
Moustafá+Moustafá,Male
Dhimitër+Beratti,Male
Martín+Travieso,Male
Devere+Allen,Male
Siamion+Domash,Male
Éric+Mercier,Male
Nguyễn+Văn+Lực,Male
Hernán+Larraín,Male
Thorleif+Holth,Unknown
Parson+Zazaharivelo+Rakotovazaha,Male
Namulau’ulu+Vavae+Tuilagi,Male
Ramachandru+Tejavath,Male
Li+Yangbing,Unknown
Zhang+Ge,Female
Tsvetlin+Yovchev,Male
Iuliu+Ilyés,Male
Anne-Adrien-Pierre+de+Montmorency-Laval,Male
Hissène+Habré,Male
S.+Anbalagan,Male
Antônio+de+Barros+Carvalho,Male
A.+K.+S.+Usgaonkar,Female
Parshottam+Solanki,Male
Yeom+Dong-jin,Male
Neri+Colmenares,Male
Sam+Cohen+(Australian+politician),Male
Enéas+Carneiro,Male
B.+R.+Ambedkar+(politician),Male
"Girod+Jackson,+III",Male
Piyasiri+Wijenayake,Male
Hayke+Veldman,Male
"W.+D.+Workman,+Jr.",Male
Jiang+Dingwen,Male
Y.+Visweswara+Reddy,Male
"Chipman+L.+Flowers,+Jr.",Male
Jeylani+Nur+Ikar,Male
C.+E.+McIntosh,Unknown
Poli+Karastoyanova,Female
Apiwan+Wiriyachai,Male
Huang+Shuxian,Male
Liu+Yan+(emperor),Unknown
Martín+C.+Martínez,Male
Jerónimo+Méndez,Male
N’gandu+Peter+Magande,Male
"Meghnad+Desai,+Baron+Desai",Male
Arrel+Olaño,Male
Rémy+Pointereau,Male
Jin+Renqing,Male
G.+Venkatachalam,Male
Gombojavyn+Zandanshatar,Male
Désiré+Vervoort,Unknown
Vladimír+Mečiar,Male
Jone+Usamate,Male
Devdatt+Kumar+Kikabhai+Patel,Male
António+Rodrigues+Sampaio,Male
Cec+Creedon,Male
Nawwaf+Moussawi,Male
Zhang+Hansi,Unknown
Gao+Jixing,Male
Jean-Baptiste+Manwangari,Male
Mykhailo+Reznik,Male
Wang+Shuaiting,Male
Miklós+Hasznos,Unknown
Plácido+Benavides,Male
Llambi+Gegprifti,Male
Chrétien+François+de+Lamoignon+de+Basville,Male
Aimé+Ngoy+Mukena,Male
Túpac+Amaru+II,Male
Shozaburo+Nakamura,Male
Parid+Cara,Male
Désiré+Remahita,Male
Saigō+Takamori,Male
Ángel+César+Mendoza+Arámburo,Male
Martín+Palacios+Calderón,Male
Jaime+Quijandría+Salmón,Male
C.+A.+D.+Barclay,Unknown
Motome+Takisawa,Male
Géza+Szénási,Male
Sterling+Ridge,Unknown
Pierre-Théodore+Verhaegen,Male
Gerhart+Baum,Male
Anfión+Muñoz,Unknown
Yin+Li+(politician),Male
Choida+Jamtsho,Male
Bedřich+Reicin,Male
Qiao+Lin,Male
Publius+Porcius+Laeca,Unknown
Aquinas+Tawiah+Quansah,Male
Yue+Wenhai,Male
Satveer+Singh+Gurjar,Male
Basílio+Ramos,Male
Khuwaja+Sohail+Mansoor,Male
T.+H.+Musthafa,Male
Belum+Hasnain,Female
Hovhannes+Kajaznuni,Male
Aulis+Ranta-Muotio,Male
Dai+Zhou,Unknown
Cristino+Martos+y+Balbí,Male
B.+B.+Patil,Male
Najwan+Halimi,Male
Joxel+García,Male
Yoshiro+Okamoto,Female
Hoàng+Cao+Khải,Male
Jean+Félix+Demba+Telo,Male
Janvier+Maharangy,Male
Khiladi+Lal+Bairwa,Male
Berdy+Kerbabayev,Male
T.V.+Rajesh,Male
Cheng+Yun-peng,Male
Kamchybek+Tashiev,Male
Júlio+Eduardo+Zamith+Carrilho,Male
Zhang+Ye+(Later+Shu),Male
K.+Pandiarajan,Male
Yuichiro+Uozumi,Male
Germán+Martínez,Male
T.+M.+Nallaswamy,Unknown
Juvénal+Habyarimana,Male
Jan+van+den+Tempel,Male
"García+de+Toledo+Osorio,+4th+Marquis+of+Villafranca",Male
Jan+Vis,Unknown
Epitácio+Cafeteira,Male
Nidup+Zangpo,Male
D.+Kupendra+Reddy,Male
S.+R.+Patil,Male
Kantarō+Suzuki,Male
Dénes+Pázmándy+(1781–1854),Male
Quintín+Vázquez+García,Male
Du+Xiao,Female
Cris+Mathay,Male
Wang+Shoucheng,Male
Li+Mi+(Sui+dynasty),Male
Hryhoriy+Illyashov,Unknown
Esko-Juhani+Tennilä,Male
Hou+Andu,Unknown
C.+N.+Sharma,Male
Babanrao+Gholap,Male
Haïdar+el+Ali,Male
Wu+Zhihui,Male
Matthías+Árni+Mathiesen,Male
Birch+Wilson,Male
Kamalendumati+Shah,Male
Triloki+Ram,Male
Koča+Popović,Male
Gao+Chongwen,Unknown
V.+R.+Karthik+Thondaiman,Unknown
Karapet+Rubinyan,Male
Farkas+Kovacsóczy,Male
Zarifou+Ayéva,Male
Wang+Maoshe,Male
Tashi+Wangdi,Male
Gustav+Böhrnsen,Male
Raosaheb+Shekhawat,Male
"Nicolás+de+Carvajal,+Marquis+of+Sarria",Male
Zhang+Yunshen,Male
Wang+Wei+(politician),Male
Jan+Stráský,Male
Yang+Shouliang,Male
Luís+Capoulas+Santos,Male
Patrice+Nisbett,Male
Wang+Wei+(Liang+dynasty),Unknown
Chandrasiri+Gajadeera,Male
Tōru+Toida,Male
V.+David,Male
Guðlaugur+Þór+Þórðarson,Male
Grigore+Scafaru,Unknown
Ernő+Garami,Male
Yamamoto+Jōtarō,Male
Liu+Jingxian,Unknown
Imoro+Yakubu+Kakpagu,Male
Delfino+Garcés,Male
Vicario+Portillo+Martínez,Male
António+Dembo,Unknown
Jan+Hamáček,Male
Li+Zhaode,Male
"Robin+Sinclair,+2nd+Viscount+Thurso",Male
Zeferino+Antunes+Flores,Unknown
Liu+Xiang+(scholar),Male
Yuxian+(Qing+dynasty),Male
Germán+Cardona+Gutiérrez,Male
Wang+Anlong,Male
Tetsuhisa+Matsuzaki,Male
Martí+Batres,Male
Ji+Wenlin,Male
Addison+Roswell+Thompson,Male
Étienne+N'Gounio,Male
Jallouli+Fares,Male
Ndue+Paluca,Male
Sténio+Vincent,Male
Yang+Shen,Unknown
Alecu+Reniță,Male
A.+P.+Jithender+Reddy,Male
Bożenna+Bukiewicz,Female
Poddutoori+Ganga+Reddy,Male
M.+M.+Pallam+Raju,Male
Lee+Chean+Chung,Male
Chung+Shui-ming,Male
"Lorin+C.+Collins,+Jr.",Male
Nguyễn+Quốc+Cường,Unknown
Hashu+Advani,Male
Claude-Marius+Vaïsse,Male
Tharanath+Basnayaka,Male
Dámaso+Antonio+Larrañaga,Unknown
Íñigo+Errejón,Male
Laurențiu+Țigăeru+Roșca,Female
Duan+Wenchang,Unknown
Homère+Clément,Male
Genrikh+Poghosyan,Male
Valeriu+Mițul,Male
Sigbjørn+Eriksen,Male
Valeriu+Streleț,Male
Rai+Mansab+Ali+Khan,Male
Masagos+Zulkifli,Male
Óscar+del+Real+Muñoz,Male
Sargis+Lukashin,Male
Valeriu+Zgonea,Male
Ayanur+Manjunath,Male
Muneaki+Murai,Male
Li+Congyan,Female
Aníbal+Meléndez+Rivera,Male
Ángel+Calderón+de+la+Barca+y+Belgrano,Male
Koča+Pavlović,Male
Munacho+Mutezo,Male
Elías+Wessin+y+Wessin,Male
Li+Huaixian,Unknown
Liu+Yanhao,Male
Muttamsetti+Srinivasa+Rao,Male
D.+Ravikumar,Male
Pat+Fallon,Male
Nguyễn+Thị+Minh+Khai,Female
Jabbor+Rasulov,Unknown
Syb+Talma,Male
Marģers+Skujenieks,Male
Shi+Shilun,Male
M.+J.+Mahlangu,Male
Germán+Contreras+García,Male
Phumulo+Masualle,Male
Onésimo+Mariscales,Male
Dayasritha+Thissera,Male
C.+Ramachandra+Reddy,Male
Mampihao,Female
Qiu+Fengjia,Male
Jan+W.+Dietrichson,Male
Teófilo+Enamorado,Male
Zhang+Renjun,Male
Jean+Hamilius,Male
Česlovas+Kudaba,Male
Park+Seh-jik,Male
Lee+Swinton,Unknown
Faustin-Archange+Touadéra,Male
Pauloosie+Keyootak,Male
Emérito+Bono+Martínez,Male
Hartley+Gladstone+Hawkins,Male
Aníbal+Gaviria,Male
S.+N.+M.+Ubayadullah,Male
Hérard+Abraham,Male
Mukhammat+Sabirov,Male
Hayashi+Yūzō,Male
Étienne+Compayré,Unknown
P.+Harrison,Male
Aleksy+Ćwiakowski,Male
Aníbal+Diniz,Male
Blagoje+Simić,Male
Benjamín+Cintrón+Lebrón,Unknown
Shusun+Tong,Unknown
Tsering+Samphel,Male
D.+K.+Khaparde,Male
Rituraj+Govind,Male
Ishwarlal+Jain,Male
Terry+Cavanagh+(politician),Male
Émile+Fouchard,Male
Rachakonda+Yadagiri+Goud,Male
M.+Nadarajah,Female
Song+Ja,Male
V.+Neelakandan,Male
Coos+Huijsen,Male
Jude+Célestin,Male
Zerubabel+Nyiira,Unknown
Zhang+Yang+(warlord),Male
Charun+Rattanakun+Seriroengrit,Male
Dia+al-Asadi,Male
Gulzar+Khan+(politician),Male
M.+C.+Veerabahu+Pillai,Male
H.+S.+Prakash,Male
Bounnan+Bounyaseng,Male
Mu+Zeng,Unknown
Wang+Jing+(Three+Kingdoms),Male
"Louis-Auguste-Victor,+Count+de+Ghaisnes+de+Bourmont",Male
Bergur+Sigurbjörnsson,Male
Vijitha+Berugoda,Male
Oleksiy+Skrypnyk,Male
Jan+Piłsudski,Male
Hang+Chuon+Naron,Male
Árni+Páll+Árnason,Male
Shivakant+Ojha,Male
K.+S.+N.+Venugopalu,Male
Noor+Saleem+Rana,Male
Khamdy+Singkhmphat,Male
Wintilo+Vega,Male
Kang+Nung-su,Male
N.+R.+Sivapathi,Male
V.+P.+Ganesan,Male
Jean-François+Mancel,Male
Uladislao+Augier,Male
Uanhenga+Xitu,Male
M.+K.+A.+D.+S.+Gunawardana,Male
M.+C.+Davies+(politician),Male
Ángel+Carvajal+Bernal,Male
Quan+Deyu,Male
Sri+Ranga+Jeyaratnam,Male
Nayib+Bukele,Male
Nermin+Nikšić,Male
François-Xavier+de+Peretti,Male
Inderjit+Singh+(Singaporean+politician),Male
Hun+Manet,Male
Ingeburg+Lange,Female
C.+Narayanaswamy,Male
Adolphe+Vuitry,Male
Shantaram+More,Male
Masakatsu+Koike,Male
Ruhulla+Akhundov,Male
A.N.+Shamseer,Male
Đinh+Xuân+Quảng,Male
Neven+Ljubičić,Male
"Ulick+de+Burgh,+Lord+Dunkellin",Male
Živko+Budimir,Male
Ângelo+Correia,Male
Apolonio+Méndez+Meneses,Male
Étienne+Maurice+Gérard,Male
Mothetjoa+Metsing,Male
Pié+Masumbuko,Male
S.+V.+Krishnamoorthy+Rao,Male
Jan+Ali+Changezi,Male
Kang+Ha-guk,Unknown
Besueri+Kiwanuka+Lusse+Mulondo,Unknown
Berç+Türker+Keresteciyan,Male
Onesin+Cvitan,Male
Bhoye+Madhubhai+Jeliyabhai,Male
Wiel+Bremen,Male
Ho+Dam,Male
Den+Kenjirō,Male
Yūji+Tsushima,Male
Noé+Marcano,Male
Wang+Yongqing,Male
Étienne+Davignon,Male
Hồ+Văn+Nhựt,Male
Oleh+Bereziuk,Male
Ola+Skjåk+Bræk,Male
Ma’alim+Ali+Aden,Male
Osinakachukwu+Ideozu,Male
Som+Chand+Gupta,Female
Eunício+Oliveira,Male
António+de+Serpa+Pimentel,Male
Ralijaona+Laingo,Unknown
Yu+Shiji,Unknown
Albadé+Abouba,Male
Dölma+Gyari,Female
Barjees+Tahir,Male
Vali+Dadashi,Male
Phạm+Duy+Khiêm,Male
Jean+Juventin,Male
Jean-Léonard+Touadi,Male
Lyutvi+Mestan,Male
Avery+Ng,Male
Muzafar+Bhutto,Male
Bódog+Czorda,Male
Raghunandan+Singh+Bhadauria,Male
P.+Vetriivel,Male
Péter+Ákos+Bod,Male
Kizō+Hisamoto,Male
Khalihenna+Ould+Errachid,Male
Csanád+Szegedi,Male
Jan-Erik+Støstad,Male
Mezri+Haddad,Male
El+Temür,Male
Shinsuke+Okuno,Male
Pierre-Jean+Samot,Male
Valentín+Gómez+Farías,Male
Lü+Fuyuan,Male
Péter+Szijjártó,Male
Chor+Yeok+Eng,Male
Ma+Yin,Unknown
Shakhbut+bin+Sultan+Al+Nahyan,Male
Matsushige+Ono,Male
N.+S.+Hardikar,Male
Tinielu+Tuumuli,Male
Guerrino+Zanotti,Male
Pietrangelo+Pettenò,Male
Pauli+Kiuru,Male
Lü+Zushan,Male
Kwon+Sang-ha,Unknown
Wei+Zhigu,Unknown
Shu+Tong,Female
Abdurahmon+Karimov,Male
"Sir+Danvers+Osborn,+3rd+Baronet",Male
Shang+Yue,Male
Krišjānis+Valdemārs,Male
Safar+Naeimi,Male
Chen+Shaokuan,Male
Wang+Hongzhang,Male
Friðrik+Klemenz+Sophusson,Male
Jean+Joseph+Victor+Génissieu,Male
Lee+Stack,Male
Lavajibhai+Rajani,Male
Narana+Coissoró,Male
Filinto+Müller,Male
Gorley+Putt,Female
Yuan+Xingqin,Male
Ma+Wenrui,Female
Nguyễn+Thị+Thập,Unknown
Yang+Weize,Male
Li+Zhen+(Later+Liang),Male
Modibo+Keita+(born+1942),Male
Hiroshige+Sekō,Male
Ding+Hui+(general),Unknown
Čedomilj+Mijatović,Male
Bhrugu+Baxipatra,Male
Tefik+Mborja,Male
Thirumudi+N.+Sethuraman,Male
Pākī,Male
Balineni+Srinivasa+Reddy,Male
Cuauhtémoc+Gutiérrez+de+la+Torre,Male
K.C.+Veeramani,Male
Bhagvan+Karagatiya,Male
Piatro+Sadoŭski,Male
"Navnit+Dholakia,+Baron+Dholakia",Male
Dr.+Narreddy+Tulasi+Reddy,Male
Delwa+Kassiré+Koumakoye,Male
Mickey+Rosenthal,Male
Jan+Björkman,Male
Abbès+Mohsen,Male
Karamchand+Uttamchand+Gandhi,Male
Bojjala+Gopala+Krishna+Reddy,Male
Xicoténcatl+Leyva+Mortera,Male
Manasse+ǃNoreseb,Male
Palusalue+Fa’apo+II,Male
Torger+Ødegaard,Male
Inuwa+Wada,Unknown
Haijo+Apotheker,Male
Abish+Kekilbayev,Unknown
Carl-Axel+Roslund,Male
Robin+Kåss,Male
Marie-Hélène+des+Esgaulx,Unknown
Benoy+Krishna+Konar,Unknown
Macià+Alavedra+i+Moner,Male
Czesław+Mroczek,Male
Takao+Jinnouchi,Male
Chandra+Mohan+Patowary,Male
Yang+Dongsheng,Male
Meng+Xuanzhe,Male
Ma+Zhengqi,Male
Teofil+Fabiny,Male
Éric+Jalton,Male
Vicko+Krstulović,Male
Lilavati+Munshi,Female
Kokea+Malua,Unknown
Sardon+Jubir,Male
Emomali+Rahmon,Male
J.+Eugene+McAteer,Male
Prospère+Mushobekwa,Male
Adolphe+Crémieux,Male
Ma+Guorui,Unknown
Désiré+Kolingba,Male
Jing+Yidan,Female
Nguyễn+Văn+Chính,Male
Kengal+Shreepada+Renu,Male
Yang+Yin,Unknown
Özker+Yaşın,Unknown
Golbarg+Bashi,Female
Akinwunmi+Ambode,Male
Rammurti+Singh+Verma,Male
Li+Sizhao,Male
Feim+Mezhgorani,Male
Acheikh+Ibn-Oumar,Male
Li+Congke,Male
Parbhubhai+Vasava,Male
Lu+Ping,Female
Cuauhtémoc+Blanco,Male
Luhut+Binsar+Pandjaitan,Male
Jassuda+Bédarrides,Unknown
Czesław+Kiszczak,Male
Martyns+Mannah,Male
Song+Tao+(diplomat),Male
Étienne+Constantin+de+Gerlache,Male
Ottokar+Czernin,Male
Pól+Callaghan,Male
Song+Qiqiu,Female
Khadga+Prasad+Sharma+Oli,Male
Pemasiri+Manage,Male
Oszkár+Molnár,Male
Frankie+Chévere,Male
D.+K.+Adikesavulu+Naidu,Male
Rezső+Nyers,Male
M.+S.+Thowfeek,Male
Nayabtigungu+Congo+Kaboré,Male
Cao+Jie+(eunuch),Unknown
Aníbal+Ostoa+Ortega,Male
Yoshiro+Hayashi+(politician),Male
"Almeric+de+Courcy,+23rd+Baron+Kingsale",Female
Adrián+Pedrozo+Castillo,Male
Itō+Hirobumi,Male
Tikiri+Kobbekaduwa,Male
Inky+Tulloch,Unknown
Georgi+Petrosian,Male
Liu+Juying,Unknown
Vasiľ+Biľak,Male
Bolesław+Wieniawa-Długoszowski,Unknown
André-Eugène+Pirson,Male
Aurélio+Miguel,Male
Hysen+Osmanaj,Male
Shen+Faxing,Unknown
Özdil+Nami,Male
R.+P.+A.+Ranaweera+Pathirana,Male
Theogene+Rudasingwa,Male
Cui+Renshi,Male
Celâl+Bayar,Male
Pi+Zongshi,Female
Ángel+Deschamps+Falcón,Male
Émile+Muller,Unknown
Ödön+Beniczky,Male
Jean-Boniface+Assélé,Male
Jean-Pierre+Vial,Male
Gowru+Charitha+Reddy,Female
Tivadar+Andrássy,Male
Badih+Chaaban,Male
Demyan+Korotchenko,Male
U.+Vasuki,Female
Li+Keyong,Unknown
Matías+Barrio+y+Mier,Male
Jan+van+der+Jagt,Male
"Granville+West,+Baron+Granville-West",Unknown
Tadayoshi+Ichida,Male
Luboš+Dobrovský,Male
Vlajko+Stojiljković,Male
Seán+T.+O'Kelly,Male
Carl-Olaf+Homén,Male
Cuauhtémoc+Cárdenas,Male
Gulab+Singh+(politician),Male
Nhiek+Tioulong,Male
Salkhan+Murmu,Male
Lokanath+Misra,Male
Shantaram+Potdukhe,Male
Sheetla+Sahai,Male
Shafie+Salleh,Male
Émile+Derlin+Zinsou,Male
Peeter+Võsu,Male
Óscar+Denis,Male
Trần+Hanh,Male
Géza+Révész,Male
İnal+Batu,Male
Kaduya+Shinba,Male
Mo+Kwan-nin,Male
Óscar+Alvarado+Cook,Unknown
Chen+Shutong,Male
Jarmund+Øyen,Male
Miklós+Gimes,Male
André-Philippe+Futa,Male
Li+Zhen+(1914–1973),Male
Guan+Bo,Male
Jan+Ponętowski,Unknown
Thawi+Bunyaket,Male
Eliphalet+Lockwood,Male
Gusztáv+Gegus,Male
Tongyeutho,Male
Adolphe+Billault,Male
Pierre-Célestin+Rwigema,Male
Chintaman+Vanaga,Male
Njazi+Kosovrasti,Male
Qutbuddin+Hilal,Male
Wu+Zhaoyi,Female
Neycho+Neev,Male
Armistead+S.+Nickens,Male
Hédi+Baccouche,Male
Li+Conghou,Unknown
Sisavath+Keobounphanh,Male
Xu+Shiying,Male
Kōno+Hironaka,Male
Jean+Pierre+Philippe+Lampué,Unknown
San+Tun,Unknown
Metodija+Andonov-Čento,Male
Takao+Ochi,Female
Bungan+Bugti,Male
Wu+Jun,Male
Jules+Mutebusi,Male
Roseberry+Briggs,Male
Woo+Po-shing,Male
Zhu+Lühe,Male
Aníbal+Huerta,Male
Tukaram+Renge+Patil,Male
Kyokushūzan+Noboru,Male
R.+Roshan+Baig,Male
Jan+de+Pous,Male
Y.+Radhakrishnamurthy,Male
Masaji+Matsuyama,Male
Le+Yanzhen,Female
Jan+Dusík,Male
Leónidas+Plaza,Male
Aurélio+Martins,Male
Manasé+Bezara,Male
Éric+Straumann,Male
Murong+Hui,Unknown
Gan+Thiam+Poh,Male
Liang+Zhen,Male
Boele+Staal,Male
Mizuno+Rentarō,Male
Abdolhossein+Hazhir,Male
Deniz+Gezmiş,Male
Zhang+Gongsu,Unknown
Gaszton+Gaál,Male
Joey+Manahan,Male
Jan+Łączny,Male
Palanati+Brahmanaidu,Male
Gustáv+Husák,Male
Vardges+Ulubabyan,Female
Vajubhai+Vala,Male
Shen+Song,Male
Fretïmio+Assocão+di+Planka,Male
Pacharne+Baburao+Kashinath,Male
Hachiro+Okonogi,Male
Marie-Françoise+Clergeau,Female
António+Granjo,Male
Tupua+Leupena,Male
Börje+Vestlund,Male
Étienne+Blanc,Male
Tan+Qiwei,Female
Yulian+Bachynsky,Male
M.+A.+Vaheed,Male
Sanaka+Buchhikotaiah,Male
Sharadamma+Ramanjaneya,Male
S.+M.+Holden,Unknown
Marie-Anne+Montchamp,Female
Döme+Sztójay,Male
S.+R.+Parthiban,Male
Liu+Churang,Unknown
"António+Osório+Sarmento+de+Figueiredo,+Jr.",Male
Árni+Þór+Sigurðsson,Male
Seiji+Mataichi,Male
Purusottam+Poudel,Male
A.+Bleecker+Banks,Male
Graco+Ramírez,Male
Hykmete+Bajrami,Female
Aristóbulo+Istúriz,Male
Cường+Để,Male
Yan+Shigu,Unknown
Zhu+Jin,Female
Indika+Gunawardena,Male
V.+S.+Raji,Unknown
Sebastián+Lerdo+de+Tejada,Male
Ángel+Sergio+Guerrero+Mier,Male
Sandré+Swanson,Male
Émile+Buisset,Male
Nermin+Purić,Male
Román+Baldorioty+de+Castro,Male
Shizra+Mansab+Ali+Khan,Female
Chih-Peng+Huang,Male
Xu+Jingzong,Male
Najeeva+Khan+Zeenat,Female
Bauke+Roolvink,Male
Barthold+A.+Butenschøn,Male
Shashi+Prakash,Male
Jan+M.+Vevatne,Unknown
Valērijs+Agešins,Male
Bronisław+Dutka,Male
Tang+Daoxi,Unknown
Seán+Gallagher,Male
Zhao+Qi+(Han+dynasty),Unknown
Ma+Ching-chiang,Male
Tsang+Shu-ki,Male
Han+Peixin,Female
Wangdi+Norbu,Male
N.+S.+Nandiesha+Reddy,Male
António+de+Oliveira+Salazar,Male
Abdul-Hamid+Musa+Kasha,Male
Shalom+Zysman,Male
R.+Amirtharaj,Male
Kingsely+Namakhwa,Male
Damodran+Nair,Male
Dragutin+Zelenović,Male
Sal+DiDomenico,Male
Ghiyathu'd-Din+ibn+Rashid'ud-Din,Unknown
Bai+Dongcai,Unknown
Tukaram+Ramkrishna+Kate,Male
Wang+Jian+(Former+Shu),Unknown
Husi+Chun,Female
Tian+Yubao,Unknown
Jalmar+Castrén,Male
Wang+Min+(born+1956),Female
Kundy+Pahiama,Male
Athanase+Bassinet,Male
Sigmund+Steinnes,Male
Gampa+Govardhan,Male
Kazys+Skučas,Male
Sandith+Samarasinghe,Male
Soh+Kwang-pom,Male
Émile+Bender,Male
Maurício+Grabois,Unknown
Jaime+Fernández+Saracho,Male
Harutiun+Jangülian,Male
Théodore+Léonard+Randriamanga,Male
Tshekedi+Khama+II,Male
K.+Velayudam,Unknown
Isaías+Carrasco,Male
Shinsuke+Suematsu,Male
Masakazu+Sekiguchi,Male
Seyid+Esmaeil+Mousavi+Zanjani,Male
Jean-Xavier+Bureau+de+Pusy,Male
"St+John+Brodrick,+1st+Earl+of+Midleton",Male
"Roundell+Palmer,+1st+Earl+of+Selborne",Male
Gotō+Shōjirō,Male
İrsen+Küçük,Male
Cândido+Vaccarezza,Male
Ding+Sheng+(general),Male
Puchalapalli+Penchalaiah,Male
"Revius+Ortique,+Jr.",Male
Govi.+Sampath+Kumar,Male
Nechervan+Barzani,Male
Dani+Koren,Male
Élisabeth+Hubert,Female
Dinendra+Nath+Bhattacharya,Unknown
Jemin+Gjana,Male
Lee+Chin-yung,Male
Kameʻeiamoku,Unknown
Zhai+Rang,Unknown
M.+D.+H.+Jayawardena,Male
Vincas+Mickevičius-Kapsukas,Male
M.+P.+S.+Sivasubramaniyan,Male
Péter+Harrach,Male
Dzintars+Ābiķis,Male
Bent+Røiseland,Male
Gustav+Groß,Male
Galfridus+Walpole,Male
Armas+Äikiä,Male
Novica+Radović,Male
Willum+Þór+Þórsson,Male
Dhimitër+Ilo,Male
Reuf+Bajrović,Male
Noé+Martín+Vázquez,Male
Li+Jinbin,Male
Khwaja+Ghulam+Rasool+Koreja,Male
Masami+Nishimura,Female
Tode+Ilich,Male
C.+Laxma+Reddy,Male
Ignacy+Daszyński,Male
Zhao+Lin+(politician),Male
Elías+Moreno+Brizuela,Male
Jagga+Reddy,Male
Geshu+Han,Unknown
António+Vitorino,Male
Zhu+Mei,Female
Joey+Jagan,Male
Rama+Kishore+Singh,Male
Sigmund+von+Erlach+(1614–1699),Male
Tang+Aijun,Male
Miklós+Wesselényi,Male
A.+R.+A.+Hafeez,Male
Cao+Zhongda,Unknown
Regie+Sahali-Generale,Female
Daisaku+Kadokawa,Male
Behçet+Yıldırım,Male
Aníbal+Peralta+Galicia,Male
P.+Dhansingh,Male
Otaram+Dewasi,Male
Sat+Paul+Mittal,Female
Ruairí+Ó+Brádaigh,Male
Văn+Tiến+Dũng,Male
R.+V.+Deshapande,Male
He+Jinming,Male
Péter+Polt,Male
Manshankar+Ninama,Male
Tin+Myo+Win,Male
Phùng+Chí+Kiên,Unknown
S.+Shanmugamuthu+Thevar,Male
Heribert+Barrera,Unknown
Sun+Jiagu,Female
Leyb+Gorfinkel,Male
Arsénio+Bano,Male
Benjamín+Rausseo,Male
Chanhsouk+Bounpachit,Male
Mykhailo+Hrechukha,Male
Túpac+Amaru,Male
Aili+Keskitalo,Female
António+Ramalho+Eanes,Male
Feng+Yun+(Later+Tang),Male
Éric+Di+Meco,Male
Abdülhalik+Renda,Male
Delcídio+do+Amaral,Male
Zhao+Renben,Male
Kalimuddin+Shams,Male
Eisaku+Satō,Male
Luís+Filipe+Menezes,Male
Chhay+Tan,Unknown
Gumercinda+Páez,Unknown
Lee+Yong-gill,Male
Shailagh+Murray,Female
Tej+Pratap+Singh+Yadav,Male
Miklós+Korondi,Male
You+Hockry,Unknown
Zhao+Ying,Female
Nicolás+Maduro+Guerra,Male
Eighneachán+Ó+hAnnluain,Male
Ángel+Aguirre+Herrera,Male
"Wyn+Roberts,+Baron+Roberts+of+Conwy",Male
Jean+Maran,Male
Jules+Ninine,Male
Zhao+Shaolin,Female
Émile+Combes,Male
Dhanjibhai+Senghani,Male
Emory+A.+Hebard,Male
Tollef+Kilde,Male
Antal+Bélafi,Male
Zhu+Wen,Unknown
Élie+Aboud,Male
Murman+Omanidze,Male
Nilmário+Miranda,Male
Amildo+Morales,Male
Le+Yanwei,Male
K.+V.+Subba+Reddy,Male
Jeffrion+L.+Aubry,Male
Jaiveer+Singh,Male
Nuth+Rumduol,Male
"Pike+Hall,+Jr.",Male
Leonida+Rèpaci,Male
M.+Thambidurai,Male
Ángel+Acebes,Male
Irshadali+Sumra,Male
Yu+Zhining,Unknown
Tekiau+Aretaateta,Male
Ghos+Bakhsh+Khan+Mahar,Male
Zhu+Wenjin,Female
Wang+Daxie,Male
Vitālijs+Orlovs,Male
Liang+Lingzan,Unknown
Hiroyoshi+Nishi,Male
Kuka+Parray,Male
Ge+Congzhou,Male
Vorn+Vet,Male
Haki+Toska,Male
Győző+Vinnai,Male
Iichirō+Hatoyama,Unknown
Hajanirina+Lanto+Ramaherijaona,Male
Pjetër+Arbnori,Male
Satya+Prakash+Agarwal,Male
Gegham+Gharibjanian,Male
