name,gender
Miki+Zohar,Male
Dany+Tuijnman,Male
Syama+Prasad+Mukherjee,Male
Ayvaz+Gökdemir,Male
Omund+Bjørnsen+Birkeland,Male
Rai+Hau-min,Male
Frédéric-César+de+La+Harpe,Male
Ljupčo+Arsov,Male
Valtr+Komárek,Male
Jigme+Wangchuk,Male
Maolidy,Unknown
Sven-Erik+Sjöstrand,Male
Vahan+Papazian,Male
Gustav+Hallagård,Male
Laichan+Nayak,Unknown
Epifani+Olives+i+Terès,Unknown
Benjamín+Herrera,Male
Martín+Enrique+Castillo+Ruz,Male
Martín+Orozco+Sandoval,Male
Eviel+Pérez+Magaña,Male
Li+Xueyong,Male
Yang+Baohua,Male
Casildo+Maldaner,Male
Liang+Bin,Male
ʻAkilisi+Pōhiva,Male
Li+Baoyu,Unknown
Nido+Pavitra,Male
Emmerich+Joseph+de+Dalberg,Male
Konrád+Burchard-Bélaváry,Male
Émile-Jules+Dubois,Male
Ali-Ashraf+Abdollah+Porihoseini,Male
Zhu+Youlin,Unknown
To’alepaiali’i+Toeolesulusulu+Salesa+III,Unknown
Cheng+Lianyuan,Male
Nouhoun+Sigue,Male
Li+Senmao,Unknown
Bani+Bhushan+Rai,Unknown
V.+D.+Satheesan,Male
J.+Henry+Stump,Male
Zhu+Zhixin+(1885–1920),Male
René-Paul+Victoria,Male
Gnaeus+Cornelius+Scipio+Hispanus,Unknown
Raneo+Abu,Male
Shahjehan+(politician),Unknown
Kristóf+Szatmáry,Male
P.+F.+Dahler,Male
Janne+Ihamuotila,Male
Challa+Venkatrami+Reddy,Male
Bounpone+Sisioulath,Male
Siyaram+Sagar,Male
Parasram+Mordiya,Male
Begum+Ishrat+Ashraf,Female
Zhao+Yong+(politician),Unknown
Bogi+Thorarensen+Melsteð,Unknown
Borisav+Jović,Male
Gebran+Araiji,Male
"Honório+Hermeto+Carneiro+Leão,+Marquis+of+Paraná",Male
Komba+Claudius+Gbamanja,Female
Ștefan+Răzvan,Unknown
Holford+Knight,Male
Govindan,Male
Óscar+R.+Benavides,Male
Túpac+Katari,Male
Sven-Roald+Nystø,Male
Seán+O'Donovan,Male
Xu+Chongde,Male
K.+O.+Mbadiwe,Male
Wan+Junaidi+Tuanku+Jaafar,Male
Mamuda+Aliyu+Shinkafi,Male
Danladi+Mohammed,Male
Yang+Chiung-ying,Female
Xie+Tiao,Male
Nguyễn+Huy+Hiệu,Unknown
Lütfi+Müfit+Özdeş,Male
Ivari+Padar,Male
Victorico+Chaves,Male
Lauri+Ihalainen,Male
Faiyaz+Koya,Male
Chen+Ji+(Chen+Shi's+son),Female
Amanatullah+Khan,Male
Éric+Besson,Male
Brunó+Ferenc+Straub,Male
Nic+Street,Male
Yang+Longyan,Unknown
Hazari+Lal+Chauhan,Male
Marqueece+Harris-Dawson,Male
Radoje+Kontić,Male
Rafizi+Ramli,Male
Anuario+Luis+Herrera+Solís,Male
Jesli+Lapus,Male
Gherman+Pântea,Male
L.+G.+Wasantha+Piyatissa,Male
D.+Basumatari,Male
Vincuk+Viačorka,Male
Awadeshwar+Prasad+Sinha,Male
Yang+Yichen+(1914–1997),Unknown
Begum+Majeeda+Wyne,Male
Jaime+Miguel+Moreno+Garavilla,Male
Benjamín+González+Roaro,Male
Li+Yiji,Unknown
C.+Kanaka+Reddy,Male
Dilnawaz+Khan,Male
Malladi+Krishna+Rao,Male
Valentín+Alsina,Male
Jan+Lubrański,Female
Janne+Haaland+Matláry,Female
Zhang+Jian+(Tang+dynasty),Unknown
Rónán+Mullen,Male
Peeter+Põld,Male
Luise+Albertz,Male
T.+K.+M.+Chinnayya,Male
Nandi+Yellaiah,Male
C.+Madhava+Reddy,Male
Gulfaraz+Khan+Khattak,Male
Wang+Zongdi,Male
Kishorbhai+Lunagariya,Male
Musheibu+Mohammed+Alfa,Male
Qiao+Xiaoyang,Male
S.+Muthukaruppan,Male
Skënder+Gjinushi,Male
Womesh+Chunder+Bonnerjee,Male
Liao+Shaohua,Male
MacDonough+Craven,Male
Noritoshi+Ishida,Male
Adrián+Villagómez+García,Male
Younoussa+Bamana,Male
Noach+Pryłucki,Male
Ștefan+Gheorghiu+(trade+unionist),Male
Germán+Zea+Hernández,Unknown
Zedi+Feruzi,Male
Ambroise-Dydime+Lépine,Male
Jules+Roche,Male
Onchanh+Phetsalath,Male
İlhan+Kesici,Male
Lembit+Öpik,Male
Vladimír+Chovan,Male
Togbi+Sri+II,Male
Mophato+Monyake,Male
D.+S.+Ramanathan,Male
Nadifo+Mohamed+Osman,Female
Barison+Claude+Andriambololona,Male
Ngô+Thị+Doãn+Thanh,Female
M.+H.+Cegu+Isadean,Male
Alpár+Gyopáros,Male
Jean-Luc+Pérat,Male
Mulatu+Teshome,Male
Jan+Schokking,Male
Madis+Kallas,Male
Song+Shenxi,Unknown
Atanazy+Miączyński,Male
Jules+Henri+Randriamaholison,Male
Richárd+Hörcsik,Male
Ola+Sundell,Male
D.+S.+Senanayake,Male
"Lamar+Lemmons,+Jr.",Male
Mumtaz+Ahmed+Khan+(politician),Male
Li+Jia+(born+1966),Male
Lu+Wenji,Female
Wang+Suyi,Male
Većeslav+Holjevac,Male
A.+Soundararajan,Male
Li+Delin,Male
Galea'i+Peni+Poumele,Male
Wei+Hongmin,Unknown
Momoh+Gulama,Female
Jan+Kwapiński,Male
Bhavsinh+Rathod,Male
Somchandbhai+Solanki,Male
Majah+Ha+Adrif,Male
Micheál+Martin,Male
Jan+Paweł+Łuszczewski,Male
Sam+Kito+III,Male
Émile+Vanfasse,Male
Gustave+Rouland,Male
Ku+Cheng-kang,Male
Jean+Noel+Destréhan,Male
Hopingstone+Lyngdoh,Male
"Victor-François,+2nd+duc+de+Broglie",Male
Miklós+Réthelyi,Male
Saâdeddine+Zmerli,Male
Lyder+Bull,Unknown
Nimmakayala+Chinarajappa,Male
Gaidis+Bērziņš,Male
Zhang+Tang,Female
Tran+Minh+Tiet,Male
Eilif+Løvrak+Holmesland,Male
Dabo+Aliyu,Male
Alush+Saraçi,Male
C.P.Singh,Male
Dirayet+Taşdemir,Female
Meuccio+Ruini,Male
Simón+Villar+Martínez,Male
Jaime+Verdín+Saldaña,Male
Zyhdi+Ohri,Male
Wei+Shuo+(Later+Tang),Unknown
René-Georges+Laurin,Male
Tereso+Medina+Ramírez,Male
"Fiennes+Cornwallis,+1st+Baron+Cornwallis",Male
Ouyang+Ziyuan,Male
"Josslyn+Hay,+22nd+Earl+of+Erroll",Male
Ilídio+Machado,Male
Zyhdi+Vlora,Male
Óscar+Félix+Ochoa,Male
Matvar+Singh+Kandari,Male
Debretsion+Gebremichael,Male
Oszkár+Seszták,Male
Şemsettin+Günaltay,Male
Wijayapala+Mendis,Male
Kesineni+Srinivas,Male
Tang+King-shing,Male
Nasim+al-Safarjalani,Male
Shaymardan+Ibragimov,Unknown
Jenő+Szinyei+Merse,Male
Valentín+Paniagua,Male
A+J+M+Nasir+Uddin,Male
Bonthu+Ram+Mohan,Male
Lonnie+J.+Roberts,Unknown
Makkena+Mallikarjuna+Rao,Male
Dónall+Ó+Conalláin,Male
U.+C.+Raman,Male
Jean+Nayrou,Male
Milomir+Minić,Male
Ren+Huan,Male
Ángel+Rozas,Male
Dominique+de+Buman,Male
Étienne+Charles+de+Loménie+de+Brienne,Male
François-Michel+Gonnot,Male
Martín+Vásquez+Villanueva,Male
Hu+Qiuyuan,Unknown
Sisowath+Youtevong,Male
Grabbitz,Male
Lü+Yin,Female
Jules+Brunard,Unknown
Shürhozelie+Liezietsu,Male
Phạm+Văn+Đồng,Male
Ipalibo+Banigo,Female
Blayney+Townley-Balfour+(Belturbet+MP),Male
S.+Gandhiselvan,Male
Wen+Guohui,Male
Élisabeth+Lamure,Female
Mukkur+N.+Subramanian,Male
Bùi+Tiến+Dũng+(politician),Male
Wang+Rong,Female
Saman+Pathak,Male
Jean-Baptiste+Azéma,Male
Yukichi+Maeda,Male
Lü+Ronghuan,Male
"Ulick+de+Burgh,+1st+Marquess+of+Clanricarde",Male
Hulü+Guang,Unknown
Miklós+Kozma,Male
Thummala+Nageshwar+Rao,Male
C.+Chittibabu,Male
Arvīds+Pelše,Male
Théobald+de+Lacrosse,Male
Médard+Albrand,Male
Erhart+Aten,Male
Zong+Yu,Unknown
Ingvald+Rastad,Male
Seán+Lemass,Male
Du+Ruhui,Male
Aníbal+Zañartu,Male
"Sir+Baynham+Throckmorton,+3rd+Baronet",Male
Sebő+Vukovics,Male
Ling+Zhengce,Male
P.+Chandrasekaran,Male
Phạm+Quỳnh,Unknown
Wirantha+Fernando,Unknown
Rimantė+Šalaševičiūtė,Female
Samuelu+Teo,Male
Tammineni+Veerabhadram,Male
Wang+Yanjun,Female
Seybah+Dagoma,Female
Luçiano+Boçi,Male
Slaheddine+Ben+Mbarek,Male
Zhu+Yongxin,Male
Érick+Silva+Santos,Male
Janardan+Waghmare,Male
Benjamín+Hernández+Silva,Male
Pat+Jarvis+(baseball),Male
Tan+Kee+Kwong,Male
Chang+Fu-hsing,Male
Yim+Tae-hee,Male
Robin+Tilbrook,Male
Hu+Zhengyue,Male
Douangchay+Phichit,Male
Mu+Tipo,Unknown
Nguyễn+Tấn+Dũng,Male
Satya+Narayan+Sinha,Male
I+Gusti+Ketut+Pudja,Male
Agys+Ramsaran+Verma,Male
Óscar+López+(politician),Male
Bazuka+Mhango,Male
Jokūbas+Minkevičius,Male
Manutchehr+Salimi,Male
Charlemagne+de+Maupas,Male
Neculai+Onțanu,Male
Wamanrao+Mahadik,Male
Lai+Heng,Female
Diderik+Bøgvad,Male
Fakir+Vaghela,Male
Aimé+Rakotondrajaona,Male
Sanbhor+Sullai,Male
Gerd+Müller+(politician),Male
Sowlat+Mortazavi,Male
Steingrímur+Steinþórsson,Male
V.+K.+C.+Mammed+Koya,Male
Ham+Tae-young,Male
Khamphat+Pheubobouda,Male
Ángel+Herrera+Oria,Male
Elías+Fernández,Male
Ravela+Venkatrao,Male
K.+Kuppan,Male
Yang+Xiaobo+(born+1963),Male
Pranciškus+Tupikas,Male
Kang+Shi'en,Unknown
Wei+Shifang,Male
C.+B.+Embry,Male
Adhu+Awiti,Male
Qian+Hongzuo,Male
Shō+Ten,Male
Konakalla+Narayanarao+Goud,Male
Sim+Tong+Him,Male
Duan+Ning,Male
Elzéar+Goulet,Male
Aguila+Saleh+Issa,Male
Yoshitami+Kameoka,Male
Eknath+Shinde,Male
Ananda+Aluthgamage,Male
Xhemal+Bushati,Male
Živko+Topalović,Male
Philémon+Yang,Male
Robert-Falcon+Ouellette,Male
Lutfur+Rahman+(politician),Male
K.M.+Azhar+Khan,Male
E.+J.+P.+Jorissen,Male
Luboš+Blaha,Male
Wäinö+Wuolijoki,Male
Bineswar+Brahma,Male
G.+Vadiveloo,Female
Yiannos+Papantoniou,Male
Slavoj+Žižek,Male
Ismat+Abasov,Male
Song+Wan+(poet),Female
C.+A.+Suriyaarachchi,Male
Taavi+Rõivas,Male
Yinka+Durosinmi,Male
Clem+S.+Clarke,Unknown
Anatol+Șalaru,Male
Ambati+Brahmanaiah,Male
Xu+Lin,Unknown
Electoral+history+of+Creigh+Deeds,Male
Nomalanga+Khumalo,Unknown
Yang+Zaisi,Female
Latsanivong+Ummarathithada,Male
Harmodio+Arias+Cerjack,Male
M.+H.+A.+Haleem,Male
Nguyễn+Sinh+Hùng,Male
Munshiram+Singh,Unknown
Moulvi+Agha+Muhammad,Male
Yōhei+Kōno,Male
Jean+Alingué+Bawoyeu,Male
Janne+Seurujärvi,Male
Khamlek+Keosomphanh,Male
Dominique+Gillot,Female
Man-kam+Lo,Male
Polikarp+Mdivani,Male
Hafëz+Jusuf+Azemi,Male
Thushara+Indunil,Male
Iván+Hernández+González,Male
Émile+Poisson,Male
Ölziin+Badrakh,Male
Kazuyasu+Shiina,Male
S.+Jeyanandamoorthy,Male
Ravula+Chandra+Sekar+Reddy,Male
Indradasa+Hettiarachchi,Male
Du+Hu,Male
Manturam+Pakhira,Male
Chen+Ping+(Han+dynasty),Male
Vonekham+Phethavong,Male
Movayyed+Hoseini+Sadr,Male
Wei+Gao,Male
Annasaheb+Magar,Male
Terry+Landry,Male
Seán+Brady+(Irish+senator),Male
Salipada+Pendatun,Male
Huang+Kuo-chang,Male
Yang+Guangmei,Female
Dupthob,Male
Lai+In-jaw,Male
Huang+Xiaoxiang,Male
Enevold+Steenblock+Høyum,Unknown
Yu+Yue,Female
M.+Y.+Ghorpade,Male
Altemir+Gregolin,Male
Wei+Heng,Male
Baleshwar+Rai,Male
"Vere+Harmsworth,+3rd+Viscount+Rothermere",Male
Wu+Zhenglong,Male
Vellapally+Natesan,Male
Jean-François+Mattei,Male
Yang+Shou,Unknown
Zigmas+Zinkevičius,Male
S.+S.+Ramanitharan,Male
Jirko+Malchárek,Male
Jacques-Alexis+Thuriot+de+la+Rosière,Male
Sam+Bokolombe,Male
K.+Balakrishnan+(CPI-M),Male
Sobaran+Singh+Yadav,Male
Mykhailo+Bilyi,Male
Myo+Zaw+Aung,Male
Zafilaza,Male
Hårek+Elvenes,Male
Jan+Hendrik+Hofmeyr+(1894–1948),Male
Dingiri+Bandara+Welagedara,Male
Mao+Wenxi,Male
Park+Won-jong,Female
Madhu+Kinnar,Male
Ivić+Pašalić,Male
Alfrēds+Rubiks,Male
Rabi-ollah+Kabiri,Male
Nae-Simion+Pleșca,Male
Alexandre-François+Vivien,Male
Seán+Treacy+(politician),Male
Jules+Cuttoli,Male
Strašo+Angelovski,Male
Chan+Yung,Female
Hasballah+M.+Saad,Male
Hallgrim+Berg,Male
Miklós+Haraszti,Male
Gustav+Christian+Gjøs,Male
Kęstutis+Glaveckas,Male
Mamtaz+Sanghamita,Female
Hemananda+Biswal,Male
Yoshifu+Arita,Male
Aécio+Neves,Male
Eden+Martinez,Female
Jan+Veleba+(politician),Male
Rutilio+Escandón,Male
Danièle+Hoffman-Rispal,Female
Bhavurao+Deshpande,Male
Séry+Bailly,Male
Morelos+Jaime+Canseco+Gómez,Male
Ponguleti+Srinivas+Reddy,Male
Jai+Bhagwan+Goyal,Male
Česlav+Okinčic,Male
Andrianirina+Marie+Bruno+Rakotoarisoa,Male
Yang+Du,Female
"Phelim+O'Neill,+2nd+Baron+Rathcavan",Male
Barthélemy+Boganda,Male
Lê+Lương+Minh,Male
Khusro+Bakhtiar,Male
Nicolaas+Smit,Male
Coşkun+Kırca,Male
Péter+Bárándy,Male
Mahindananda+Aluthgamage,Male
Magglio+Ordóñez,Male
Ingatun-Lukman+Gumuntul+Istarul,Male
Sedigh+Kamangar,Male
Ștefan+Secăreanu,Male
Mao+Zuquan,Male
K.+N.+P.+Kurup,Male
Róger+Calero,Male
Léopold+Bissol,Male
Yōichi+Masuzoe,Male
R.+Yogarajan,Male
Moseley+Baker,Male
Tarana+Halim,Female
Ramhit+Gupta,Male
Mischaël+Modrikamen,Male
M.+L.+A.+M.+Hizbullah,Male
Péter+Csizi,Male
Luís+Cabral,Male
Shraddhakar+Supakar,Male
Trivo+Inđić,Male
Zhu+Yanshou,Unknown
Jules+Guillery,Male
Meyer+Basin,Male
S.+C.+Vats,Male
T.+Radhakrishnan,Male
Dhimitër+Anagnosti,Male
M.+Shankar+Yadav,Male
Seán+Ó+Neachtain+(politician),Female
G.+M.+Siddeshwara,Male
Kumsi+Sidisow,Male
Longin+Louis+Fanantera,Male
Germán+Riesco,Male
Óttarr+Proppé,Male
Himmatsinhji+(general),Male
Malyadri+Sriram,Male
Reno+Lim,Male
Valeriu+Ghilețchi,Male
Marjan+Šetinc,Male
Yoshitake+Masuhara,Male
"Cadwallader+Blayney,+12th+Baron+Blayney",Male
Éric+Diard,Male
Fan+Ye+(historian),Male
Elżbieta+Kruk,Female
Zhang+Huaizhi,Male
Chen+Changhao,Male
Dumitru+Braghiș,Male
Teófilo+Braga,Male
Shafiqullah+Mohammadi,Unknown
Ma+Man-kei,Male
Malco+Ramírez+Martínez,Male
Man+Prasad+Khatri,Male
Jenő+Landler,Male
Dési+Bouterse,Male
Jan+Lindholm,Male
A.+P.+Udhayabhanu,Male
Nguyễn+Phú+Trọng,Male
Nguyễn+Minh+Triết,Male
Ambroise-Polycarpe+de+La+Rochefoucauld,Male
Jamie+Kleinsteuber,Male
Jaalil+Melgar+Mustafá,Unknown
Chen+Shubao,Unknown
Lamyr+Nguélé,Male
Jaime+Cárdenas+Gracia,Male
Raja+Mahendra+Aridaman+Singh,Male
Martín+Rico+Jiménez,Male
Rida+Khan,Female
Walthère+Frère-Orban,Male
Martín+García+Avilés,Male
Líber+Seregni,Male
H.+R.+Gokhale,Male
Li+Daqiu,Male
Phùng+Quang+Thanh,Male
Etsujirō+Uehara,Male
E.+C.+Parrish,Male
Kan+Fook-yee,Male
Alexis+Ndinga,Male
Chen+Chao-min,Male
Bislim+Bajgora,Male
K.C.+Ramamurthy,Male
Džemal+Bijedić,Male
Tabaré+Hackenbruch,Male
Jeyasingh+Thiyagaraj+Natterjee,Male
Jiang+Shen,Unknown
İbrahim+Kaypakkaya,Male
Munquad+Ali,Male
W+Kulabindu+Singh,Male
Étienne+de+La+Grange,Male
N.+V.+V.+S.+Prabhakar,Male
Suzuki+Kisaburō,Male
Chandrani+Bandara+Jayasinghe,Female
P.+V.+Midhun+Reddy,Male
Rosmit+Mantilla,Male
Aníbal+Vega+Borges,Male
Atunaisa+Kaloumairai,Male
Bai+Bing+(politician),Female
Prakashrao+Abitkar,Male
Ponguleti+Sudhakar+Reddy,Male
Óscar+Iván+Zuluaga,Male
Kris+Hansen,Male
Augustyn+Łukosz,Male
Jan+Huitema,Male
Hawo+Hassan+Mohamed,Unknown
M.+K.+Muthukaruppannasamy,Male
Duleep+Wijesekera,Male
K.+P.+Dhanapalan,Male
S.A.+Devshah,Male
Aloyse+Hentgen,Male
Lee+I-yang,Male
Revaz+Lordkipanidze,Male
Pasuya+Yao,Male
Dharmpal+Singh,Male
A.K.+Balan,Male
Zhang+Yanze,Unknown
Chiang+Wan-an,Male
Léopold+Hélène,Male
Jenő+Ghyczy,Male
Kanam+Rajendran,Male
T.+S.+Bajwa,Male
Zhang+Guoqing,Male
Lu+Wenjin,Male
S.+Duraiappa,Male
Wang+Jianli,Male
K.+Kunhiraman,Male
Weerakumara+Dissanayake,Male
Óscar+García+Barrón,Male
Lü+Buwei,Male
Du+Runsheng,Male
Brahmadev+Anand+Paswan,Unknown
Hyacinth+Marie+de+Lalande+de+Calan,Male
Wang+Jun+(Three+Kingdoms),Male
Bismillah+Khan+(politician),Male
Zhang+Changzong,Female
Miklós+Nagy,Male
Nareshkumar+Chunnalal+Puglia,Male
Balwinder+Singh+Bhunder,Male
Serwiński+Mieczysław,Male
Taro+Nakayama,Male
Dwijendra+Nath+Sharmah,Female
Harvindar+Kumar+Sahani,Male
Jaime+Larrazabal+Bretón,Male
Andrea+Finocchiaro+Aprile,Male
Shambhuraj+Desai,Male
Ramamirda+Thondaman,Male
Li+Renhan,Unknown
Ilarion+Ohienko,Unknown
Ardelio+Vargas,Male
Shi+Pu,Female
Luo+Qingchang,Male
Zhao+Tingyin,Male
Vijitha+Herath,Male
Haribhai+Parthibhai+Chaudhary,Male
Chen+Haosu,Male
Debojeet+Thaosen,Male
Dharmadasa+Banda,Male
Kong+Anguo,Unknown
S.+Krishnasamy,Male
Bogić+Bogićević,Male
Satyanarayan+Singh+(U.P.+politician),Unknown
Léon-Alfred+Opimbat,Male
Øivin+Skappel+Fjeldstad,Female
Yōsuke+Shinoda,Male
Antônio+Carlos+Biscaia,Male
Jan+Rys-Rozsévač,Male
Jayantilal+Bhanusali,Male
Sigbjørn+Larsen,Male
Òscar+Ribas+Reig,Male
Jean-Claude+Ibovi,Male
Mudaffar+Sjah,Male
Ichirō+Ozawa,Male
Li+Jingquan,Male
António+Alberto+Neto,Male
Momčilo+Krajišnik,Male
Filemón+Navarro,Male
Zhang+Ce,Male
Hanu+Dhorajiya,Unknown
Zhang+Xi+(PRC+politician),Male
Ri+Kun-mo,Female
Kingunge+Ngombale–Mwiru,Male
Xu+Gang+(politician),Male
N.+Soundarapandian,Unknown
Jambyn+Lkhümbe,Male
Landelino+Lavilla+Alsina,Male
Chaganla+Narendranath,Male
Jean-Pierre+Chevènement,Male
Alaa+Batayneh,Male
P.+Krishna+Pillai,Male
R.+Senthil,Male
Arouna+N'Joya,Male
B.+D.+Devassy,Female
Silan+Kadirgamar,Male
Chu+Fu-sung,Male
Syvert+Omundsen+Eeg,Male
Epitácio+Pessoa,Male
Lénárd+Borbély,Male
Shankarrao+Deo,Male
Ramazon+Rahimov,Male
Devon+Mathis,Male
Jean-Baudouin+Mayo+Mambeke,Male
Kang+Chang-hee,Female
Kisaburō+Andō,Male
Abdüllatif+Şener,Male
Martín+de+Álzaga,Male
Vencel+Házi,Male
Raja+Muhammed+Sarfraz+Khan,Male
Keshavrao+Sonawane,Male
Edmunds+Sprūdžs,Male
Lucídio+Portela+Nunes,Male
Vladimír+Buřt,Male
Garibaldi+Alves+Filho,Male
Ong+Kian+Ming,Male
Magomedemin+Gadzhiev,Male
Ndiritu+Muriithi,Male
Luo+Shugang,Male
Zhanar+Aitzhanova,Female
Tian+Wenlie,Male
Hu+Weiyong,Male
Matías+Funes,Male
Bartholomäus+Kalb,Male
P.+C.+Imbulana,Male
Blairo+Maggi,Male
Rokuzaemon+Yoshida,Unknown
Thakin+Mya,Male
Remi+Babalola,Male
Wang+Zongji,Male
Imoru+Egala,Male
Gnassingbé+Eyadéma,Male
Manahirana+Leriva,Unknown
Gerhart+von+Schulze-Gävernitz,Male
N.+Surendran,Male
Yangmaso+Shaiza,Male
TG+Guingona,Male
Waris+Pathan,Male
Zhang+Yanlang,Male
Anatol+Țăranu,Male
Artūrs+Rubiks,Male
Parasnath+Yadava,Male
Soeprapto+(governor),Unknown
Li+Kui+(chancellor),Unknown
Zhao+Shoushan,Unknown
Péter+Zwack,Male
A+V+Swamy,Male
Chadalawada+Krishnamurthy,Male
Chen+Yizhong,Male
Yu+Hung-Chun,Male
N.+Peethambarakurup,Male
Ji+Chaoding,Male
Charlie+Rodríguez,Male
Francišak+Kušal,Unknown
Eystein+Bærug,Unknown
Hryhoriy+Pedchenko,Male
Subi,Unknown
L.+A.+Fabunmi,Male
Allahverdi+Dehghani,Male
Vedram+Bhati,Male
Rabinarayan+Mohapatra,Male
Lai+Ji,Female
Tang+Xiujing,Female
Geum+Min,Male
Greville+Howard+(St+Ives+MP),Male
Karl-Günther+von+Hase,Male
Kabibulla+Dzhakupov,Male
Hyacinthe+Gaëtan+de+Lannion,Unknown
Chien+Tung-ming,Male
M.+Rethinasamy,Male
Medardas+Čobotas,Male
Aloisio+Emor+Ojetuk,Male
Máté+Kocsis,Male
Håkan+Larsson+(politician),Male
R.+Thamizhselvan,Male
Selâhattin+Köseoğlu,Male
Kaymakam+Kemal+Bey,Male
Wang+Yanzheng,Female
Jan+Król,Male
Ling+Yun+(politician),Male
Māris+Kučinskis,Male
Chhatrapal+Singh+Lodha,Male
Jaime+Cervantes+Rivera,Male
Gonzálo+Guízar,Male
Émile+Hugues,Male
Teofik+Bekteshi,Male
"Adair+Turner,+Baron+Turner+of+Ecchinswell",Male
Mogtari+Sahanun,Female
Butz+Aquino,Male
Vladimír+Dlouhý+(politician),Male
Jambyn+Batmönkh,Male
Louisy+Mathieu,Male
Song+Zhiwen,Unknown
Nicolás+Camára+Vales,Male
"W.+S.+Stuckey,+Jr.",Male
Vixaykone+Vannachomchanh,Male
Siddappa+Kambli,Male
Fidson+Mananjara,Male
Geordin+Hill-Lewis,Male
Shaheen+Shafiq,Unknown
Gahoun+Georges+Hégbor,Male
Yevhen+Holitsynsky,Male
Jean+Victor+Zakandrainy,Male
Martín+Zepeda+Hernández,Male
Amrin+Amin,Male
Sølver+Hansen+Laane,Male
Ephraïm+Inoni,Male
Cheung+Wing-in,Male
Duan+Gui,Male
B.+Mohan+Reddy,Male
Chandradip+Narke,Male
Li+Chongjin,Unknown
Seán+Kelly+(Irish+politician),Male
Ged+Nash,Male
N.+Gopala+Menon,Male
Jean-François+Varlet,Male
Cui+Riyong,Unknown
Alarico+Fernandes,Male
Hoàng+Văn+Hoan,Male
C.+Krishnan+(MDMK+politician),Male
Muthiam+Reddy,Male
C.+A.+Dharmapala,Male
Árpád+Henney,Male
Cassim+Faizal,Male
Mykhaylo+Svystovych,Male
Tao+Zhiyue,Male
Jaime+Hernández+González,Male
Wang+Ju-hsuan,Female
Yu+Weiguo,Male
Jan+Mans,Male
Gunn-Vivian+Eide,Female
Pan+Kang,Male
Aníbal+Rodríguez,Male
H.+Selby+Msimang,Unknown
He+Quanhao,Unknown
Dadaji+Bhuse,Male
Lugman+Ismail+Ali,Male
Li+Baiyao,Male
Shi+Xiancheng,Male
Lê+Khả+Phiêu,Male
"Alphonzo+E.+Bell,+Jr.",Male
Liu+Cigui,Male
Hippolyte+François+Jaubert,Male
Gerben-Jan+Gerbrandy,Male
Ekanath+K.+Thakur,Male
Émile+Blessig,Male
Micheál+Ó+Móráin,Male
Ma+Dunjing+(1910–2003),Male
Zhao+Chou,Male
Chang+Fan,Male
Zhang+Jingfu,Male
Devidas+Anandrao+Pingale,Male
Giáp+Văn+Cương,Male
Kadambur+Raju,Male
Renán+Rodríguez,Male
Liu+Yan+(Han+dynasty+warlord),Unknown
Terry+Babcock-Lumish,Female
Ángel+Paulino+Canul,Male
Aurel+Saulea,Male
K.+S.+R.+Murthy,Male
Amrik+Singh+Dhillon,Male
Jan+Šrámek,Male
Martín+Sabbatella,Male
Marzouq+AlـHubaini+Al-Azmi,Male
Chinnathambi,Male
Karma+Rangdol,Male
Derk+Gerard+Willem+Spitzen,Male
Jam+Kamal+Khan,Male
Minendra+Rijal,Male
Li+Kuangwei,Unknown
Shamasunnisa,Male
J.+Jayavardhan,Male
Dobroslav+Jevđević,Male
Walery+Antoni+Wróblewski,Male
Wang+Yuankui,Female
Satya+Prakash+Malaviya,Female
Gustave+Boël,Male
M.+Chandrakasi,Male
Nihalchand,Male
Wang+Xingyu,Female
Lyon+Blease,Male
Péter+Veres+(politician),Male
Amirullah+Marwat,Male
Jóvito+Villalba,Male
Huo+Yanwei,Male
Hérard+Dumesle,Male
Émile+Broussais,Male
Steere+Noda,Male
Jean-Louis+Roumégas,Male
Lu+Lingxuan,Female
Vaiben+Louis+Solomon,Male
Clímaco+Calderón,Male
Guttorm+Fløistad+(politician),Male
Sakata+Tōjūrō+IV,Unknown
C.+M.+Chang,Male
Taizō+Mikazuki,Male
Nicolás+Bellizia+Aboaf,Male
Jean+Hendriks,Male
Kâzım+Karabekir,Male
M.+S.+Kumar,Male
Struve+family,Male
Tanomogi+Keikichi,Male
Émile+Colling,Male
Xanana+Gusmão,Male
Óscar+Bautista+Villegas,Male
"Abdalá+Bucaram,+Jr.",Male
Noé+Barrueta,Male
Pan+Yiyang,Male
Jean+Adrien+Vanovason,Male
Tuve+Skånberg,Male
Chen+Baihuai,Male
Sekula+Drljević,Male
Luís+Marques+Guedes,Male
Yang+Wo,Female
D.+Venugopal,Male
K.+Asungba+Sangtam,Male
Abdülmelik+Fırat,Male
Tesam+Pongte,Male
Ni+Zhifu,Male
Vidura+Wickremanayake,Male
Petro+Udovychenko,Male
R.+Swaminatha+Merkondar,Male
Gyani+Ram,Male
Voldemārs+Ozols,Male
G.+K.+Mani,Male
António+Luís+Gomes,Male
Darur+Pullaiah,Male
Agripino+Cawich,Male
Samansiri+Herath,Male
Li+Gui,Female
Moriyuki+Kato,Male
Kiyoto+Tsuji,Male
Tōru+Hashimoto,Male
Gōtarō+Ogawa,Male
Lu+Yanhong,Unknown
Yang+Fuguang,Female
Emilino+Qirngnuq,Male
Varaprasad+Rao+Velagapalli,Male
Chen+Rong+(painter),Unknown
