name_u,views
Roy_R._Theriot,1548.0
Royal_Alexander,1696.0
Rudy_Fernandez_(actor),58294.0
Russell_Paulley,1625.0
Sadeque_Hossain_Khoka,2744.0
Sai_Mauk_Kham,8898.0
Sajith_Premadasa,10991.0
Salvador_Minguijón_Adrián,2175.0
Sam_Hinds,13198.0
Sameh_Fahmi,1983.0
Samuel_Brannan,50970.0
Samuel_Hayes_(settler),875.0
Sandy_Berger,93050.0
Sarah_Brown_(politician),8204.0
Sarvesh_Singh_Seepu,960.0
Savumiamoorthy_Thondaman,4241.0
Sharad_Pawar,337095.0
Shaukat_Ali_Yousafzai,5289.0
Shaziman_Abu_Mansor,4491.0
Shmuel_Avital,905.0
Shyama_Charan_Gupta,12332.0
Siddhartha_Shankar_Ray,27655.0
Siiri_Oviir,2032.0
Silver_Meikar,2824.0
Sitaram_Yadav,1652.0
Souren_Bose,945.0
Stan_Aronoff,3341.0
Stephen_Lewis,48254.0
Steve_Driehaus,8741.0
Steve_Levy_(politician),8286.0
Sture_Arntzen,604.0
Sudhanshu_Mittal,7693.0
Sue_Lines,4149.0
Sultan_Majid_Afandiyev,3300.0
Syahrir,3191.0
Tanja_Fajon,5480.0
Tatsuo_Hirano,1278.0
Tawfik_Abu_al-Huda,3473.0
Ted_Dexter,25237.0
Teimumu_Kepa,6949.0
Tempa_Tsering,1212.0
Thaddeus_Betts_(physician),721.0
Thoma_Orollogaj,1575.0
Thomas_Addis_Emmet,8687.0
Thomas_Beecher,1300.0
Thomas_Brisbane,22826.0
Thomas_H._D._Mahoney,1251.0
Thomas_Master_(died_1749),536.0
Thomas_Nuthall,763.0
Thomas_Perronet_Thompson,2820.0
Thruston_Ballard_Morton,17057.0
Tian_Chengping,1837.0
Tim_Reid_(politician),1503.0
Tjerk_Westerterp,1305.0
Tom_Spencer_(politician),9619.0
Tony_Blinken,88208.0
Trey_Martinez_Fischer,5952.0
Truman_Handy_Newberry,8487.0
Tsai_Tingkan,821.0
Tsering_Dhondup,1788.0
Tunahan_Kuzu,16474.0
Uria_Simango,7529.0
Valentyn_Sadovsky,542.0
Vasily_Yakemenko,3997.0
Vi_Simpson,9145.0
Vikramabahu_Karunaratne,2915.0
Vishwajit_Pratapsingh_Rane,2663.0
Vitaly_Mutko,23045.0
Vivian_Simpson,1105.0
W._Carlton_Weddington,2452.0
Waldemar_Kraft,2727.0
Walt_Crowley,4054.0
Walter_Clarke_Buchanan,1227.0
Walter_Kieber,1691.0
Wang_Tuoh,7810.0
Werner_Klumpp,1155.0
Werner_Schuster_(politician),1476.0
Widad_Akrawi,11323.0
William_Henry_Harrison,1534422.0
William_M._Olin,1032.0
William_Martin_Murphy,8128.0
William_S._Richardson,4298.0
William_Wells_(British_politician),1415.0
William_Wickenden,2568.0
Wing_Luke,5823.0
Wolfgang_Kapp,24141.0
Wu_Guangxin,1302.0
Xavier_Becerra,171363.0
Xi_Qia,6010.0
Xia_Yan,2646.0
Yakov_Sverdlov,66076.0
Yang_Jingyu,3395.0
Yang_Xiong_(politician),12983.0
Yaqub_Eyyubov,78622.0
Yehiel_Bar,4790.0
Ygnacio_Sepulveda,1082.0
Yolly_Roberson,2891.0
Yuriy_Kravchenko,5792.0
Yuriy_Shcherbak,1590.0
Yusuf_Ahmed_Hagar_Dabageed,1263.0
Álfheiður_Ingadóttir,1713.0
Ásta_Ragnheiður_Jóhannesdóttir,2875.0
Åsa_Torstensson,1535.0
Čestmír_Císař,1248.0
A._Chinnasami,573.0
Abbas_Amir-Entezam,4662.0
Abd-Rabbo_al-Barassi,1101.0
Abdul'ahat_Abdulrixit,3904.0
Abdul_Ali_Mazari,22220.0
Abdul_Basir_Salangi,2827.0
Abdul_Majeed_al-Zindani,21537.0
Abdul_Samad_Khaksar,1357.0
Abdullah_ibn_Husayn_al-Ahmar,7353.0
Abdulrahim_Abby_Farah,2023.0
Achille_Van_Acker,5707.0
Adam_Hasner,4103.0
Adelheid_Popp,2761.0
Adolf_Lu_Hitler_Marak,14030.0
Adrian_Earnshaw,1378.0
Adrian_Schrinner,2176.0
Adriana_Dávila_Fernández,2014.0
Agnes_Akiror,1823.0
Ahmed_Ben_Bella,62399.0
Akshay_Pratap_Singh,7155.0
Albert_Maori_Kiki,2434.0
Alberto_Coutinho,1960.0
Alberto_Giorgetti,811.0
Aleksander_Prystor,4386.0
Alessandro_Bianchi_(politician),2088.0
Alexander_Kerensky,230782.0
Alexander_de_Savornin_Lohman,2175.0
Alexandru_Vaida-Voevod,6295.0
Alexis_Argüello,92776.0
Alfred_Henningsen,1163.0
Ali_S._Hasanov,1844.0
Alice_Hanson,1015.0
Amador_Bueno,2120.0
Andrei_Vladimirovich_Bogdanov,5138.0
Andrew_Turay,1406.0
Andris_Ameriks,1234.0
Angus_King,204493.0
Anke_Fuchs,1701.0
Anna_Arnold_Hedgeman,6607.0
Antoine_Duquesne,1503.0
Anton_Chaitkin,4870.0
Anton_Drexler,184847.0
Antun_Vrdoljak,9775.0
Arnold_Brecht,1980.0
Arthur_Clarey,841.0
Arthur_Morgan_(Irish_politician),5151.0
Atta_Muhammad_Marri,1199.0
Augustin_Moussavou_King,1573.0
Avaz_Alakbarov,2144.0
Avraham_Drori,1312.0
B._Gajatheepan,789.0
Badrul_Hisham_Shaharin,3040.0
Bagrat_Shinkuba,2816.0
Baldur_von_Schirach,135494.0
Barbara_McDougall,5702.0
Barbara_Roche,10485.0
Barend_du_Plessis,6234.0
Ben_Adamowski,2340.0
Benazir_Bhutto,855957.0
Bent_Holtsmark,677.0
Bert_de_Vries,2301.0
Bharatha_Lakshman_Premachandra,6441.0
Bill_Delahunt,19117.0
Bill_John_Baker,31181.0
Bill_Shorten,322573.0
Bishweshwar_Prasad_Koirala,40045.0
Bob_Nicholas,2429.0
Bola_Ige,19090.0
Brahmanand_Mandal,2752.0
Brajesh_Singh,29261.0
Busso_Peus,967.0
Cameron_Brewer,2646.0
Carl_Henry_(politician),875.0
Carlos_Ibarguren,2073.0
Carlos_Roberto_Reina,7149.0
Carlos_Ruckauf,4141.0
Chan_Chun_Sing,69309.0
Charles_Allen_(Massachusetts_politician),4773.0
Charles_Jones_(Victorian_politician),637.0
Charles_Kerruish,2329.0
Charlie_Crow,1963.0
Charlie_McCreevy,14011.0
Chen_Chi-mai,3164.0
Chen_Duxiu,43032.0
Cheng_Jei-cheng,1171.0
Chiang_Hsiao-wu,8899.0
Choi_Jong-won,8207.0
Chris_Hazel,3063.0
Chris_Holden,10751.0
Christine_Quinn,79294.0
Clarence_Hale,1549.0
Claude_Allen,7961.0
Collier_Cudmore,1620.0
Connie_Mack_IV,58612.0
Conor_O'Kelly,747.0
Conrad_L._Raiford,1473.0
Crispin_Blunt,204874.0
Cynthia_Davis,6514.0
Damishi_Sango,2026.0
Dan_Meridor,7287.0
Daniel_Sickles,80872.0
Daniela_Dahn,2665.0
Daniyal_Aziz,54210.0
Dany_Chamoun,20425.0
David_Anderson_(Australian_politician),977.0
David_Goodman_(politician),2110.0
David_P._Berenberg,1194.0
Dean_Alfange,7546.0
Dean_T._Prosser,1151.0
Delia_Pinchetti_de_Sierra_Morales,852.0
Denis_Cregan,2319.0
Dennis_Hastert,760348.0
Dimitrios_Votsis,1118.0
Dita_Indah_Sari,8571.0
Dominique_Baudis,4230.0
Donald_Grant,2360.0
Dumitru_Diacov,2108.0
Ecaterina_Andronescu,5297.0
Ed_Fast,11908.0
Edna_Elias,3195.0
Eduardo_Santos,7850.0
Edward_Brooke,102685.0
Edward_P._Costigan,4517.0
Edwin_Scrymgeour,5552.0
Elizabeth_Brater,1607.0
Elizabeth_Taylor,3570516.0
Ellen_Craswell,2722.0
Ellen_Young,5606.0
Emanuel_Moravec,6362.0
Emanuele_Fiano,2182.0
Emiliano_Zapata,390016.0
Emmerson_Mnangagwa,49718.0
Eri_Jabotinsky,3594.0
Ernest_Spero,893.0
Ernst_Toller,42388.0
Esperanza_Aguirre,17780.0
Esther_Golar,1976.0
Etibar_Mammadov,2452.0
Ettore_Muti,5665.0
Eugen_von_Knilling,6274.0
Eugenio_Elorduy_Walther,2729.0
Fabio_Gava,1040.0
Fatmir_Sejdiu,82574.0
Ferdinand_Mercado,2245.0
Ferenc_Rajniss,2619.0
Fernando_Abril_Martorell,4217.0
Fernando_Tambroni,5503.0
Ferruccio_Parri,14491.0
Francis_Mer,4291.0
Francisco_Ada,2100.0
Frank_G._Allen,5619.0
Frank_Ongley_Darvall,1434.0
Franklin_Foil,2367.0
Frans_Andriessen,3271.0
Franz_Jetzinger,3329.0
Franz_Jonas,20781.0
Franz_von_Papen,235726.0
Frederick_S._Coolidge,3686.0
Fridtjof_Frank_Gundersen,1235.0
G._Luz_A._James,694.0
G._N._Ratanpuri,1596.0
Gabriel_Entcha-Ebia,856.0
Gabriele_Albertini,3164.0
Gaffar_Ahmed,1027.0
Gaspar_Llamazares,3802.0
Gayatri_Devi,223530.0
Geert_Wilders,447700.0
Geke_Faber,1972.0
Gene_Snyder,10759.0
Georg_Leibbrandt,21841.0
George_Barker_(Virginia_politician),4775.0
George_K._Shiel,1267.0
George_Newhouse,4463.0
George_Wylde,788.0
Georgy_Shakhnazarov,2374.0
Ghulam_Ahmad_Bilour,6741.0
Gil_Cedillo,12932.0
Gilberto_Gil,82453.0
Gordon_Campbell_(Royal_Navy_officer),3823.0
Grace_Grace,10237.0
Graeme_Campbell_(politician),4907.0
Greg_Forristall,1631.0
Greg_Harris_(Ohio_politician),891.0
Gu_Zhongchen,674.0
Guled_Casowe,1431.0
Gwyn_Shea,2883.0
Gyula_Wlassics,2017.0
Hafez_Makhlouf,20001.0
Hamid_Saeed_Kazmi,16034.0
Hamilton_Green,4373.0
Hannes_Hafstein,7129.0
Harry_L._Gordon,3789.0
Harry_V._Gates,998.0
Harvey_Samuel_Irwin,1144.0
Hassan_Rahimpour_Azghadi,3295.0
Hatip_Dicle,2703.0
Hazel_Erby,1032.0
Heinz_Nittel,1964.0
Helvi_Sipilä,1900.0
Hem_Barua,6010.0
Henny_Eman,5409.0
Henri_Laudier,542.0
Henry_Seidu_Daanaa,2769.0
Herbert_Macaulay,46581.0
Hillevi_Engström,2129.0
Horace_Plunkett,10327.0
Horacij_Carminelli,744.0
Howard_Jarvis,18683.0
Howling_Laud_Hope,31679.0
Huang_Xing,25749.0
Ignacio_Urrutia_Manzano,1426.0
Ignatius_K._Musaazi,2444.0
Igor_Ivanov,19018.0
Ilkka_Suominen,1954.0
Ilyas_Hussain_Ibrahim,1830.0
Inayatullah_Khan_Mashriqi,16850.0
Ingjald_Nordstad,1185.0
Inmaculada_Bañuls,809.0
Ion_Hamilton_Benn,1333.0
Ira_K._Wells,904.0
Ira_Ruskin,1887.0
Isaac_R._Moores,927.0
Isabel_Rosado,3640.0
Ismail_al-Azhari,15354.0
Italo_Bocchino,1779.0
Jaime_Hurtado,3047.0
James_Clarke_(Iowa_politician),1974.0
James_H._Young,1768.0
James_Lunney,3177.0
James_Sinclair_(politician),58079.0
James_White_(Texas_politician),4819.0
Janeshwar_Mishra,15820.0
Janneke_Louisa,2716.0
Jarvis_Tyner,10980.0
Jean_Gol,2856.0
Jean_Roatta,697.0
Jerry_Fowler,4718.0
Jhala_Nath_Khanal,10309.0
Jim_Ferlo,3790.0
Jim_Oberweis,20632.0
Jim_Shannon,8523.0
Jirgalang,4734.0
Johannes_Hoffmann,4732.0
John_Burns,15637.0
John_Jay_O'Connor,32119.0
John_Murtha,49473.0
John_Parsons_Cook,2038.0
John_Thomas_Foster,4957.0
John_Townsend_(mayor),1016.0
Johnny_DuPree,8719.0
Jonathan_Belcher,11306.0
Jonathan_Tasini,22336.0
Joost_Hoffscholte,893.0
Jordi_Hereu_i_Boher,1796.0
Jorge_Herrera_Delgado,1432.0
Jorge_Prat,1213.0
Joseph_Fontanet,1733.0
Joseph_Msika,7731.0
Joseph_Santiago,1831.0
Josiah_Begole,4212.0
Josiah_Thomas,2807.0
Josip_Torbar_(politician),785.0
José_Luis_Albareda_y_Sezde,947.0
Joyce_Dickerson,6052.0
Ju_Kyu-chang,1568.0
Judith_Hart,8253.0
Julia_Boseman,3140.0
Justin_Malewezi,2633.0
K._T._K._Thangamani,1342.0
Kang_Keqing,5086.0
Karl-August_Fagerholm,4831.0
Kelly_O'Dwyer,32924.0
Kim_Moon-soo_(politician),3509.0
Kinfe_Gebremedhin,3731.0
Kingsley_Rasanayagam,1371.0
Kirsten_Oswald,7682.0
Konstantin_Bozveliev,811.0
Kunal_Ghosh,6215.0
Kurt_Steyrer,1147.0
Lani_Cayetano,27310.0
Larry_Baldock,2215.0
Larry_Smith_(Canadian_politician),11099.0
Lars_Gabriel_von_Haartman,871.0
Lars_Vegard,1465.0
Laura_Allende,3549.0
Laura_Miller,22906.0
Lee_Fletcher,2132.0
Lee_Tien-yu,1377.0
Leena_Rauhala,703.0
Leo_Landreville,1504.0
Leyla_Yunus,5299.0
Li_Xuefeng,2937.0
Lidia_Gueiler_Tejada,9762.0
Lore_Agnes,1230.0
Lorenz_Caffier,2980.0
Lori_Lipman_Brown,3074.0
Louis-Alexandre_Berthier,32256.0
Luigi_Cadorna,43934.0
Lynda_Lovejoy,2296.0
M._I._Shanavas,4893.0
Magomed_Omarov_(politician),1466.0
Magomedali_Magomedov,3223.0
Malcolm_MacDonald,20457.0
Mamadou_Sylla,3566.0
Manfred_George,1814.0
Manny_Diaz_(California_politician),1881.0
Manuel_Franco,3651.0
Manuel_Velasco_Coello,62290.0
Marc_Perrin_de_Brichambaut,5769.0
Margaret_Scrivener,1531.0
Margaret_Spellings,54895.0
Marguerite_Story,1141.0
Maria_Contreras-Sweet,42488.0
Marino_Keulen,1194.0
Marjorie_Clapprood,3080.0
Martha_Jiménez_Oropeza,1006.0
Martin_Morgan,2929.0
Mary_A._Gillen,900.0
Mary_McCarty,4730.0
Masajuro_Shiokawa,2433.0
Matthew_Parris,78101.0
Mauricio_Rojas,3137.0
Mehdi_Hashemi,12368.0
Meili_Faille,1766.0
Meir_Ya'ari,2212.0
Menachem_Porush,2884.0
Mian_Amer_Mahmood,20027.0
Michael_Cashman,60541.0
Michael_Jeyakumar_Devaraj,5888.0
Michael_McGimpsey,4976.0
Michalis_Papakonstantinou,2752.0
Michel_Étiévent,1407.0
Michelle_Park_Steel,8718.0
Mike_Blouin,3138.0
Mike_Easley,44322.0
Mikhail_Mokretsov,886.0
Mikhail_Tskhakaya,4912.0
Mitzie_Hunter,16692.0
Mohammad_Hashemi_Rafsanjani,4226.0
Mohammed_Daoud_Khan,97700.0
Mohammed_Sharif_Malekzadeh,2661.0
Mohammed_al-Dayni,1235.0
Mohammed_bin_Zayed_Al_Nahyan,227555.0
Monica_Iacob_Ridzi,2587.0
Mordechai_Gur,14814.0
Mwai_Kibaki,128904.0
Myrtis_Methvin,1558.0
Naomi_Nhiwatiwa,972.0
Nathan_Webb_(Massachusetts_legislator),749.0
Nathaniel_Gorham,27932.0
Neal_McCaleb,2597.0
Neelam_Sanjiva_Reddy,153624.0
Nello_Rosselli,2544.0
Ng_Yen_Yen,8657.0
Nick_Bolkus,4210.0
Nii_Armah_Ashitey,1894.0
Nikki_Sinclaire,42523.0
Niko_Nikoladze,2676.0
Nikol_Pashinyan,4258.0
Nikolai_Patolichev,2795.0
Nikolay_Mikhailovich_Volkov,1146.0
Nuevas_Montes,1032.0
Obaidul_Quader,16267.0
Orna_Angel,1557.0
Oscar_Stanton_De_Priest,15046.0
Pablo_Guerrero_Martinez,1240.0
Paloli_Mohammed_Kutty,5330.0
Pan_Hannian,2610.0
Panabaka_Lakshmi,4566.0
Partha_Chatterjee_(politician),24506.0
Patrick_Harvie,46451.0
Patrick_Janssens,3480.0
Patrick_Moylett,1900.0
Paul_Marchandeau,3172.0
Paul_Tiensten,1152.0
Pavlos_Karolidis,3847.0
Pedro_Abad_Santos,5263.0
Pedro_Domingo_Murillo,4066.0
Pedro_Fages,12248.0
Peggy_Sattler,2811.0
Per_Borten,6390.0
Peter_W._Strader,2034.0
Philip_Sharp_(politician),13226.0
Philipp_Jenninger,6175.0
Philipp_Wilhelm_Jung,1548.0
Philippe_Moureaux,8133.0
Pierre_Jean_Louis_Ovide_Doublet,1299.0
Pierre_Mazeaud,4495.0
Pina_Picierno,1816.0
Prakash_Chandra_Sethi,7956.0
Pratap_Narayanrao_Sonawane,1540.0
Pravin_Gordhan,93361.0
Preston_Manning,34398.0
Probodh_Purkait,1321.0
Rabri_Devi,51960.0
Rafael_Hui,8823.0
Rajendra_Kumar_Badi,1360.0
Ralf_Brauksiepe,1845.0
Rex_Jackson,4130.0
Ricardo_Lumengo,2630.0
Ricardo_Martinelli,29746.0
Ricardo_Samper,2872.0
Robert_Barbour_(Victorian_politician),978.0
Robert_Brownlee_Currey,1359.0
Robert_C._Baldwin,1165.0
Robert_D._Carey,3134.0
Robert_Farnan_(physician),1012.0
Robert_Gee,3346.0
Robert_James_Mitchell,668.0
Robert_Pittenger,47024.0
Robert_Throckmorton,5046.0
Robin_Kelly,32962.0
Roland_van_Vliet,3212.0
Ronald_Walker_(UK_politician),943.0
Rosario_Sánchez_Mora,1573.0
Rose_McConnell_Long,25972.0
Rosy_Senanayake,19014.0
Roy_Cohn,507790.0
Roy_Nikisch,1196.0
Rudolf_Margolius,6177.0
Rudy_Demotte,5204.0
Rudy_Narayan,1912.0
Rustie_Lee,53364.0
S._R._Munusamy,519.0
Sabine_Verheyen,1663.0
Sadiq_Abdulkarim_Abdulrahman,953.0
Safarali_Kenjayev,4790.0
Sam_Kutesa,16503.0
Samuel_Fenton_Cary,5335.0
Samuel_Kamakau,6139.0
Sanjeev_Naik,7156.0
Sara_Ruiz_Chávez,1355.0
Sean_Eldridge,137060.0
Seiichi_Tagawa,969.0
Sergio_Mattarella,179133.0
Sharif_Sheikh_Ahmed,26983.0
Shaun_Bailey,11744.0
Sithembiso_Nyoni,2270.0
Sonam_Topgyal,6095.0
Soth_Phetrasy,891.0
Sridhar_Babu,10200.0
Stef_Wertheimer,14917.0
Steffen_Seibert,8199.0
Stepan_Vytvytskyi,3384.0
Stephen_K._Yamashiro,2012.0
Sun_Fo,20854.0
Sylvie_Guillaume,4171.0
T._S._Avinashilingam_Chettiar,4781.0
Tanya_Plibersek,86733.0
Tapa_Tchermoeff,4328.0
Theo_Zurenuoc,2901.0
Theodore_Levin,3279.0
Thomas_Ley,8675.0
Thomas_M._Stanley,2387.0
Thomas_Marshall_Howe,1911.0
Thomas_Quinn_(MP),1027.0
Thomas_Tierney,1310.0
Thomas_W._Palmer,4576.0
Tibor_Navracsics,10780.0
Tim_Ashe,5258.0
Tim_Stevenson,5424.0
Timothy_C._Day,2468.0
Timothy_Davies_(politician),1262.0
Tom_Dart,13572.0
Tom_Nolan,3332.0
Tom_O'Reilly_(Fermanagh_politician),1009.0
Tommaso_Tittoni,6374.0
Tony_Payton,2128.0
Tudor_Gunasekara,1558.0
Ung_Huot,7314.0
V._S._Chandralekha,46181.0
Vano_Merabishvili,8584.0
Varkala_Radhakrishnan,2285.0
Vasant_Davkhare,6571.0
Veselin_Metodiev,1172.0
Victor_Goldbloom,7383.0
Vir_Bahadur_Singh,16295.0
Virginia_deGravelles,3287.0
Vladimir_Voronin,20240.0
Vlastimil_Tusar,2016.0
W._P._A._Soundarapandian_Nadar,3707.0
Wadud_Bhuiyan,1492.0
Walter_O._Bigby,1767.0
Walter_Santoro,597.0
Wang_Anshi,22487.0
Wang_Chen_(politician),3908.0
Wang_Taihua,1081.0
Willem_Lodewijk_de_Vos_van_Steenwijk,855.0
William_Dudley_Ward,9402.0
William_M._Bulger,873705.0
William_Shiels,2209.0
William_X._O'Brien,3857.0
Wu_Chaoshu,2152.0
Ya'akov_Katz_(politician_born_1906),756.0
Yannis_Papathanasiou,2848.0
Yevgeny_Savchenko,1689.0
Yim_Chhaily,2052.0
Yu-Foo_Yee_Shoon,4322.0
Yvonne_Atwell,2240.0
Zhao_Erfeng,4915.0
A._A._Rahim,2294.0
Abass_Bundu,3436.0
Abdelhakim_Belhadj,17025.0
Abdirahman_Mohamed_Abdullahi,8852.0
Abdul_Majeed_Khwaja,3857.0
Abdul_Rahim_Wardak,12082.0
Abdullahi_Ahmed_Jama,2379.0
Abu_Sadat_Mohammad_Sayem,10604.0
Adolfo_Ruiz_Cortines,27176.0
Adrian_Ramsay,3529.0
Ahmed_Najib_Chebbi,1786.0
Aida_Hadzialic,35743.0
Ako_Abdul-Samad,6804.0
Alain_Vivien,1802.0
Albert_Châtelet,1838.0
Albert_P._Langtry,1088.0
Alberto_Martins,1142.0
Alec_Douglas-Home,277939.0
Alec_Shelbrooke,11623.0
Alejandro_Atchugarry,1014.0
Alexander_Cornell_du_Houx,2140.0
Alexander_G._Barry,2466.0
Alexander_Gurov_(politician),3750.0
Alexander_Van_der_Bellen,414855.0
Alexandros_Zaimis,8429.0
Alfredo_Bengzon,2533.0
Alicja_Olechowska,689.0
Alison_Redford,36779.0
Allen_Bares,2242.0
Allen_G._Campbell,1319.0
Alveda_King,83024.0
Anahita_Ratebzad,9101.0
Andrew_M._Maynard,3186.0
Andrew_Martin_(politician),2852.0
André_Tardieu,11665.0
Andrée_Champagne,4698.0
Angidi_Chettiar,5721.0
Anita_Bonds,11501.0
Ann_Marie_Buerkle,10080.0
Anna_Burke,20525.0
Annamaria_Cancellieri,2032.0
Anneliese_Dørum,931.0
Anton_Podobnik,803.0
Antonio_Angelucci,1660.0
Antonio_Varas,2947.0
Antti_Hackzell,2429.0
Anyim_Pius_Anyim,6792.0
Apas_Jumagulov,1914.0
Archil_Khabadze,2592.0
Arkadi_Maslow,1847.0
Armen_Martirosyan_(Heritage),1578.0
Art_Martinez_de_Vara,2774.0
Arvin_Boolell,3228.0
Aryadan_Muhammed,7675.0
Aziz_Aliyev,4562.0
Ba_Win,4380.0
Bakari_Sellers,242322.0
Balingiin_Tserendorj,4261.0
Barrister_Baachaa,740.0
Ben_Rubin_(legislator),967.0
Berhane_Abrehe,1439.0
Bertram_L._Podell,4408.0
Beth_Phinney,1967.0
Bill_Dodd,6769.0
Border_Gezi,5647.0
Boris_Fyodorov,4134.0
Brianne_Nadeau,13698.0
Bukar_Ibrahim,6054.0
Buland_Akhtar_Rana,2266.0
Caesar_Antoine,4634.0
Can_Man_Dan,3430.0
Carl_Heastie,15747.0
Carlos_Henriquez,3236.0
Carlos_Reutemann,49388.0
Carlos_Soria,2537.0
Carmelo_Soria,5594.0
Cedric_Wilson,2183.0
Cees_Veerman,2738.0
Charles_Andler,2156.0
Charles_Fenwick,1939.0
Charles_Henderson_(Nevada_politician),4338.0
Charles_Parker_(UK_politician),1785.0
Chegondi_Venkata_Harirama_Jogaiah,8197.0
Choe_Deok-sin,5855.0
Christian_Lindner,28824.0
Christine_Cusanelli,2945.0
Claudio_Williman,1758.0
Corina_Porro,704.0
D._M._Swaminathan,6564.0
Dagmar_Wöhrl,3373.0
Dan_Lipinski,33033.0
Dan_Sullivan_(New_Zealand_politician),2243.0
Daniel_Chipenda,2567.0
Daniel_Grabauskas,4830.0
Daniel_Otto_Isaachsen,940.0
Daniel_Peralta,1938.0
Daniel_Rajakoba,1122.0
Danville_Walker,1709.0
Daudi_Migereko,2078.0
David_Chernushenko,3560.0
David_Cobb,26975.0
David_Malone_(independent_filmmaker),12767.0
David_Segal_(politician),4624.0
Dawoud_Rajiha,20587.0
Dean_Skelos,72303.0
Denis_MacShane,50424.0
Dermot_Nesbitt,2235.0
Devwrat_Singh,843.0
Dewa_Made_Beratha,2062.0
Dolores_Arsenova,1122.0
Dominic_Dim_Deng,4972.0
Don_Dunstan,29286.0
Doron_Shmueli,856.0
Dragan_Primorac,3184.0
Dudley_A._Guglielmo,2271.0
Eddie_Fenech_Adami,12874.0
Eddy_van_Hijum,1884.0
Edibe_Sözen,1674.0
Edna_Molewa,9784.0
Eduardo_Schaerer,3407.0
Edward_H._Kiefer,721.0
Edward_J._King,19804.0
Edward_O'Hara,8304.0
Edward_O._Wolcott,3253.0
Elesha_Gayman,2834.0
Eliezer_Mizrahi,881.0
Elin_Jones,11251.0
Eliyahu_Mazur,719.0
Emil_B._Pielke,1003.0
Emilio_Colombo,14586.0
Emmanuel_Iheanacho,4351.0
Enrique_Priego_Oropeza,814.0
Ephraim_Katzir,23988.0
Erik_Ullenhag,2896.0
Ernie_Newton_(politician),2396.0
Esau_Schafer,923.0
Ettore_Bastico,14658.0
Eugen_Bolz,16925.0
Eva_Estrada-Kalaw,7198.0
Ezra_Levant,122785.0
Faith_Dane,6568.0
Federico_Degetau,7083.0
Ferruccio_Ghinaglia,786.0
Fong_Kui_Lun,2861.0
Francis_Bernard_(lawyer),1320.0
Francis_Minah,3574.0
Francis_Tukey,1191.0
Franco_Marini,4617.0
Frank_Fahy,3963.0
Frank_Millar_Jr,2036.0
Freddie_Webb,35464.0
Frederick_Lundin,1764.0
Gabriel_Bokilo,849.0
Galceran_de_Requesens_y_Santa_Coloma,552.0
Gavin_King,4486.0
Geir_Knutsen,870.0
Georg_Leber,4952.0
Georg_Ulrich_Wasmuth,703.0
Georg_von_Hertling,24944.0
George_A._Sheridan,2818.0
George_Rawlings,2747.0
Georgia_Davis_Powers,31049.0
Gerrit_Schotte,8036.0
Gerry_McGeer,3356.0
Gesine_Schwan,7781.0
Gheorghe_Ghimpu,6084.0
Giani_Gurmukh_Singh_Musafir,9554.0
Gianni_Alemanno,9703.0
Giuseppe_Maria_Buonaparte,16621.0
Giuseppe_Pella,9241.0
Givi_Javakhishvili,1398.0
Glen_Maxey,4535.0
Gong_Dingzi,1660.0
Goo_Arlooktoo,1589.0
Gothard_Wilhelm_Butler,887.0
Greg_Aghazarian,2439.0
Greg_Hunt,30543.0
Guido_Westerwelle,203659.0
Gulabrao_Patil,5578.0
Gwen_Margolis,7237.0
Haim_Landau,2503.0
Hamid_Nawaz_Khan,3222.0
Hans_Offerdal,634.0
Hardan_al-Tikriti,3617.0
Harinder_Takhar,6113.0
Harindranath_Chattopadhyay,35996.0
Harold_Martin_(politician),1037.0
Hasan_di_Tiro,10896.0
Hashmat_Ghani_Ahmadzai,10224.0
Hassan_Ayariga,11101.0
Hassan_Khomeini,38333.0
Hassan_al-Turabi,31759.0
Hazel_Jenkins,2636.0
He_Long,15252.0
Heena_Gavit,13014.0
Heinrich_von_Brentano,6877.0
Hellot_Matson_Mampouya,1521.0
Henry_Dearborn,40605.0
Henry_Holman_Gregory,1028.0
Henry_Holmes_(Northern_Ireland_politician),785.0
Horacio_Lores,899.0
Horatio_Washington_Bruce,1479.0
Howard_Wallace_Pollock,3295.0
Ichita_Yamamoto,2303.0
Ihsan_Nuri,5686.0
Ilia_Chavchavadze,25303.0
Inukai_Tsuyoshi,25759.0
Ioannis_Toumbas,2836.0
Irene_Dick,1695.0
Irving_Lehman,6843.0
Izzat_Husrieh,1630.0
J._Herbert_Burke,4420.0
Jacek_Saryusz-Wolski,5556.0
Jacques_Isorni,1631.0
James_Bernard_(politician),900.0
James_G._Martin,20678.0
James_Lovell_(Continental_Congress),7385.0
James_Stephens_Speed,1000.0
Jamil_Khir_Baharom,11201.0
Jan_Buzek,2550.0
Jan_Perry,5383.0
Jean_Borotra,30673.0
Jean_Zay,10521.0
Jeanine_Hennis-Plasschaert,31657.0
Jeff_Morris_(Washington_politician),1428.0
Jeffrey_Lam,4628.0
Jesse_I._Straus,9189.0
Jessica_Orsini,3024.0
Jochen_Borchert,3000.0
Johan_Driessen,1901.0
Johan_Nygaardsvold,9705.0
John_A._Thayer,3974.0
John_Alvheim,1774.0
John_C._Chase,2199.0
John_C._Kluczynski,3106.0
John_D._Works,4751.0
John_Graves_Simcoe,279681.0
John_LeBoutillier,25030.0
John_M._Deutch,59265.0
John_Marshall_Harlan,78227.0
