file,size
pagecounts-20090103-210000.gz,63.0
pagecounts-20090103-220000.gz,62.0
pagecounts-20090103-230000.gz,61.0
pagecounts-20090104-000000.gz,58.0
pagecounts-20090104-010000.gz,58.0
pagecounts-20090104-020001.gz,59.0
pagecounts-20090104-030000.gz,57.0
pagecounts-20090104-040000.gz,53.0
pagecounts-20090104-050000.gz,54.0
pagecounts-20090104-060000.gz,52.0
pagecounts-20090104-070000.gz,54.0
pagecounts-20090104-080001.gz,54.0
pagecounts-20090104-090000.gz,56.0
pagecounts-20090104-100000.gz,59.0
pagecounts-20090104-110000.gz,62.0
pagecounts-20090104-120000.gz,64.0
pagecounts-20090104-130000.gz,62.0
pagecounts-20090104-140001.gz,63.0
pagecounts-20090104-150000.gz,64.0
pagecounts-20090104-160000.gz,64.0
pagecounts-20090104-170000.gz,47.0
pagecounts-20090104-180000.gz,60.0
pagecounts-20090104-190000.gz,64.0
pagecounts-20090104-200001.gz,64.0
pagecounts-20090104-210000.gz,63.0
pagecounts-20090104-220000.gz,62.0
pagecounts-20090104-230000.gz,59.0
pagecounts-20090105-000000.gz,57.0
pagecounts-20090105-010000.gz,60.0
pagecounts-20090105-020001.gz,57.0
pagecounts-20090105-030000.gz,55.0
pagecounts-20090105-040000.gz,55.0
pagecounts-20090105-050000.gz,55.0
pagecounts-20090105-060000.gz,55.0
pagecounts-20090105-070000.gz,56.0
pagecounts-20090105-080001.gz,57.0
pagecounts-20090105-090000.gz,59.0
pagecounts-20090105-100000.gz,60.0
pagecounts-20090105-110000.gz,63.0
pagecounts-20090105-120000.gz,61.0
pagecounts-20090105-130000.gz,61.0
pagecounts-20090105-140001.gz,63.0
pagecounts-20090105-150000.gz,64.0
pagecounts-20090105-160000.gz,65.0
pagecounts-20090105-170000.gz,64.0
pagecounts-20090105-180000.gz,64.0
pagecounts-20090105-190000.gz,64.0
pagecounts-20090105-200001.gz,63.0
pagecounts-20090105-210000.gz,63.0
pagecounts-20090105-220000.gz,61.0
pagecounts-20090105-230000.gz,55.0
pagecounts-20090106-000000.gz,50.0
pagecounts-20090106-010000.gz,41.0
pagecounts-20090106-020000.gz,45.0
pagecounts-20090106-030001.gz,48.0
pagecounts-20090106-040000.gz,47.0
pagecounts-20090106-050000.gz,47.0
pagecounts-20090106-060000.gz,48.0
pagecounts-20090106-070000.gz,50.0
pagecounts-20090106-080000.gz,52.0
pagecounts-20090106-090001.gz,56.0
pagecounts-20090106-100000.gz,58.0
pagecounts-20090106-110000.gz,61.0
pagecounts-20090106-120000.gz,62.0
pagecounts-20090106-130000.gz,61.0
pagecounts-20090106-140000.gz,62.0
pagecounts-20090106-150001.gz,62.0
pagecounts-20090106-160000.gz,62.0
pagecounts-20090106-170000.gz,60.0
pagecounts-20090106-180000.gz,60.0
pagecounts-20090106-190000.gz,60.0
pagecounts-20090106-200000.gz,60.0
pagecounts-20090106-210001.gz,59.0
pagecounts-20090106-220000.gz,56.0
pagecounts-20090106-230000.gz,53.0
pagecounts-20090107-000000.gz,48.0
pagecounts-20090107-010000.gz,49.0
pagecounts-20090107-020000.gz,50.0
pagecounts-20090107-030001.gz,47.0
pagecounts-20090107-040000.gz,37.0
pagecounts-20090107-050000.gz,45.0
pagecounts-20090107-060000.gz,50.0
pagecounts-20090107-070000.gz,48.0
pagecounts-20090107-080000.gz,52.0
pagecounts-20090107-090001.gz,54.0
pagecounts-20090107-100000.gz,56.0
pagecounts-20090107-110000.gz,57.0
pagecounts-20090107-120000.gz,58.0
pagecounts-20090107-130000.gz,57.0
pagecounts-20090107-140000.gz,60.0
pagecounts-20090107-150001.gz,59.0
pagecounts-20090107-160000.gz,58.0
pagecounts-20090107-170000.gz,57.0
pagecounts-20090107-180000.gz,56.0
pagecounts-20090107-190000.gz,57.0
pagecounts-20090107-200000.gz,56.0
pagecounts-20090107-210001.gz,57.0
pagecounts-20090107-220000.gz,55.0
pagecounts-20090107-230000.gz,52.0
pagecounts-20090108-000000.gz,47.0
pagecounts-20090108-010000.gz,48.0
pagecounts-20090108-020000.gz,46.0
pagecounts-20090108-030001.gz,46.0
pagecounts-20090108-040000.gz,47.0
pagecounts-20090108-050000.gz,41.0
pagecounts-20090108-060000.gz,38.0
pagecounts-20090108-070000.gz,45.0
pagecounts-20090108-080000.gz,51.0
pagecounts-20090108-090001.gz,53.0
pagecounts-20090108-100000.gz,57.0
pagecounts-20090108-110000.gz,58.0
pagecounts-20090108-120000.gz,58.0
pagecounts-20090108-130000.gz,57.0
pagecounts-20090108-140000.gz,60.0
pagecounts-20090108-150001.gz,60.0
pagecounts-20090108-160000.gz,60.0
pagecounts-20090108-170000.gz,60.0
pagecounts-20090108-180000.gz,59.0
pagecounts-20090108-190000.gz,58.0
pagecounts-20090108-200000.gz,58.0
pagecounts-20090108-210001.gz,57.0
pagecounts-20090108-220000.gz,55.0
pagecounts-20090108-230000.gz,51.0
pagecounts-20090109-000000.gz,48.0
pagecounts-20090109-010000.gz,49.0
pagecounts-20090109-020000.gz,47.0
pagecounts-20090109-030001.gz,45.0
pagecounts-20090109-040000.gz,43.0
pagecounts-20090109-050000.gz,44.0
pagecounts-20090109-060000.gz,48.0
pagecounts-20090109-070000.gz,48.0
pagecounts-20090109-080000.gz,41.0
pagecounts-20090109-090001.gz,42.0
pagecounts-20090109-100000.gz,46.0
pagecounts-20090109-110000.gz,55.0
pagecounts-20090109-120000.gz,55.0
pagecounts-20090109-130000.gz,55.0
pagecounts-20090109-140000.gz,58.0
pagecounts-20090109-150001.gz,58.0
pagecounts-20090109-160000.gz,59.0
pagecounts-20090109-170000.gz,58.0
pagecounts-20090109-180000.gz,58.0
pagecounts-20090109-190000.gz,54.0
pagecounts-20090109-200000.gz,52.0
pagecounts-20090109-210001.gz,52.0
pagecounts-20090109-220000.gz,51.0
pagecounts-20090109-230000.gz,49.0
pagecounts-20090110-000000.gz,46.0
pagecounts-20090110-010000.gz,47.0
pagecounts-20090110-020000.gz,45.0
pagecounts-20090110-030001.gz,43.0
pagecounts-20090110-040000.gz,42.0
pagecounts-20090110-050000.gz,43.0
pagecounts-20090110-060000.gz,42.0
pagecounts-20090110-070000.gz,41.0
pagecounts-20090110-080000.gz,42.0
pagecounts-20090110-090001.gz,45.0
pagecounts-20090110-100000.gz,47.0
pagecounts-20090110-110000.gz,51.0
pagecounts-20090110-120000.gz,52.0
pagecounts-20090110-130000.gz,48.0
pagecounts-20090110-140000.gz,51.0
pagecounts-20090110-150001.gz,53.0
pagecounts-20090110-160000.gz,54.0
pagecounts-20090110-170000.gz,54.0
pagecounts-20090110-180000.gz,55.0
pagecounts-20090110-190000.gz,53.0
pagecounts-20090110-200000.gz,53.0
pagecounts-20090110-210001.gz,52.0
pagecounts-20090110-220000.gz,50.0
pagecounts-20090110-230000.gz,49.0
pagecounts-20090111-000000.gz,47.0
pagecounts-20090111-010000.gz,47.0
pagecounts-20090111-020000.gz,45.0
pagecounts-20090111-030001.gz,44.0
pagecounts-20090111-040000.gz,43.0
pagecounts-20090111-050000.gz,41.0
pagecounts-20090111-060000.gz,41.0
pagecounts-20090111-070000.gz,40.0
pagecounts-20090111-080000.gz,41.0
pagecounts-20090111-090001.gz,45.0
pagecounts-20090111-100000.gz,48.0
pagecounts-20090111-110000.gz,50.0
pagecounts-20090111-120000.gz,53.0
pagecounts-20090111-130000.gz,52.0
pagecounts-20090111-140000.gz,53.0
pagecounts-20090111-150001.gz,55.0
pagecounts-20090111-160000.gz,56.0
pagecounts-20090111-170000.gz,56.0
pagecounts-20090111-180000.gz,56.0
pagecounts-20090111-190000.gz,56.0
pagecounts-20090111-200000.gz,55.0
pagecounts-20090111-210000.gz,54.0
pagecounts-20090111-220001.gz,52.0
pagecounts-20090111-230000.gz,48.0
pagecounts-20090112-000000.gz,45.0
pagecounts-20090112-010000.gz,44.0
pagecounts-20090112-020000.gz,42.0
pagecounts-20090112-030000.gz,40.0
pagecounts-20090112-040001.gz,40.0
pagecounts-20090112-050000.gz,40.0
pagecounts-20090112-060000.gz,41.0
pagecounts-20090112-070000.gz,41.0
pagecounts-20090112-080000.gz,44.0
pagecounts-20090112-090000.gz,47.0
pagecounts-20090112-100001.gz,50.0
pagecounts-20090112-110000.gz,51.0
pagecounts-20090112-120000.gz,51.0
pagecounts-20090112-130000.gz,52.0
pagecounts-20090112-140000.gz,56.0
pagecounts-20090112-150000.gz,58.0
pagecounts-20090112-160001.gz,59.0
pagecounts-20090112-170000.gz,59.0
pagecounts-20090112-180000.gz,59.0
pagecounts-20090112-190000.gz,59.0
pagecounts-20090112-200000.gz,60.0
pagecounts-20090112-210000.gz,58.0
pagecounts-20090112-220001.gz,57.0
pagecounts-20090112-230000.gz,53.0
pagecounts-20090113-000000.gz,49.0
pagecounts-20090113-010000.gz,48.0
pagecounts-20090113-020000.gz,45.0
pagecounts-20090113-030000.gz,44.0
pagecounts-20090113-040001.gz,43.0
pagecounts-20090113-050000.gz,44.0
pagecounts-20090113-060000.gz,44.0
pagecounts-20090113-070000.gz,46.0
pagecounts-20090113-080000.gz,55.0
pagecounts-20090113-090000.gz,58.0
pagecounts-20090113-100001.gz,61.0
pagecounts-20090113-110000.gz,61.0
pagecounts-20090113-120000.gz,61.0
pagecounts-20090113-130000.gz,58.0
pagecounts-20090113-140000.gz,61.0
pagecounts-20090113-150000.gz,63.0
pagecounts-20090113-160001.gz,63.0
pagecounts-20090113-170000.gz,63.0
pagecounts-20090113-180000.gz,62.0
pagecounts-20090113-190000.gz,59.0
pagecounts-20090113-200000.gz,62.0
pagecounts-20090113-210000.gz,62.0
pagecounts-20090113-220001.gz,61.0
pagecounts-20090113-230000.gz,56.0
pagecounts-20090114-000000.gz,53.0
pagecounts-20090114-010000.gz,53.0
pagecounts-20090114-020000.gz,51.0
pagecounts-20090114-030000.gz,51.0
pagecounts-20090114-040001.gz,50.0
pagecounts-20090114-050000.gz,51.0
pagecounts-20090114-060000.gz,52.0
pagecounts-20090114-070000.gz,51.0
pagecounts-20090114-080000.gz,55.0
pagecounts-20090114-090000.gz,59.0
pagecounts-20090114-100001.gz,61.0
pagecounts-20090114-110000.gz,63.0
pagecounts-20090114-120000.gz,64.0
pagecounts-20090114-130000.gz,61.0
pagecounts-20090114-140000.gz,64.0
pagecounts-20090114-150000.gz,65.0
pagecounts-20090114-160001.gz,65.0
pagecounts-20090114-170000.gz,64.0
pagecounts-20090114-180000.gz,63.0
pagecounts-20090114-190000.gz,63.0
pagecounts-20090114-200000.gz,62.0
pagecounts-20090114-210000.gz,62.0
pagecounts-20090114-220001.gz,53.0
pagecounts-20090114-230000.gz,56.0
pagecounts-20090115-000000.gz,52.0
pagecounts-20090115-010000.gz,54.0
pagecounts-20090115-020000.gz,51.0
pagecounts-20090115-030000.gz,49.0
pagecounts-20090115-040001.gz,50.0
pagecounts-20090115-050000.gz,51.0
pagecounts-20090115-060000.gz,52.0
pagecounts-20090115-070000.gz,52.0
pagecounts-20090115-080000.gz,56.0
pagecounts-20090115-090000.gz,58.0
pagecounts-20090115-100001.gz,60.0
pagecounts-20090115-110000.gz,59.0
pagecounts-20090115-120000.gz,62.0
pagecounts-20090115-130000.gz,59.0
pagecounts-20090115-140000.gz,62.0
pagecounts-20090115-150000.gz,65.0
pagecounts-20090115-160001.gz,64.0
pagecounts-20090115-170000.gz,63.0
pagecounts-20090115-180000.gz,64.0
pagecounts-20090115-190000.gz,53.0
pagecounts-20090115-200000.gz,58.0
pagecounts-20090115-210000.gz,58.0
pagecounts-20090115-220001.gz,56.0
pagecounts-20090115-230000.gz,55.0
pagecounts-20090116-000000.gz,50.0
pagecounts-20090116-010000.gz,52.0
pagecounts-20090116-020000.gz,50.0
pagecounts-20090116-030000.gz,49.0
pagecounts-20090116-040001.gz,48.0
pagecounts-20090116-050000.gz,48.0
pagecounts-20090116-060000.gz,47.0
pagecounts-20090116-070000.gz,49.0
pagecounts-20090116-080000.gz,52.0
pagecounts-20090116-090000.gz,55.0
pagecounts-20090116-100001.gz,57.0
pagecounts-20090116-110000.gz,56.0
pagecounts-20090116-120000.gz,58.0
pagecounts-20090116-130000.gz,56.0
pagecounts-20090116-140000.gz,59.0
pagecounts-20090116-150000.gz,61.0
pagecounts-20090116-160001.gz,60.0
pagecounts-20090116-170000.gz,61.0
pagecounts-20090116-180000.gz,60.0
pagecounts-20090116-190000.gz,56.0
pagecounts-20090116-200000.gz,57.0
pagecounts-20090116-210000.gz,56.0
pagecounts-20090116-220001.gz,55.0
pagecounts-20090116-230000.gz,53.0
pagecounts-20090117-000000.gz,50.0
pagecounts-20090117-010000.gz,53.0
pagecounts-20090117-020000.gz,50.0
pagecounts-20090117-030000.gz,49.0
pagecounts-20090117-040000.gz,49.0
pagecounts-20090117-050001.gz,49.0
pagecounts-20090117-060000.gz,49.0
pagecounts-20090117-070000.gz,47.0
pagecounts-20090117-080000.gz,47.0
pagecounts-20090117-090000.gz,49.0
pagecounts-20090117-100000.gz,52.0
pagecounts-20090117-110001.gz,55.0
pagecounts-20090117-120000.gz,58.0
pagecounts-20090117-130000.gz,50.0
pagecounts-20090117-140000.gz,50.0
pagecounts-20090117-150000.gz,55.0
pagecounts-20090117-160000.gz,58.0
pagecounts-20090117-170001.gz,60.0
pagecounts-20090117-180000.gz,59.0
pagecounts-20090117-190000.gz,59.0
pagecounts-20090117-200000.gz,57.0
pagecounts-20090117-210000.gz,58.0
pagecounts-20090117-220000.gz,56.0
pagecounts-20090117-230001.gz,54.0
pagecounts-20090118-000000.gz,51.0
pagecounts-20090118-010000.gz,54.0
pagecounts-20090118-020000.gz,51.0
pagecounts-20090118-030000.gz,50.0
pagecounts-20090118-040000.gz,48.0
pagecounts-20090118-050001.gz,48.0
pagecounts-20090118-060000.gz,47.0
pagecounts-20090118-070000.gz,46.0
pagecounts-20090118-080000.gz,48.0
pagecounts-20090118-090000.gz,51.0
pagecounts-20090118-100000.gz,55.0
pagecounts-20090118-110001.gz,53.0
pagecounts-20090118-120000.gz,51.0
pagecounts-20090118-130000.gz,53.0
pagecounts-20090118-140000.gz,55.0
pagecounts-20090118-150000.gz,59.0
pagecounts-20090118-160000.gz,61.0
pagecounts-20090118-170001.gz,62.0
pagecounts-20090118-180000.gz,62.0
pagecounts-20090118-190000.gz,63.0
pagecounts-20090118-200000.gz,61.0
pagecounts-20090118-210000.gz,61.0
pagecounts-20090118-220000.gz,59.0
pagecounts-20090118-230001.gz,56.0
pagecounts-20090119-000000.gz,52.0
pagecounts-20090119-010000.gz,52.0
pagecounts-20090119-020000.gz,48.0
pagecounts-20090119-030000.gz,47.0
pagecounts-20090119-040000.gz,46.0
pagecounts-20090119-050001.gz,46.0
pagecounts-20090119-060000.gz,47.0
pagecounts-20090119-070000.gz,49.0
pagecounts-20090119-080000.gz,52.0
pagecounts-20090119-090000.gz,56.0
pagecounts-20090119-100000.gz,59.0
pagecounts-20090119-110001.gz,59.0
pagecounts-20090119-120000.gz,52.0
pagecounts-20090119-130000.gz,53.0
pagecounts-20090119-140000.gz,55.0
pagecounts-20090119-150000.gz,57.0
pagecounts-20090119-160000.gz,58.0
pagecounts-20090119-170001.gz,57.0
pagecounts-20090119-180000.gz,60.0
pagecounts-20090119-190000.gz,61.0
pagecounts-20090119-200000.gz,60.0
pagecounts-20090119-210000.gz,59.0
pagecounts-20090119-220000.gz,57.0
pagecounts-20090119-230001.gz,54.0
pagecounts-20090120-000000.gz,51.0
pagecounts-20090120-010000.gz,48.0
pagecounts-20090120-020000.gz,46.0
pagecounts-20090120-030000.gz,45.0
pagecounts-20090120-040000.gz,45.0
pagecounts-20090120-050001.gz,44.0
pagecounts-20090120-060000.gz,45.0
pagecounts-20090120-070000.gz,46.0
pagecounts-20090120-080000.gz,50.0
pagecounts-20090120-090000.gz,55.0
pagecounts-20090120-100000.gz,58.0
pagecounts-20090120-110001.gz,59.0
pagecounts-20090120-120000.gz,61.0
pagecounts-20090120-130000.gz,59.0
pagecounts-20090120-140000.gz,61.0
pagecounts-20090120-150000.gz,61.0
pagecounts-20090120-160000.gz,59.0
pagecounts-20090120-170001.gz,56.0
pagecounts-20090120-180000.gz,53.0
pagecounts-20090120-190000.gz,54.0
pagecounts-20090120-200000.gz,53.0
pagecounts-20090120-210000.gz,50.0
pagecounts-20090120-220000.gz,53.0
pagecounts-20090120-230001.gz,52.0
pagecounts-20090121-000000.gz,50.0
pagecounts-20090121-010000.gz,47.0
pagecounts-20090121-020000.gz,46.0
pagecounts-20090121-030000.gz,44.0
pagecounts-20090121-040000.gz,45.0
pagecounts-20090121-050001.gz,46.0
pagecounts-20090121-060000.gz,47.0
pagecounts-20090121-070000.gz,48.0
pagecounts-20090121-080000.gz,50.0
pagecounts-20090121-090000.gz,53.0
pagecounts-20090121-100000.gz,56.0
pagecounts-20090121-110001.gz,59.0
pagecounts-20090121-120000.gz,60.0
pagecounts-20090121-130000.gz,60.0
pagecounts-20090121-140000.gz,63.0
pagecounts-20090121-150000.gz,66.0
pagecounts-20090121-160000.gz,65.0
pagecounts-20090121-170001.gz,66.0
pagecounts-20090121-180000.gz,65.0
pagecounts-20090121-190000.gz,63.0
pagecounts-20090121-200000.gz,63.0
pagecounts-20090121-210000.gz,62.0
pagecounts-20090121-220000.gz,56.0
pagecounts-20090121-230001.gz,50.0
pagecounts-20090122-000000.gz,45.0
pagecounts-20090122-010000.gz,42.0
pagecounts-20090122-020000.gz,39.0
pagecounts-20090122-030000.gz,39.0
pagecounts-20090122-040000.gz,39.0
pagecounts-20090122-050001.gz,37.0
pagecounts-20090122-060000.gz,37.0
pagecounts-20090122-070000.gz,39.0
pagecounts-20090122-080000.gz,43.0
pagecounts-20090122-090000.gz,46.0
pagecounts-20090122-100000.gz,49.0
pagecounts-20090122-110001.gz,52.0
pagecounts-20090122-120000.gz,59.0
pagecounts-20090122-130000.gz,60.0
pagecounts-20090122-140000.gz,63.0
pagecounts-20090122-150000.gz,63.0
pagecounts-20090122-160000.gz,62.0
pagecounts-20090122-170001.gz,62.0
pagecounts-20090122-180000.gz,62.0
pagecounts-20090122-190000.gz,61.0
pagecounts-20090122-200000.gz,59.0
pagecounts-20090122-210000.gz,58.0
pagecounts-20090122-220000.gz,48.0
pagecounts-20090122-230001.gz,53.0
pagecounts-20090123-000000.gz,49.0
pagecounts-20090123-010000.gz,49.0
pagecounts-20090123-020000.gz,47.0
pagecounts-20090123-030000.gz,47.0
pagecounts-20090123-040000.gz,47.0
pagecounts-20090123-050001.gz,49.0
pagecounts-20090123-060000.gz,52.0
pagecounts-20090123-070000.gz,53.0
pagecounts-20090123-080000.gz,48.0
pagecounts-20090123-090000.gz,48.0
pagecounts-20090123-100000.gz,49.0
pagecounts-20090123-110001.gz,50.0
pagecounts-20090123-120000.gz,51.0
pagecounts-20090123-130000.gz,52.0
pagecounts-20090123-140000.gz,55.0
pagecounts-20090123-150000.gz,57.0
pagecounts-20090123-160000.gz,57.0
pagecounts-20090123-170001.gz,58.0
pagecounts-20090123-180000.gz,60.0
pagecounts-20090123-190000.gz,59.0
pagecounts-20090123-200000.gz,60.0
pagecounts-20090123-210000.gz,58.0
pagecounts-20090123-220000.gz,58.0
pagecounts-20090123-230001.gz,55.0
pagecounts-20090124-000000.gz,52.0
pagecounts-20090124-010000.gz,51.0
pagecounts-20090124-020000.gz,47.0
pagecounts-20090124-030000.gz,46.0
pagecounts-20090124-040000.gz,47.0
pagecounts-20090124-050001.gz,47.0
pagecounts-20090124-060000.gz,47.0
pagecounts-20090124-070000.gz,48.0
pagecounts-20090124-080000.gz,47.0
pagecounts-20090124-090000.gz,53.0
pagecounts-20090124-100000.gz,51.0
pagecounts-20090124-110001.gz,48.0
pagecounts-20090124-120000.gz,49.0
pagecounts-20090124-130000.gz,50.0
pagecounts-20090124-140000.gz,56.0
pagecounts-20090124-150000.gz,56.0
pagecounts-20090124-160000.gz,54.0
pagecounts-20090124-170001.gz,55.0
pagecounts-20090124-180000.gz,54.0
pagecounts-20090124-190000.gz,56.0
pagecounts-20090124-200000.gz,58.0
pagecounts-20090124-210000.gz,58.0
pagecounts-20090124-220000.gz,57.0
pagecounts-20090124-230000.gz,55.0
pagecounts-20090125-000001.gz,52.0
pagecounts-20090125-010000.gz,51.0
pagecounts-20090125-020000.gz,49.0
pagecounts-20090125-030000.gz,47.0
pagecounts-20090125-040000.gz,46.0
pagecounts-20090125-050000.gz,45.0
pagecounts-20090125-060001.gz,44.0
pagecounts-20090125-070000.gz,45.0
pagecounts-20090125-080000.gz,47.0
pagecounts-20090125-090000.gz,52.0
pagecounts-20090125-100000.gz,56.0
pagecounts-20090125-110001.gz,58.0
pagecounts-20090125-120000.gz,60.0
pagecounts-20090125-130000.gz,58.0
pagecounts-20090125-140000.gz,62.0
pagecounts-20090125-150000.gz,63.0
pagecounts-20090125-160000.gz,64.0
pagecounts-20090125-170001.gz,66.0
pagecounts-20090125-180000.gz,66.0
pagecounts-20090125-190000.gz,60.0
pagecounts-20090125-200000.gz,62.0
pagecounts-20090125-210000.gz,60.0
pagecounts-20090125-220000.gz,59.0
pagecounts-20090125-230001.gz,56.0
pagecounts-20090126-000000.gz,52.0
pagecounts-20090126-010000.gz,52.0
pagecounts-20090126-020000.gz,49.0
pagecounts-20090126-030000.gz,47.0
pagecounts-20090126-040000.gz,45.0
pagecounts-20090126-050001.gz,45.0
pagecounts-20090126-060000.gz,48.0
pagecounts-20090126-070000.gz,50.0
pagecounts-20090126-080000.gz,53.0
pagecounts-20090126-090000.gz,57.0
pagecounts-20090126-100000.gz,60.0
pagecounts-20090126-110001.gz,63.0
pagecounts-20090126-120000.gz,63.0
pagecounts-20090126-130000.gz,57.0
pagecounts-20090126-140000.gz,59.0
pagecounts-20090126-150000.gz,59.0
pagecounts-20090126-160000.gz,64.0
pagecounts-20090126-170001.gz,60.0
pagecounts-20090126-180000.gz,58.0
pagecounts-20090126-190000.gz,57.0
pagecounts-20090126-200000.gz,56.0
pagecounts-20090126-210000.gz,57.0
pagecounts-20090126-220000.gz,58.0
pagecounts-20090126-230001.gz,54.0
pagecounts-20090127-000000.gz,50.0
pagecounts-20090127-010000.gz,48.0
pagecounts-20090127-020000.gz,47.0
pagecounts-20090127-030000.gz,47.0
pagecounts-20090127-040000.gz,45.0
pagecounts-20090127-050001.gz,45.0
pagecounts-20090127-060000.gz,46.0
pagecounts-20090127-070000.gz,48.0
pagecounts-20090127-080000.gz,52.0
pagecounts-20090127-090000.gz,55.0
pagecounts-20090127-100000.gz,58.0
pagecounts-20090127-110001.gz,60.0
pagecounts-20090127-120000.gz,61.0
pagecounts-20090127-130000.gz,60.0
pagecounts-20090127-140000.gz,53.0
pagecounts-20090127-150000.gz,61.0
pagecounts-20090127-160000.gz,64.0
pagecounts-20090127-170001.gz,65.0
pagecounts-20090127-180000.gz,63.0
pagecounts-20090127-190000.gz,62.0
pagecounts-20090127-200000.gz,62.0
pagecounts-20090127-210000.gz,59.0
pagecounts-20090127-220000.gz,53.0
pagecounts-20090127-230001.gz,50.0
pagecounts-20090128-000000.gz,50.0
pagecounts-20090128-010000.gz,49.0
pagecounts-20090128-020000.gz,46.0
pagecounts-20090128-030000.gz,46.0
pagecounts-20090128-040000.gz,46.0
pagecounts-20090128-050001.gz,48.0
pagecounts-20090128-060000.gz,48.0
pagecounts-20090128-070000.gz,48.0
pagecounts-20090128-080000.gz,50.0
pagecounts-20090128-090000.gz,53.0
pagecounts-20090128-100000.gz,56.0
pagecounts-20090128-110001.gz,59.0
pagecounts-20090128-120000.gz,59.0
pagecounts-20090128-130000.gz,59.0
pagecounts-20090128-140000.gz,62.0
pagecounts-20090128-150000.gz,64.0
pagecounts-20090128-160000.gz,63.0
pagecounts-20090128-170001.gz,63.0
pagecounts-20090128-180000.gz,63.0
pagecounts-20090128-190000.gz,62.0
pagecounts-20090128-200000.gz,62.0
pagecounts-20090128-210000.gz,60.0
pagecounts-20090128-220000.gz,58.0
pagecounts-20090128-230001.gz,53.0
pagecounts-20090129-000000.gz,50.0
pagecounts-20090129-010000.gz,48.0
pagecounts-20090129-020000.gz,40.0
pagecounts-20090129-030000.gz,39.0
pagecounts-20090129-040000.gz,39.0
pagecounts-20090129-050001.gz,40.0
pagecounts-20090129-060000.gz,40.0
pagecounts-20090129-070000.gz,48.0
pagecounts-20090129-080000.gz,51.0
pagecounts-20090129-090000.gz,55.0
pagecounts-20090129-100000.gz,58.0
pagecounts-20090129-110001.gz,59.0
pagecounts-20090129-120000.gz,60.0
pagecounts-20090129-130000.gz,59.0
pagecounts-20090129-140000.gz,62.0
pagecounts-20090129-150000.gz,63.0
pagecounts-20090129-160000.gz,62.0
pagecounts-20090129-170001.gz,62.0
pagecounts-20090129-180000.gz,61.0
pagecounts-20090129-190000.gz,61.0
pagecounts-20090129-200000.gz,59.0
pagecounts-20090129-210000.gz,56.0
pagecounts-20090129-220000.gz,57.0
pagecounts-20090129-230001.gz,54.0
pagecounts-20090130-000000.gz,51.0
pagecounts-20090130-010000.gz,51.0
pagecounts-20090130-020000.gz,49.0
