file,size
pagecounts-20080108-000000.gz,24.0
pagecounts-20080108-010000.gz,24.0
pagecounts-20080108-020000.gz,23.0
pagecounts-20080108-030000.gz,22.0
pagecounts-20080108-040000.gz,21.0
pagecounts-20080108-050001.gz,20.0
pagecounts-20080108-060000.gz,20.0
pagecounts-20080108-070000.gz,21.0
pagecounts-20080108-080000.gz,22.0
pagecounts-20080108-090000.gz,23.0
pagecounts-20080108-100000.gz,25.0
pagecounts-20080108-110001.gz,26.0
pagecounts-20080108-120000.gz,27.0
pagecounts-20080108-130000.gz,29.0
pagecounts-20080108-140000.gz,31.0
pagecounts-20080108-150000.gz,32.0
pagecounts-20080108-160000.gz,32.0
pagecounts-20080108-170000.gz,32.0
pagecounts-20080108-180001.gz,31.0
pagecounts-20080108-190000.gz,30.0
pagecounts-20080108-200000.gz,29.0
pagecounts-20080108-210000.gz,29.0
pagecounts-20080108-220000.gz,29.0
pagecounts-20080108-230000.gz,28.0
pagecounts-20080109-000001.gz,25.0
pagecounts-20080109-010000.gz,23.0
pagecounts-20080109-020000.gz,23.0
pagecounts-20080109-030000.gz,22.0
pagecounts-20080109-040000.gz,21.0
pagecounts-20080109-050000.gz,21.0
pagecounts-20080109-060001.gz,20.0
pagecounts-20080109-070000.gz,21.0
pagecounts-20080109-080000.gz,22.0
pagecounts-20080109-090000.gz,24.0
pagecounts-20080109-100000.gz,27.0
pagecounts-20080109-110000.gz,28.0
pagecounts-20080109-120001.gz,29.0
pagecounts-20080109-130000.gz,29.0
pagecounts-20080109-140000.gz,30.0
pagecounts-20080109-150000.gz,33.0
pagecounts-20080109-160000.gz,33.0
pagecounts-20080109-170000.gz,31.0
pagecounts-20080109-180001.gz,31.0
pagecounts-20080109-190000.gz,29.0
pagecounts-20080109-200000.gz,29.0
pagecounts-20080109-210000.gz,29.0
pagecounts-20080109-220000.gz,29.0
pagecounts-20080109-230001.gz,28.0
pagecounts-20080110-000000.gz,25.0
pagecounts-20080110-010000.gz,23.0
pagecounts-20080110-020000.gz,23.0
pagecounts-20080110-030000.gz,23.0
pagecounts-20080110-040000.gz,22.0
pagecounts-20080110-050000.gz,21.0
pagecounts-20080110-060001.gz,20.0
pagecounts-20080110-070000.gz,24.0
pagecounts-20080110-080000.gz,23.0
pagecounts-20080110-090000.gz,25.0
pagecounts-20080110-100000.gz,27.0
pagecounts-20080110-110000.gz,27.0
pagecounts-20080110-120001.gz,28.0
pagecounts-20080110-130000.gz,29.0
pagecounts-20080110-140000.gz,30.0
pagecounts-20080110-150000.gz,31.0
pagecounts-20080110-160000.gz,32.0
pagecounts-20080110-170000.gz,32.0
pagecounts-20080110-180001.gz,31.0
pagecounts-20080110-190000.gz,30.0
pagecounts-20080110-200000.gz,30.0
pagecounts-20080110-210000.gz,28.0
pagecounts-20080110-220000.gz,28.0
pagecounts-20080110-230000.gz,28.0
pagecounts-20080111-000001.gz,26.0
pagecounts-20080111-010000.gz,26.0
pagecounts-20080111-020000.gz,25.0
pagecounts-20080111-030000.gz,26.0
pagecounts-20080111-040000.gz,24.0
pagecounts-20080111-050000.gz,23.0
pagecounts-20080111-060001.gz,22.0
pagecounts-20080111-070000.gz,21.0
pagecounts-20080111-080000.gz,24.0
pagecounts-20080111-090000.gz,25.0
pagecounts-20080111-100000.gz,26.0
pagecounts-20080111-110000.gz,28.0
pagecounts-20080111-120001.gz,28.0
pagecounts-20080111-130000.gz,28.0
pagecounts-20080111-140000.gz,30.0
pagecounts-20080111-150000.gz,30.0
pagecounts-20080111-160000.gz,31.0
pagecounts-20080111-170000.gz,31.0
pagecounts-20080111-180001.gz,31.0
pagecounts-20080111-190000.gz,29.0
pagecounts-20080111-200000.gz,29.0
pagecounts-20080111-210000.gz,28.0
pagecounts-20080111-220000.gz,28.0
pagecounts-20080111-230000.gz,27.0
pagecounts-20080112-000000.gz,24.0
pagecounts-20080112-010001.gz,22.0
pagecounts-20080112-020000.gz,22.0
pagecounts-20080112-030000.gz,23.0
pagecounts-20080112-040000.gz,23.0
pagecounts-20080112-050000.gz,23.0
pagecounts-20080112-060000.gz,22.0
pagecounts-20080112-070001.gz,22.0
pagecounts-20080112-080000.gz,22.0
pagecounts-20080112-090000.gz,22.0
pagecounts-20080112-100000.gz,24.0
pagecounts-20080112-110000.gz,25.0
pagecounts-20080112-120000.gz,26.0
pagecounts-20080112-130001.gz,27.0
pagecounts-20080112-140000.gz,28.0
pagecounts-20080112-150000.gz,28.0
pagecounts-20080112-160000.gz,29.0
pagecounts-20080112-170000.gz,29.0
pagecounts-20080112-180000.gz,29.0
pagecounts-20080112-190001.gz,29.0
pagecounts-20080112-200000.gz,27.0
pagecounts-20080112-210000.gz,28.0
pagecounts-20080112-220000.gz,27.0
pagecounts-20080112-230000.gz,27.0
pagecounts-20080113-000000.gz,24.0
pagecounts-20080113-010001.gz,23.0
pagecounts-20080113-020000.gz,23.0
pagecounts-20080113-030000.gz,22.0
pagecounts-20080113-040000.gz,21.0
pagecounts-20080113-050000.gz,21.0
pagecounts-20080113-060000.gz,20.0
pagecounts-20080113-070001.gz,19.0
pagecounts-20080113-080000.gz,20.0
pagecounts-20080113-090000.gz,21.0
pagecounts-20080113-100000.gz,24.0
pagecounts-20080113-110000.gz,26.0
pagecounts-20080113-120000.gz,27.0
pagecounts-20080113-130001.gz,28.0
pagecounts-20080113-140000.gz,29.0
pagecounts-20080113-150000.gz,31.0
pagecounts-20080113-160000.gz,32.0
pagecounts-20080113-170000.gz,32.0
pagecounts-20080113-180000.gz,32.0
pagecounts-20080113-190001.gz,31.0
pagecounts-20080113-200000.gz,30.0
pagecounts-20080113-210000.gz,30.0
pagecounts-20080113-220000.gz,30.0
pagecounts-20080113-230000.gz,28.0
pagecounts-20080114-000001.gz,25.0
pagecounts-20080114-010000.gz,23.0
pagecounts-20080114-020000.gz,21.0
pagecounts-20080114-030000.gz,21.0
pagecounts-20080114-040000.gz,21.0
pagecounts-20080114-050000.gz,21.0
pagecounts-20080114-060000.gz,21.0
pagecounts-20080114-070001.gz,21.0
pagecounts-20080114-080000.gz,23.0
pagecounts-20080114-090000.gz,25.0
pagecounts-20080114-100000.gz,27.0
pagecounts-20080114-110000.gz,28.0
pagecounts-20080114-120000.gz,29.0
pagecounts-20080114-130001.gz,29.0
pagecounts-20080114-140000.gz,31.0
pagecounts-20080114-150000.gz,32.0
pagecounts-20080114-160000.gz,33.0
pagecounts-20080114-170000.gz,32.0
pagecounts-20080114-180000.gz,32.0
pagecounts-20080114-190001.gz,32.0
pagecounts-20080114-200000.gz,32.0
pagecounts-20080114-210000.gz,34.0
pagecounts-20080114-220000.gz,33.0
pagecounts-20080114-230000.gz,31.0
pagecounts-20080115-000000.gz,29.0
pagecounts-20080115-010001.gz,29.0
pagecounts-20080115-020000.gz,28.0
pagecounts-20080115-030000.gz,28.0
pagecounts-20080115-040000.gz,27.0
pagecounts-20080115-050000.gz,25.0
pagecounts-20080115-060000.gz,24.0
pagecounts-20080115-070001.gz,25.0
pagecounts-20080115-080000.gz,28.0
pagecounts-20080115-090000.gz,29.0
pagecounts-20080115-100000.gz,27.0
pagecounts-20080115-110000.gz,28.0
pagecounts-20080115-120000.gz,29.0
pagecounts-20080115-130001.gz,30.0
pagecounts-20080115-140000.gz,32.0
pagecounts-20080115-150000.gz,33.0
pagecounts-20080115-160000.gz,34.0
pagecounts-20080115-170000.gz,29.0
pagecounts-20080115-180000.gz,33.0
pagecounts-20080115-190001.gz,32.0
pagecounts-20080115-200000.gz,31.0
pagecounts-20080115-210000.gz,31.0
pagecounts-20080115-220000.gz,29.0
pagecounts-20080115-230000.gz,29.0
pagecounts-20080116-000000.gz,27.0
pagecounts-20080116-010001.gz,25.0
pagecounts-20080116-020000.gz,23.0
pagecounts-20080116-030000.gz,23.0
pagecounts-20080116-040000.gz,23.0
pagecounts-20080116-050000.gz,23.0
pagecounts-20080116-060000.gz,22.0
pagecounts-20080116-070000.gz,23.0
pagecounts-20080116-080001.gz,25.0
pagecounts-20080116-090000.gz,26.0
pagecounts-20080116-100000.gz,28.0
pagecounts-20080116-110000.gz,28.0
pagecounts-20080116-120000.gz,30.0
pagecounts-20080116-130001.gz,30.0
pagecounts-20080116-140000.gz,32.0
pagecounts-20080116-150000.gz,34.0
pagecounts-20080116-160000.gz,33.0
pagecounts-20080116-170000.gz,33.0
pagecounts-20080116-180000.gz,33.0
pagecounts-20080116-190000.gz,33.0
pagecounts-20080116-200001.gz,30.0
pagecounts-20080116-210000.gz,29.0
pagecounts-20080116-220000.gz,28.0
pagecounts-20080116-230000.gz,28.0
pagecounts-20080117-000000.gz,26.0
pagecounts-20080117-010000.gz,25.0
pagecounts-20080117-020001.gz,24.0
pagecounts-20080117-030000.gz,24.0
pagecounts-20080117-040000.gz,23.0
pagecounts-20080117-050000.gz,21.0
pagecounts-20080117-060000.gz,21.0
pagecounts-20080117-070000.gz,22.0
pagecounts-20080117-080001.gz,24.0
pagecounts-20080117-090000.gz,24.0
pagecounts-20080117-100000.gz,26.0
pagecounts-20080117-110000.gz,28.0
pagecounts-20080117-120000.gz,30.0
pagecounts-20080117-130001.gz,30.0
pagecounts-20080117-140000.gz,32.0
pagecounts-20080117-150000.gz,33.0
pagecounts-20080117-160000.gz,34.0
pagecounts-20080117-170000.gz,33.0
pagecounts-20080117-180000.gz,31.0
pagecounts-20080117-190000.gz,31.0
pagecounts-20080117-200001.gz,31.0
pagecounts-20080117-210000.gz,30.0
pagecounts-20080117-220000.gz,30.0
pagecounts-20080117-230000.gz,29.0
pagecounts-20080118-000000.gz,27.0
pagecounts-20080118-010000.gz,27.0
pagecounts-20080118-020001.gz,26.0
pagecounts-20080118-030000.gz,28.0
pagecounts-20080118-040000.gz,28.0
pagecounts-20080118-050000.gz,27.0
pagecounts-20080118-060000.gz,26.0
pagecounts-20080118-070000.gz,27.0
pagecounts-20080118-080001.gz,28.0
pagecounts-20080118-090000.gz,31.0
pagecounts-20080118-100000.gz,31.0
pagecounts-20080118-110000.gz,31.0
pagecounts-20080118-120000.gz,32.0
pagecounts-20080118-130000.gz,31.0
pagecounts-20080118-140001.gz,33.0
pagecounts-20080118-150000.gz,33.0
pagecounts-20080118-160000.gz,33.0
pagecounts-20080118-170000.gz,33.0
pagecounts-20080118-180000.gz,33.0
pagecounts-20080118-190000.gz,32.0
pagecounts-20080118-200001.gz,31.0
pagecounts-20080118-210000.gz,31.0
pagecounts-20080118-220000.gz,31.0
pagecounts-20080118-230000.gz,29.0
pagecounts-20080119-000000.gz,27.0
pagecounts-20080119-010000.gz,27.0
pagecounts-20080119-020001.gz,26.0
pagecounts-20080119-030000.gz,26.0
pagecounts-20080119-040000.gz,25.0
pagecounts-20080119-050000.gz,24.0
pagecounts-20080119-060000.gz,24.0
pagecounts-20080119-070000.gz,25.0
pagecounts-20080119-080001.gz,25.0
pagecounts-20080119-090000.gz,25.0
pagecounts-20080119-100000.gz,27.0
pagecounts-20080119-110000.gz,28.0
pagecounts-20080119-120000.gz,30.0
pagecounts-20080119-130000.gz,30.0
pagecounts-20080119-140001.gz,30.0
pagecounts-20080119-150000.gz,31.0
pagecounts-20080119-160000.gz,32.0
pagecounts-20080119-170000.gz,32.0
pagecounts-20080119-180000.gz,33.0
pagecounts-20080119-190000.gz,32.0
pagecounts-20080119-200001.gz,31.0
pagecounts-20080119-210000.gz,30.0
pagecounts-20080119-220000.gz,30.0
pagecounts-20080119-230000.gz,29.0
pagecounts-20080120-000000.gz,27.0
pagecounts-20080120-010000.gz,28.0
pagecounts-20080120-020001.gz,26.0
pagecounts-20080120-030000.gz,25.0
pagecounts-20080120-040000.gz,25.0
pagecounts-20080120-050000.gz,24.0
pagecounts-20080120-060000.gz,24.0
pagecounts-20080120-070000.gz,25.0
pagecounts-20080120-080001.gz,25.0
pagecounts-20080120-090000.gz,27.0
pagecounts-20080120-100000.gz,28.0
pagecounts-20080120-110000.gz,29.0
pagecounts-20080120-120000.gz,30.0
pagecounts-20080120-130000.gz,29.0
pagecounts-20080120-140001.gz,31.0
pagecounts-20080120-150000.gz,31.0
pagecounts-20080120-160000.gz,32.0
pagecounts-20080120-170000.gz,32.0
pagecounts-20080120-180000.gz,32.0
pagecounts-20080120-190000.gz,31.0
pagecounts-20080120-200001.gz,33.0
pagecounts-20080120-210000.gz,32.0
pagecounts-20080120-220000.gz,32.0
pagecounts-20080120-230000.gz,30.0
pagecounts-20080121-000000.gz,28.0
pagecounts-20080121-010000.gz,28.0
pagecounts-20080121-020001.gz,27.0
pagecounts-20080121-030000.gz,26.0
pagecounts-20080121-040000.gz,25.0
pagecounts-20080121-050000.gz,24.0
pagecounts-20080121-060000.gz,24.0
pagecounts-20080121-070000.gz,25.0
pagecounts-20080121-080001.gz,27.0
pagecounts-20080121-090000.gz,28.0
pagecounts-20080121-100000.gz,30.0
pagecounts-20080121-110000.gz,30.0
pagecounts-20080121-120000.gz,31.0
pagecounts-20080121-130000.gz,32.0
pagecounts-20080121-140001.gz,33.0
pagecounts-20080121-150000.gz,34.0
pagecounts-20080121-160000.gz,35.0
pagecounts-20080121-170000.gz,34.0
pagecounts-20080121-180000.gz,34.0
pagecounts-20080121-190000.gz,33.0
pagecounts-20080121-200001.gz,33.0
pagecounts-20080121-210000.gz,33.0
pagecounts-20080121-220000.gz,32.0
pagecounts-20080121-230000.gz,30.0
pagecounts-20080122-000000.gz,28.0
pagecounts-20080122-010000.gz,28.0
pagecounts-20080122-020001.gz,28.0
pagecounts-20080122-030000.gz,27.0
pagecounts-20080122-040000.gz,26.0
pagecounts-20080122-050000.gz,25.0
pagecounts-20080122-060000.gz,25.0
pagecounts-20080122-070000.gz,25.0
pagecounts-20080122-080000.gz,28.0
pagecounts-20080122-090001.gz,29.0
pagecounts-20080122-100000.gz,31.0
pagecounts-20080122-110000.gz,31.0
pagecounts-20080122-120000.gz,31.0
pagecounts-20080122-130000.gz,32.0
pagecounts-20080122-140000.gz,33.0
pagecounts-20080122-150001.gz,34.0
pagecounts-20080122-160000.gz,35.0
pagecounts-20080122-170000.gz,34.0
pagecounts-20080122-180000.gz,33.0
pagecounts-20080122-190000.gz,33.0
pagecounts-20080122-200000.gz,32.0
pagecounts-20080122-210001.gz,32.0
pagecounts-20080122-220000.gz,31.0
pagecounts-20080122-230000.gz,26.0
pagecounts-20080123-000000.gz,25.0
pagecounts-20080123-010000.gz,26.0
pagecounts-20080123-020000.gz,27.0
pagecounts-20080123-030001.gz,27.0
pagecounts-20080123-040000.gz,25.0
pagecounts-20080123-050000.gz,25.0
pagecounts-20080123-060000.gz,24.0
pagecounts-20080123-070000.gz,25.0
pagecounts-20080123-080000.gz,27.0
pagecounts-20080123-090001.gz,28.0
pagecounts-20080123-100000.gz,30.0
pagecounts-20080123-110000.gz,31.0
pagecounts-20080123-120000.gz,31.0
pagecounts-20080123-130000.gz,31.0
pagecounts-20080123-140000.gz,33.0
pagecounts-20080123-150001.gz,34.0
pagecounts-20080123-160000.gz,34.0
pagecounts-20080123-170000.gz,34.0
pagecounts-20080123-180000.gz,33.0
pagecounts-20080123-190000.gz,32.0
pagecounts-20080123-200000.gz,32.0
pagecounts-20080123-210001.gz,32.0
pagecounts-20080123-220000.gz,31.0
pagecounts-20080123-230000.gz,30.0
pagecounts-20080124-000000.gz,27.0
pagecounts-20080124-010000.gz,28.0
pagecounts-20080124-020001.gz,26.0
pagecounts-20080124-030000.gz,25.0
pagecounts-20080124-040000.gz,25.0
pagecounts-20080124-050000.gz,24.0
pagecounts-20080124-060000.gz,25.0
pagecounts-20080124-070000.gz,24.0
pagecounts-20080124-080000.gz,26.0
pagecounts-20080124-090001.gz,29.0
pagecounts-20080124-100000.gz,31.0
pagecounts-20080124-110000.gz,31.0
pagecounts-20080124-120000.gz,31.0
pagecounts-20080124-130000.gz,32.0
pagecounts-20080124-140001.gz,33.0
pagecounts-20080124-150000.gz,33.0
pagecounts-20080124-160000.gz,33.0
pagecounts-20080124-170000.gz,33.0
pagecounts-20080124-180000.gz,32.0
pagecounts-20080124-190000.gz,32.0
pagecounts-20080124-200001.gz,31.0
pagecounts-20080124-210000.gz,31.0
pagecounts-20080124-220000.gz,30.0
pagecounts-20080124-230000.gz,27.0
pagecounts-20080125-000000.gz,26.0
pagecounts-20080125-010000.gz,26.0
pagecounts-20080125-020000.gz,26.0
pagecounts-20080125-030001.gz,25.0
pagecounts-20080125-040000.gz,25.0
pagecounts-20080125-050000.gz,24.0
pagecounts-20080125-060000.gz,25.0
pagecounts-20080125-070000.gz,25.0
pagecounts-20080125-080001.gz,26.0
pagecounts-20080125-090000.gz,28.0
pagecounts-20080125-100000.gz,29.0
pagecounts-20080125-110000.gz,32.0
pagecounts-20080125-120000.gz,31.0
pagecounts-20080125-130000.gz,30.0
pagecounts-20080125-140001.gz,32.0
pagecounts-20080125-150000.gz,33.0
pagecounts-20080125-160000.gz,32.0
pagecounts-20080125-170000.gz,31.0
pagecounts-20080125-180000.gz,31.0
pagecounts-20080125-190000.gz,31.0
pagecounts-20080125-200001.gz,30.0
pagecounts-20080125-210000.gz,31.0
pagecounts-20080125-220000.gz,30.0
pagecounts-20080125-230000.gz,29.0
pagecounts-20080126-000000.gz,27.0
pagecounts-20080126-010000.gz,27.0
pagecounts-20080126-020001.gz,25.0
pagecounts-20080126-030000.gz,25.0
pagecounts-20080126-040000.gz,24.0
pagecounts-20080126-050000.gz,24.0
pagecounts-20080126-060000.gz,24.0
pagecounts-20080126-070000.gz,24.0
pagecounts-20080126-080001.gz,24.0
pagecounts-20080126-090000.gz,25.0
pagecounts-20080126-100000.gz,26.0
pagecounts-20080126-110000.gz,28.0
pagecounts-20080126-120000.gz,29.0
pagecounts-20080126-130000.gz,28.0
pagecounts-20080126-140001.gz,29.0
pagecounts-20080126-150000.gz,30.0
pagecounts-20080126-160000.gz,31.0
pagecounts-20080126-170000.gz,32.0
pagecounts-20080126-180000.gz,31.0
pagecounts-20080126-190000.gz,31.0
pagecounts-20080126-200001.gz,30.0
pagecounts-20080126-210000.gz,30.0
pagecounts-20080126-220000.gz,29.0
pagecounts-20080126-230000.gz,28.0
pagecounts-20080127-000000.gz,26.0
pagecounts-20080127-020001.gz,26.0
pagecounts-20080127-030000.gz,26.0
pagecounts-20080127-040000.gz,25.0
pagecounts-20080127-050000.gz,24.0
pagecounts-20080127-060000.gz,24.0
pagecounts-20080127-070000.gz,24.0
pagecounts-20080127-080001.gz,24.0
pagecounts-20080127-090000.gz,25.0
pagecounts-20080127-100000.gz,27.0
pagecounts-20080127-110000.gz,29.0
pagecounts-20080127-120000.gz,30.0
pagecounts-20080127-130000.gz,30.0
pagecounts-20080127-140001.gz,31.0
pagecounts-20080127-150000.gz,32.0
pagecounts-20080127-160000.gz,33.0
pagecounts-20080127-170000.gz,33.0
pagecounts-20080127-180000.gz,33.0
pagecounts-20080127-190000.gz,32.0
pagecounts-20080127-200001.gz,33.0
pagecounts-20080127-210000.gz,33.0
pagecounts-20080127-220000.gz,32.0
pagecounts-20080127-230000.gz,31.0
pagecounts-20080128-000000.gz,28.0
pagecounts-20080128-010000.gz,28.0
pagecounts-20080128-020001.gz,27.0
pagecounts-20080128-030000.gz,27.0
pagecounts-20080128-040000.gz,26.0
pagecounts-20080128-050000.gz,26.0
pagecounts-20080128-060000.gz,25.0
pagecounts-20080128-070000.gz,26.0
pagecounts-20080128-080001.gz,27.0
pagecounts-20080128-090000.gz,29.0
pagecounts-20080128-100000.gz,30.0
pagecounts-20080128-110000.gz,31.0
pagecounts-20080128-120000.gz,31.0
pagecounts-20080128-130000.gz,32.0
pagecounts-20080128-140001.gz,33.0
pagecounts-20080128-150000.gz,35.0
pagecounts-20080128-160000.gz,34.0
pagecounts-20080128-170000.gz,34.0
pagecounts-20080128-180000.gz,34.0
pagecounts-20080128-190000.gz,33.0
pagecounts-20080128-200001.gz,33.0
pagecounts-20080128-210000.gz,32.0
pagecounts-20080128-220000.gz,31.0
pagecounts-20080128-230000.gz,29.0
pagecounts-20080129-000000.gz,27.0
pagecounts-20080129-010000.gz,28.0
pagecounts-20080129-020001.gz,27.0
pagecounts-20080129-030000.gz,23.0
pagecounts-20080129-040000.gz,23.0
pagecounts-20080129-050000.gz,24.0
pagecounts-20080129-060000.gz,25.0
pagecounts-20080129-070000.gz,25.0
pagecounts-20080129-080001.gz,28.0
pagecounts-20080129-090000.gz,29.0
pagecounts-20080129-100000.gz,31.0
pagecounts-20080129-110000.gz,31.0
pagecounts-20080129-120000.gz,31.0
pagecounts-20080129-130000.gz,32.0
pagecounts-20080129-140001.gz,33.0
pagecounts-20080129-150000.gz,34.0
pagecounts-20080129-160000.gz,35.0
pagecounts-20080129-170000.gz,34.0
pagecounts-20080129-180000.gz,34.0
pagecounts-20080129-190000.gz,33.0
pagecounts-20080129-200001.gz,33.0
pagecounts-20080129-210000.gz,32.0
pagecounts-20080129-220000.gz,31.0
pagecounts-20080129-230000.gz,29.0
pagecounts-20080130-000000.gz,27.0
pagecounts-20080130-010000.gz,25.0
pagecounts-20080130-020001.gz,25.0
pagecounts-20080130-030000.gz,25.0
