file,size
pagecounts-20130112-070000.gz,80.0
pagecounts-20130112-080000.gz,83.0
pagecounts-20130112-090001.gz,87.0
pagecounts-20130112-100000.gz,83.0
pagecounts-20130112-110000.gz,95.0
pagecounts-20130112-120000.gz,96.0
pagecounts-20130112-130000.gz,99.0
pagecounts-20130112-140000.gz,105.0
pagecounts-20130112-150000.gz,105.0
pagecounts-20130112-160000.gz,109.0
pagecounts-20130112-170000.gz,108.0
pagecounts-20130112-180000.gz,105.0
pagecounts-20130112-190000.gz,108.0
pagecounts-20130112-200001.gz,107.0
pagecounts-20130112-210000.gz,104.0
pagecounts-20130112-220000.gz,102.0
pagecounts-20130112-230000.gz,100.0
pagecounts-20130113-000000.gz,99.0
pagecounts-20130113-010000.gz,102.0
pagecounts-20130113-020000.gz,92.0
pagecounts-20130113-030000.gz,86.0
pagecounts-20130113-040000.gz,79.0
pagecounts-20130113-050000.gz,77.0
pagecounts-20130113-060000.gz,75.0
pagecounts-20130113-070000.gz,77.0
pagecounts-20130113-080001.gz,79.0
pagecounts-20130113-090000.gz,85.0
pagecounts-20130113-100000.gz,92.0
pagecounts-20130113-110000.gz,97.0
pagecounts-20130113-120000.gz,99.0
pagecounts-20130113-130000.gz,99.0
pagecounts-20130113-140000.gz,104.0
pagecounts-20130113-150000.gz,104.0
pagecounts-20130113-160000.gz,106.0
pagecounts-20130113-170000.gz,108.0
pagecounts-20130113-180000.gz,109.0
pagecounts-20130113-190000.gz,108.0
pagecounts-20130113-200001.gz,105.0
pagecounts-20130113-210000.gz,104.0
pagecounts-20130113-220000.gz,99.0
pagecounts-20130113-230000.gz,94.0
pagecounts-20130114-000000.gz,87.0
pagecounts-20130114-010000.gz,81.0
pagecounts-20130114-020000.gz,78.0
pagecounts-20130114-030000.gz,81.0
pagecounts-20130114-040000.gz,81.0
pagecounts-20130114-050000.gz,81.0
pagecounts-20130114-060000.gz,80.0
pagecounts-20130114-070000.gz,80.0
pagecounts-20130114-080001.gz,86.0
pagecounts-20130114-090000.gz,94.0
pagecounts-20130114-100000.gz,101.0
pagecounts-20130114-110000.gz,95.0
pagecounts-20130114-120000.gz,99.0
pagecounts-20130114-130000.gz,103.0
pagecounts-20130114-140000.gz,109.0
pagecounts-20130114-150000.gz,112.0
pagecounts-20130114-160000.gz,112.0
pagecounts-20130114-170000.gz,112.0
pagecounts-20130114-180000.gz,110.0
pagecounts-20130114-190001.gz,108.0
pagecounts-20130114-200000.gz,105.0
pagecounts-20130114-210000.gz,107.0
pagecounts-20130114-220000.gz,97.0
pagecounts-20130114-230000.gz,96.0
pagecounts-20130115-000000.gz,89.0
pagecounts-20130115-010000.gz,94.0
pagecounts-20130115-020000.gz,90.0
pagecounts-20130115-030000.gz,89.0
pagecounts-20130115-040000.gz,90.0
pagecounts-20130115-050000.gz,95.0
pagecounts-20130115-060001.gz,95.0
pagecounts-20130115-070000.gz,95.0
pagecounts-20130115-080000.gz,100.0
pagecounts-20130115-090000.gz,102.0
pagecounts-20130115-100000.gz,103.0
pagecounts-20130115-110000.gz,103.0
pagecounts-20130115-120000.gz,99.0
pagecounts-20130115-130000.gz,109.0
pagecounts-20130115-140000.gz,111.0
pagecounts-20130115-150000.gz,112.0
pagecounts-20130115-160000.gz,110.0
pagecounts-20130115-170000.gz,111.0
pagecounts-20130115-180001.gz,110.0
pagecounts-20130115-190000.gz,106.0
pagecounts-20130115-200000.gz,109.0
pagecounts-20130115-210000.gz,105.0
pagecounts-20130115-220000.gz,102.0
pagecounts-20130115-230000.gz,99.0
pagecounts-20130116-000000.gz,90.0
pagecounts-20130116-010000.gz,92.0
pagecounts-20130116-020000.gz,90.0
pagecounts-20130116-030000.gz,89.0
pagecounts-20130116-040000.gz,89.0
pagecounts-20130116-050001.gz,89.0
pagecounts-20130116-060000.gz,95.0
pagecounts-20130116-070000.gz,90.0
pagecounts-20130116-080000.gz,93.0
pagecounts-20130116-090000.gz,98.0
pagecounts-20130116-100000.gz,101.0
pagecounts-20130116-110000.gz,106.0
pagecounts-20130116-120000.gz,108.0
pagecounts-20130116-130000.gz,109.0
pagecounts-20130116-140000.gz,111.0
pagecounts-20130116-150000.gz,111.0
pagecounts-20130116-160001.gz,111.0
pagecounts-20130116-170000.gz,110.0
pagecounts-20130116-180000.gz,111.0
pagecounts-20130116-190000.gz,112.0
pagecounts-20130116-200000.gz,108.0
pagecounts-20130116-210000.gz,110.0
pagecounts-20130116-220000.gz,108.0
pagecounts-20130116-230000.gz,104.0
pagecounts-20130117-000000.gz,95.0
pagecounts-20130117-010000.gz,101.0
pagecounts-20130117-020000.gz,101.0
pagecounts-20130117-030001.gz,98.0
pagecounts-20130117-040000.gz,97.0
pagecounts-20130117-050000.gz,90.0
pagecounts-20130117-060000.gz,86.0
pagecounts-20130117-070000.gz,89.0
pagecounts-20130117-080000.gz,95.0
pagecounts-20130117-090000.gz,101.0
pagecounts-20130117-100000.gz,106.0
pagecounts-20130117-110000.gz,109.0
pagecounts-20130117-120000.gz,111.0
pagecounts-20130117-130001.gz,112.0
pagecounts-20130117-140000.gz,113.0
pagecounts-20130117-150000.gz,112.0
pagecounts-20130117-160000.gz,112.0
pagecounts-20130117-170000.gz,113.0
pagecounts-20130117-180000.gz,111.0
pagecounts-20130117-190000.gz,112.0
pagecounts-20130117-200001.gz,112.0
pagecounts-20130117-210000.gz,111.0
pagecounts-20130117-220000.gz,108.0
pagecounts-20130117-230000.gz,103.0
pagecounts-20130118-000000.gz,96.0
pagecounts-20130118-010000.gz,98.0
pagecounts-20130118-020000.gz,102.0
pagecounts-20130118-030000.gz,93.0
pagecounts-20130118-040000.gz,87.0
pagecounts-20130118-050000.gz,76.0
pagecounts-20130118-060000.gz,76.0
pagecounts-20130118-070001.gz,75.0
pagecounts-20130118-080000.gz,93.0
pagecounts-20130118-090000.gz,94.0
pagecounts-20130118-100000.gz,99.0
pagecounts-20130118-110000.gz,102.0
pagecounts-20130118-120000.gz,103.0
pagecounts-20130118-130000.gz,105.0
pagecounts-20130118-140000.gz,106.0
pagecounts-20130118-150000.gz,105.0
pagecounts-20130118-160000.gz,105.0
pagecounts-20130118-170000.gz,106.0
pagecounts-20130118-180000.gz,108.0
pagecounts-20130118-190001.gz,106.0
pagecounts-20130118-200000.gz,105.0
pagecounts-20130118-210000.gz,101.0
pagecounts-20130118-220000.gz,99.0
pagecounts-20130118-230000.gz,99.0
pagecounts-20130119-000000.gz,92.0
pagecounts-20130119-010000.gz,86.0
pagecounts-20130119-020000.gz,82.0
pagecounts-20130119-030000.gz,78.0
pagecounts-20130119-040000.gz,77.0
pagecounts-20130119-050000.gz,78.0
pagecounts-20130119-060000.gz,77.0
pagecounts-20130119-070001.gz,80.0
pagecounts-20130119-080000.gz,83.0
pagecounts-20130119-090000.gz,87.0
pagecounts-20130119-100000.gz,93.0
pagecounts-20130119-110000.gz,96.0
pagecounts-20130119-120000.gz,98.0
pagecounts-20130119-130000.gz,100.0
pagecounts-20130119-140000.gz,99.0
pagecounts-20130119-150000.gz,98.0
pagecounts-20130119-160000.gz,99.0
pagecounts-20130119-170000.gz,100.0
pagecounts-20130119-180001.gz,102.0
pagecounts-20130119-190000.gz,102.0
pagecounts-20130119-200000.gz,100.0
pagecounts-20130119-210000.gz,98.0
pagecounts-20130119-220000.gz,97.0
pagecounts-20130119-230000.gz,98.0
pagecounts-20130120-000000.gz,92.0
pagecounts-20130120-010000.gz,91.0
pagecounts-20130120-020000.gz,82.0
pagecounts-20130120-030000.gz,77.0
pagecounts-20130120-040000.gz,75.0
pagecounts-20130120-050000.gz,75.0
pagecounts-20130120-060001.gz,76.0
pagecounts-20130120-070000.gz,77.0
pagecounts-20130120-080000.gz,80.0
pagecounts-20130120-090000.gz,86.0
pagecounts-20130120-100000.gz,92.0
pagecounts-20130120-110000.gz,99.0
pagecounts-20130120-120000.gz,101.0
pagecounts-20130120-130000.gz,97.0
pagecounts-20130120-140000.gz,103.0
pagecounts-20130120-150000.gz,105.0
pagecounts-20130120-160000.gz,106.0
pagecounts-20130120-170000.gz,105.0
pagecounts-20130120-180001.gz,104.0
pagecounts-20130120-190000.gz,105.0
pagecounts-20130120-200000.gz,101.0
pagecounts-20130120-210000.gz,104.0
pagecounts-20130120-220000.gz,103.0
pagecounts-20130120-230000.gz,99.0
pagecounts-20130121-000000.gz,92.0
pagecounts-20130121-010000.gz,85.0
pagecounts-20130121-020000.gz,85.0
pagecounts-20130121-030000.gz,84.0
pagecounts-20130121-040000.gz,82.0
pagecounts-20130121-050001.gz,81.0
pagecounts-20130121-060000.gz,82.0
pagecounts-20130121-070000.gz,84.0
pagecounts-20130121-080000.gz,88.0
pagecounts-20130121-090000.gz,97.0
pagecounts-20130121-100000.gz,101.0
pagecounts-20130121-110000.gz,98.0
pagecounts-20130121-120000.gz,98.0
pagecounts-20130121-130000.gz,102.0
pagecounts-20130121-140000.gz,105.0
pagecounts-20130121-150000.gz,106.0
pagecounts-20130121-160000.gz,107.0
pagecounts-20130121-170001.gz,107.0
pagecounts-20130121-180000.gz,102.0
pagecounts-20130121-190000.gz,98.0
pagecounts-20130121-200000.gz,102.0
pagecounts-20130121-210000.gz,101.0
pagecounts-20130121-220000.gz,97.0
pagecounts-20130121-230000.gz,95.0
pagecounts-20130122-000000.gz,84.0
pagecounts-20130122-010000.gz,78.0
pagecounts-20130122-020000.gz,72.0
pagecounts-20130122-030000.gz,70.0
pagecounts-20130122-040001.gz,71.0
pagecounts-20130122-050000.gz,69.0
pagecounts-20130122-060000.gz,69.0
pagecounts-20130122-070000.gz,83.0
pagecounts-20130122-080000.gz,89.0
pagecounts-20130122-090000.gz,89.0
pagecounts-20130122-100000.gz,94.0
pagecounts-20130122-110000.gz,96.0
pagecounts-20130122-120000.gz,98.0
pagecounts-20130122-130000.gz,103.0
pagecounts-20130122-140000.gz,107.0
pagecounts-20130122-150000.gz,109.0
pagecounts-20130122-160001.gz,109.0
pagecounts-20130122-170000.gz,108.0
pagecounts-20130122-180000.gz,105.0
pagecounts-20130122-190000.gz,110.0
pagecounts-20130122-200000.gz,107.0
pagecounts-20130122-210000.gz,100.0
pagecounts-20130122-220000.gz,101.0
pagecounts-20130122-230000.gz,99.0
pagecounts-20130123-000000.gz,91.0
pagecounts-20130123-010000.gz,85.0
pagecounts-20130123-020000.gz,83.0
pagecounts-20130123-030001.gz,83.0
pagecounts-20130123-040000.gz,81.0
pagecounts-20130123-050000.gz,82.0
pagecounts-20130123-060000.gz,86.0
pagecounts-20130123-070000.gz,84.0
pagecounts-20130123-080000.gz,88.0
pagecounts-20130123-090000.gz,93.0
pagecounts-20130123-100000.gz,99.0
pagecounts-20130123-110000.gz,101.0
pagecounts-20130123-120000.gz,103.0
pagecounts-20130123-130000.gz,105.0
pagecounts-20130123-140000.gz,108.0
pagecounts-20130123-150001.gz,111.0
pagecounts-20130123-160000.gz,112.0
pagecounts-20130123-170000.gz,114.0
pagecounts-20130123-180000.gz,117.0
pagecounts-20130123-190000.gz,113.0
pagecounts-20130123-200000.gz,110.0
pagecounts-20130123-210000.gz,110.0
pagecounts-20130123-220000.gz,107.0
pagecounts-20130123-230000.gz,105.0
pagecounts-20130124-000000.gz,98.0
pagecounts-20130124-010001.gz,92.0
pagecounts-20130124-020000.gz,87.0
pagecounts-20130124-030000.gz,87.0
pagecounts-20130124-040000.gz,84.0
pagecounts-20130124-050000.gz,87.0
pagecounts-20130124-060000.gz,88.0
pagecounts-20130124-070000.gz,86.0
pagecounts-20130124-080000.gz,87.0
pagecounts-20130124-090000.gz,93.0
pagecounts-20130124-100000.gz,97.0
pagecounts-20130124-110000.gz,99.0
pagecounts-20130124-120001.gz,100.0
pagecounts-20130124-130000.gz,111.0
pagecounts-20130124-140000.gz,118.0
pagecounts-20130124-150000.gz,120.0
pagecounts-20130124-160000.gz,123.0
pagecounts-20130124-170000.gz,116.0
pagecounts-20130124-180000.gz,113.0
pagecounts-20130124-190000.gz,111.0
pagecounts-20130124-200000.gz,109.0
pagecounts-20130124-210000.gz,110.0
pagecounts-20130124-220001.gz,113.0
pagecounts-20130124-230000.gz,110.0
pagecounts-20130125-000000.gz,101.0
pagecounts-20130125-010000.gz,101.0
pagecounts-20130125-020000.gz,103.0
pagecounts-20130125-030000.gz,90.0
pagecounts-20130125-040000.gz,84.0
pagecounts-20130125-050000.gz,87.0
pagecounts-20130125-060000.gz,88.0
pagecounts-20130125-070000.gz,87.0
pagecounts-20130125-080001.gz,92.0
pagecounts-20130125-090000.gz,101.0
pagecounts-20130125-100000.gz,105.0
pagecounts-20130125-110000.gz,102.0
pagecounts-20130125-120000.gz,104.0
pagecounts-20130125-130000.gz,107.0
pagecounts-20130125-140000.gz,121.0
pagecounts-20130125-150000.gz,112.0
pagecounts-20130125-160000.gz,110.0
pagecounts-20130125-170000.gz,109.0
pagecounts-20130125-180001.gz,114.0
pagecounts-20130125-190000.gz,112.0
pagecounts-20130125-200000.gz,103.0
pagecounts-20130125-210000.gz,102.0
pagecounts-20130125-220000.gz,97.0
pagecounts-20130125-230000.gz,97.0
pagecounts-20130126-000000.gz,90.0
pagecounts-20130126-010000.gz,88.0
pagecounts-20130126-020000.gz,82.0
pagecounts-20130126-030000.gz,79.0
pagecounts-20130126-040000.gz,78.0
pagecounts-20130126-050001.gz,78.0
pagecounts-20130126-060000.gz,79.0
pagecounts-20130126-070000.gz,80.0
pagecounts-20130126-080000.gz,83.0
pagecounts-20130126-090000.gz,87.0
pagecounts-20130126-100000.gz,92.0
pagecounts-20130126-110000.gz,97.0
pagecounts-20130126-120000.gz,105.0
pagecounts-20130126-130000.gz,101.0
pagecounts-20130126-140000.gz,102.0
pagecounts-20130126-150000.gz,105.0
pagecounts-20130126-160000.gz,107.0
pagecounts-20130126-170001.gz,107.0
pagecounts-20130126-180000.gz,106.0
pagecounts-20130126-190000.gz,105.0
pagecounts-20130126-200000.gz,103.0
pagecounts-20130126-210000.gz,100.0
pagecounts-20130126-220000.gz,99.0
pagecounts-20130126-230000.gz,95.0
pagecounts-20130127-000000.gz,91.0
pagecounts-20130127-010000.gz,88.0
pagecounts-20130127-020000.gz,83.0
pagecounts-20130127-030000.gz,81.0
pagecounts-20130127-040001.gz,82.0
pagecounts-20130127-050000.gz,80.0
pagecounts-20130127-060000.gz,81.0
pagecounts-20130127-070000.gz,83.0
pagecounts-20130127-080000.gz,87.0
pagecounts-20130127-090000.gz,90.0
pagecounts-20130127-100000.gz,99.0
pagecounts-20130127-110000.gz,99.0
pagecounts-20130127-120000.gz,99.0
pagecounts-20130127-130000.gz,100.0
pagecounts-20130127-140000.gz,103.0
pagecounts-20130127-150000.gz,105.0
pagecounts-20130127-160001.gz,108.0
pagecounts-20130127-170000.gz,109.0
pagecounts-20130127-180000.gz,107.0
pagecounts-20130127-190000.gz,107.0
pagecounts-20130127-200000.gz,105.0
pagecounts-20130127-210000.gz,105.0
pagecounts-20130127-220000.gz,102.0
pagecounts-20130127-230000.gz,96.0
pagecounts-20130128-000000.gz,89.0
pagecounts-20130128-010000.gz,85.0
pagecounts-20130128-020000.gz,85.0
pagecounts-20130128-030001.gz,85.0
pagecounts-20130128-040000.gz,83.0
pagecounts-20130128-050000.gz,81.0
pagecounts-20130128-060000.gz,82.0
pagecounts-20130128-070000.gz,87.0
pagecounts-20130128-080000.gz,94.0
pagecounts-20130128-090000.gz,98.0
pagecounts-20130128-100000.gz,100.0
pagecounts-20130128-110000.gz,103.0
pagecounts-20130128-120000.gz,104.0
pagecounts-20130128-130000.gz,107.0
pagecounts-20130128-140000.gz,109.0
pagecounts-20130128-150001.gz,112.0
pagecounts-20130128-160000.gz,111.0
pagecounts-20130128-170000.gz,112.0
pagecounts-20130128-180000.gz,108.0
pagecounts-20130128-190000.gz,106.0
pagecounts-20130128-200000.gz,103.0
pagecounts-20130128-210000.gz,99.0
pagecounts-20130128-220000.gz,98.0
pagecounts-20130128-230000.gz,92.0
pagecounts-20130129-000000.gz,87.0
pagecounts-20130129-010000.gz,83.0
pagecounts-20130129-020001.gz,82.0
pagecounts-20130129-030000.gz,82.0
pagecounts-20130129-040000.gz,82.0
pagecounts-20130129-050000.gz,81.0
pagecounts-20130129-060000.gz,85.0
pagecounts-20130129-070000.gz,87.0
pagecounts-20130129-080000.gz,87.0
pagecounts-20130129-090000.gz,93.0
pagecounts-20130129-100000.gz,97.0
pagecounts-20130129-110000.gz,101.0
pagecounts-20130129-120000.gz,102.0
pagecounts-20130129-130001.gz,107.0
pagecounts-20130129-140000.gz,110.0
pagecounts-20130129-150000.gz,112.0
pagecounts-20130129-160000.gz,113.0
pagecounts-20130129-170000.gz,111.0
pagecounts-20130129-180000.gz,110.0
pagecounts-20130129-190000.gz,108.0
pagecounts-20130129-200000.gz,106.0
pagecounts-20130129-210000.gz,105.0
pagecounts-20130129-220000.gz,101.0
pagecounts-20130129-230000.gz,96.0
pagecounts-20130130-000001.gz,90.0
pagecounts-20130130-010000.gz,90.0
pagecounts-20130130-020000.gz,88.0
