id,efficiency
93837,0.632653061224
425985,1.0
10923,1.0
294918,1.0
524295,1.0
535212,0.905325443787
360458,1.0
643767,1.0
426629,1.0
688148,0.52
622617,1.0
655390,1.0
491551,1.0
1114153,0.917355371901
1010354,1.0
491570,1.0
720947,1.0
983094,1.0
393225,1.0
786492,0.981875
983103,0.5625
65,1.0
852035,0.905482041588
611681,1.0
524374,0.862847222222
163933,1.0
622691,1.0
360551,0.277777777778
753768,1.0
1048683,1.0
262259,1.0
262260,0.777777777778
1048695,0.875
223935,1.0
1048701,1.0
557184,1.0
207552,0.931588340274
1081474,0.632653061224
458883,0.666666666667
393348,1.0
65670,1.0
393351,0.654320987654
365932,1.0
163981,0.666666666667
234861,1.0
32912,0.75
665594,1.0
959108,1.0
688275,0.952662721893
491669,0.5
65688,1.0
360601,1.0
1048731,1.0
950430,0.5
297441,0.777777777778
1081507,0.5
1015974,0.666666666667
655532,0.555555555556
852142,1.0
884911,0.967677136596
884916,1.0
183,1.0
360634,1.0
393405,0.897959183673
229567,1.0
16416,1.0
841078,1.0
131273,1.0
295116,1.0
229581,1.0
557262,1.0
813773,1.0
426192,0.625
65752,1.0
1147098,1.0
65755,1.0
590044,0.805555555556
1016029,1.0
458975,0.5
688355,0.5
950503,1.0
426218,1.0
131314,0.857142857143
557300,1.0
829267,1.0
797397,1.0
524544,1.0
491777,1.0
917763,1.0
1114375,0.840830449827
590088,1.0
98349,1.0
852242,0.92
1048851,0.65625
622869,0.891975308642
721174,0.943209876543
819479,1.0
845635,1.0
1016091,0.785123966942
950557,0.810650887574
327966,1.0
98593,1.0
360740,0.887617065557
360742,0.902222222222
1081639,0.75
491823,0.857142857143
491830,1.0
677257,1.0
655672,0.722222222222
229690,0.792470156107
557372,1.0
819518,1.0
229696,1.0
1125088,0.877551020408
393270,1.0
688459,1.0
229709,1.0
33102,0.5
622931,0.52
1048927,1.0
131424,0.611111111111
819555,0.938271604938
917861,1.0
885095,0.75
688489,0.8
459114,1.0
33131,0.882352941176
885102,0.888163265306
342627,0.84375
1016181,0.625
33143,0.88
262520,0.96
311359,1.0
622974,0.625
486123,1.0
557448,1.0
491918,0.0
273133,1.0
754065,0.5
328082,0.917355371901
294979,1.0
229780,0.5
835819,1.0
852378,1.0
721308,0.9375
393629,0.876033057851
459174,0.916666666667
682737,0.861111111111
590248,1.0
262570,0.76
928498,1.0
557486,0.938271604938
1016239,1.0
590256,1.0
284063,0.333333333333
164287,0.875
459200,1.0
688578,0.884688090737
426435,1.0
852420,0.833333333333
917957,1.0
33225,0.928888888889
917962,1.0
360909,1.0
950736,1.0
557526,1.0
852441,0.5
164317,1.0
524770,0.777777777778
994043,1.0
786918,0.76
721385,1.0
328170,1.0
983534,1.0
524784,1.0
1016305,0.88
1049077,0.5
33270,0.862244897959
393722,1.0
754172,1.0
852485,0.948096885813
1081864,1.0
1147407,1.0
852497,1.0
1147411,1.0
786968,1.0
1049115,1.0
1114657,1.0
229922,1.0
328230,0.5
918055,1.0
623151,1.0
262708,0.5
546228,0.666666666667
437562,1.0
361024,1.0
524866,0.75
787012,1.0
218551,0.56
950860,1.0
361037,0.809917355372
918094,1.0
754261,1.0
229974,1.0
787032,1.0
754266,1.0
1147486,0.851851851852
524904,1.0
66155,0.716049382716
