id,efficiency
868352,0.6
425985,1.0
524295,1.0
40968,0.5
354988,1.0
204814,0.714285714286
679955,1.0
712726,0.583333333333
679966,0.892561983471
385059,0.778546712803
630825,1.0
720947,0.666666666667
1073209,0.96694214876
786492,0.94
852035,0.944444444444
368712,1.0
172107,0.76
1089615,0.5
524374,0.666666666667
1106025,1.0
73844,0.5
319606,1.0
565374,1.0
516223,0.5
475271,1.0
376972,1.0
890222,0.75
884902,1.0
729255,1.0
1089707,0.801652892562
852140,1.0
884911,1.0
1155102,0.4
827574,1.0
270519,1.0
827580,0.985
770244,0.666666666667
486093,1.0
155861,0.888888888889
65752,1.0
516316,1.0
958697,1.0
8430,1.0
131314,1.0
377077,1.0
1097977,1.0
237820,0.666666666667
917763,1.0
1114375,0.8125
1123714,1.0
622869,1.0
721174,0.942222222222
819479,1.0
737560,1.0
950557,1.0
704801,0.861111111111
360740,1.0
114983,0.722222222222
1073449,0.75
1163563,0.916666666667
508207,1.0
696628,1.0
126854,1.0
229690,0.691358024691
549182,0.753086419753
1125088,1.0
1032515,0.875
688459,1.0
33102,0.5
409941,0.6
819555,1.0
106854,1.0
598076,0.666666666667
459114,1.0
33131,1.0
885102,0.69387755102
967033,0.666666666667
549259,0.97
500110,0.625
754065,1.0
328082,1.0
1130903,1.0
532888,0.777777777778
270749,1.0
385439,1.0
967077,1.0
262570,1.0
16816,1.0
500149,1.0
303549,1.0
688578,0.92
1073605,1.0
647624,1.0
647627,1.0
975311,0.5
852441,0.5
729565,1.0
524770,1.0
1090020,1.0
877030,1.0
1057259,1.0
28755,1.0
33270,1.0
647671,0.916666666667
213501,1.0
729601,0.8125
336387,1.0
852485,0.796875
762374,0.918367346939
758353,1.0
647703,0.851851851852
1032729,1.0
221724,0.68
94298,1.0
1073695,1.0
795168,0.777777777778
328230,0.5
1131051,0.8125
999980,1.0
623151,1.0
1155636,1.0
221759,1.0
82497,0.796875
639555,1.0
311883,1.0
877141,0.666666666667
827992,0.5
402010,0.625
1147486,1.0
172640,1.0
844385,0.8125
246370,0.881944444444
893546,0.875
66155,0.666666666667
1139315,1.0
959092,1.0
852601,0.84
1032827,1.0
1008257,1.0
909959,1.0
918154,1.0
8850,0.92
721555,1.0
901787,1.0
336542,0.5
213663,0.5
90786,1.0
713379,1.0
1155750,1.0
623271,1.0
374215,1.0
279216,1.0
770737,1.0
975540,1.0
516789,1.0
1114806,1.0
1114807,0.72
926394,0.859375
123588,1.0
1163979,1.0
279245,1.0
574167,0.555555555556
352991,1.0
770791,0.666666666667
852717,1.0
663679,0.734375
893692,1.0
287486,1.0
459528,0.8
811812,0.583333333333
860965,0.938775510204
1016615,0.877551020408
1073965,0.5
967479,1.0
1008440,1.0
197433,1.0
230202,1.0
582463,0.555555555556
328515,0.959183673469
33605,0.9169921875
197447,1.0
688972,1.0
312142,0.755102040816
1065810,1.0
787287,1.0
551738,1.0
549728,1.0
107362,1.0
353766,1.0
361334,1.0
172920,1.0
238460,1.0
934782,0.5
893825,0.92
9092,1.0
689047,1.0
361375,1.0
697260,1.0
1041325,0.777777777778
484270,1.0
861103,1.0
1000371,0.861111111111
959414,0.666666666667
115647,0.666666666667
33728,0.944444444444
74706,0.333333333333
979,1.0
1033173,1.0
50161,1.0
992244,1.0
566262,0.897959183673
418807,0.5
500733,1.0
304135,1.0
787465,1.0
386059,0.92
386061,1.0
754703,1.0
1074193,1.0
975890,1.0
795667,1.0
640021,1.0
271383,1.0
999599,1.0
877598,1.0
656427,0.875
459822,1.0
1033265,0.88
1082418,1.0
681017,0.8125
967739,1.0
197692,1.0
705598,1.0
328771,1.0
418885,0.836734693878
312393,0.795918367347
525393,1.0
1050126,1.0
1131607,1.0
312408,1.0
1066078,1.0
566369,0.777777777778
279651,1.0
549991,1.0
803946,0.760330578512
1049711,1.0
492673,1.0
787589,1.0
918663,1.0
959625,0.777777777778
533644,1.0
468109,1.0
1139857,1.0
1173,1.0
345240,1.0
581828,1.0
306031,0.546875
394399,1.0
58537,0.7
1033388,0.666666666667
1139891,1.0
566452,0.875
197813,0.333333333333
271544,0.888888888889
1210,0.5
206014,1.0
468164,1.0
836805,1.0
394441,0.666666666667
853194,0.78125
148687,0.694444444444
779477,0.827160493827
410842,1.0
410843,1.0
34019,0.5
1033445,1.0
1033450,1.0
967927,0.75
443641,0.8
1139962,0.5
928639,1.0
541955,1.0
34052,1.0
1049865,0.722222222222
992527,1.0
705811,1.0
1013294,1.0
222486,1.0
870765,0.666666666667
1008920,1.0
386332,1.0
681254,0.76
148776,1.0
590044,1.0
902450,1.0
812341,1.0
484662,1.0
1140036,0.5
795974,1.0
845129,1.0
722251,1.0
533848,1.0
386402,0.948096885813
877927,1.0
471271,1.0
1066350,0.777777777778
681330,1.0
394620,1.0
1000834,1.0
910723,1.0
247172,1.0
402834,0.555555555556
550295,0.666666666667
853405,0.666666666667
386464,1.0
517540,1.0
501160,0.5
837033,1.0
517553,0.801652892562
976337,0.8125
853432,0.836734693878
484797,1.0
132544,0.92
304578,1.0
673222,0.555555555556
91601,1.0
452050,1.0
83411,1.0
435670,1.0
370139,0.916666666667
247261,1.0
222691,1.0
1107430,1.0
329191,0.777777777778
746984,0.777777777778
239083,1.0
1058287,0.959183673469
75248,1.0
1066481,1.0
51061,1.0
509434,1.0
1123835,1.0
1082884,0.954081632653
919045,1.0
566798,1.0
296472,1.0
42521,0.5
218551,1.0
206379,0.944444444444
386605,0.777777777778
149052,1.0
108095,0.916666666667
534088,0.5
255561,1.0
542288,1.0
