id,efficiency
655365,1.0
524295,1.0
393225,0.555555555556
524306,1.0
961198,1.0
1048599,1.0
786456,1.0
393245,1.0
655390,0.75
589829,1.0
262179,0.965277777778
917550,1.0
1048625,0.88
393270,0.729166666667
1026740,1.0
393274,0.84
393275,1.0
786492,0.981529656608
65,0.82
1048643,0.5
524356,1.0
611681,1.0
1048648,0.78125
262224,1.0
131153,0.5
524370,1.0
414632,1.0
524374,0.858392336526
262231,0.555555555556
655450,0.469387755102
393309,1.0
655454,1.0
415077,1.0
262240,1.0
262241,0.938775510204
938375,1.0
786534,1.0
1048683,1.0
393324,1.0
393329,1.0
262259,1.0
262260,0.885847107438
1048695,0.877551020408
1048698,0.625
1048701,0.785123966942
131202,0.8125
393348,1.0
262277,0.48
393351,0.535
524425,0.333333333333
144,0.76
524434,0.625
917652,1.0
524439,0.897959183673
1048731,0.905817174515
786591,0.75
131237,1.0
393383,0.965
786601,1.0
655531,1.0
655532,0.84
575241,1.0
131248,1.0
917683,0.803324099723
786612,1.0
183,0.899653979239
1048761,1.0
393405,0.923611111111
262341,1.0
131273,0.859375
393422,1.0
786639,0.666666666667
699087,0.6875
223,1.0
131296,1.0
917733,1.0
655591,1.0
1048810,1.0
131314,0.817777777778
246,0.734693877551
196649,0.76
248,1.0
917759,1.0
524544,0.98347107438
131329,1.0
259,0.814814814815
960203,1.0
1048839,1.0
393480,1.0
131339,0.775510204082
272,1.0
1048851,0.671875
917786,1.0
393499,0.895833333333
131356,1.0
786725,0.666666666667
131366,0.5
393512,1.0
1048879,1.0
864185,0.666666666667
427733,0.5
677257,1.0
655672,0.820247933884
316,1.0
786749,0.609467455621
917824,1.0
393539,0.84375
284045,1.0
1048912,0.5
786489,1.0
524632,1.0
917855,0.861111111111
131424,0.632653061224
655714,1.0
917861,0.9175
1048636,1.0
786806,0.52
262520,0.933884297521
131450,0.888888888889
852031,0.5
1048958,0.375
131459,1.0
917894,1.0
1048968,0.836734693878
396,0.915
393618,0.722222222222
21913,1.0
524698,1.0
393629,0.905325443787
393631,0.625
131489,1.0
1070491,0.5
786852,1.0
786853,1.0
262570,0.703125
427,1.0
917934,1.0
786865,1.0
284063,0.5
444,0.857638888889
786879,0.5
655808,0.333333333333
524738,1.0
1049027,0.8125
917957,0.6875
393671,1.0
131529,1.0
917962,0.92
786894,1.0
109304,0.8125
393685,0.944444444444
131548,0.96
1157882,0.716049382716
524770,0.888888888889
483,0.863905325444
786918,0.875
262634,0.72
131564,1.0
262640,0.8125
655858,1.0
655859,1.0
524789,1.0
458836,1.0
786938,1.0
918017,1.0
131592,1.0
1049100,1.0
524820,0.916666666667
786968,0.666666666667
1049115,1.0
546,0.84
548,1.0
918055,0.833333333333
393769,0.833333333333
786986,1.0
918059,0.731301939058
393774,1.0
131633,1.0
262708,0.5
262711,1.0
524858,1.0
655932,1.0
982036,1.0
524866,0.876543209877
787012,0.666666666667
583,0.875
918094,0.740740740741
131667,0.92
787032,0.753086419753
808378,1.0
606,0.91
262753,0.724444444444
415163,1.0
393829,1.0
655975,1.0
524904,0.5
131691,0.892561983471
262764,1.0
131696,0.644444444444
918143,1.0
524928,0.875
240406,1.0
656008,1.0
918154,0.934601664685
1049229,0.76
393870,0.895061728395
655,1.0
1049237,1.0
1049238,0.625
262807,1.0
664,0.859375
131738,0.5
524959,1.0
787104,1.0
