id,efficiency
655365,1.0
524295,1.0
393225,0.555555555556
524306,1.0
961198,1.0
393245,1.0
655390,0.75
589829,1.0
262179,0.965277777778
917550,1.0
393270,0.72
1026740,1.0
393274,0.84
393275,1.0
786492,0.980624142661
65,0.82
1048643,0.5
1048648,0.877551020408
131153,0.5
741971,1.0
414632,1.0
524374,0.861531190926
262231,0.555555555556
655450,0.469387755102
393309,1.0
655454,1.0
415077,1.0
262240,1.0
938375,1.0
1048683,0.805555555556
393324,1.0
393329,1.0
262259,1.0
262260,0.902038132807
1048695,0.875
131194,1.0
1048701,0.785123966942
393348,1.0
262277,0.68
393351,0.497041420118
144,0.76
524434,0.625
1048731,0.916897506925
131237,1.0
393383,0.956747404844
786601,1.0
655532,0.864197530864
131248,1.0
917683,0.806228373702
786612,1.0
183,0.916955017301
1048761,1.0
393405,0.930555555556
131273,0.859375
786639,1.0
830159,1.0
917727,0.944444444444
131296,1.0
917733,1.0
655591,1.0
1048810,1.0
131314,0.868055555556
246,0.734693877551
248,0.959183673469
568021,1.0
524544,0.944444444444
131329,1.0
259,0.877551020408
1048839,1.0
655624,1.0
131339,0.861111111111
272,1.0
1048851,0.703125
393499,0.876033057851
759436,1.0
786725,1.0
131366,1.0
393512,1.0
655663,1.0
864185,0.666666666667
677257,1.0
655672,0.792899408284
316,1.0
786749,0.632653061224
917824,1.0
393539,0.938775510204
284045,1.0
786489,1.0
524632,1.0
917855,0.75
131424,0.666666666667
655714,1.0
917861,0.91049382716
1048636,1.0
786806,0.52
262520,0.933884297521
131450,0.888888888889
1048958,0.625
131459,1.0
917894,1.0
1048968,0.938775510204
396,0.97
393618,0.6
21913,1.0
524698,1.0
393629,0.894097222222
393631,0.625
524705,1.0
1070491,0.333333333333
786852,1.0
786853,1.0
262570,0.52
427,1.0
786865,1.0
284063,0.333333333333
444,0.847645429363
786879,0.5
655808,0.333333333333
524738,1.0
1049027,0.8125
917957,0.555555555556
393671,1.0
131529,1.0
917962,0.92
786894,1.0
1157880,0.555555555556
393685,0.975308641975
1157882,0.709342560554
379729,1.0
524770,0.795918367347
483,0.828125
786918,0.875
838004,1.0
262634,0.72
131564,1.0
262640,0.8125
655858,1.0
655859,1.0
524789,1.0
786938,1.0
918017,1.0
131592,1.0
1049100,1.0
524820,0.916666666667
786968,0.666666666667
1049115,1.0
548,1.0
918055,0.8125
393769,0.833333333333
786986,1.0
918059,0.72
393774,1.0
131633,1.0
262708,0.5
524858,1.0
655932,1.0
524866,0.836734693878
787012,0.666666666667
583,1.0
918094,0.740740740741
131667,0.92
787032,0.828125
808378,1.0
606,0.918367346939
262753,0.709183673469
677307,1.0
393829,1.0
524904,0.6
524907,1.0
262764,1.0
131696,0.627551020408
918143,1.0
524928,1.0
109334,1.0
656008,1.0
918154,0.926035502959
546242,1.0
393870,0.895061728395
1049237,1.0
1049238,1.0
262807,1.0
664,0.872448979592
131738,0.5
787104,1.0
393890,1.0
437019,0.92
684,0.583333333333
787118,0.865740740741
131760,0.88
656049,1.0
656055,0.8671875
1049273,0.814814814815
524993,0.75
262850,0.75
787139,0.867768595041
787141,1.0
524998,1.0
711,1.0
713,0.876543209877
373391,1.0
262869,1.0
1136079,1.0
852090,1.0
393951,1.0
740,0.777777777778
1049318,1.0
393959,1.0
656107,0.716049382716
131820,1.0
752,1.0
525042,0.867768595041
