ID,url_name
11,Quincy_Timberlake
29,Fanny_Edelman
252,Georges_Colombier
1858,Mira_Spivak
16847,Auguste_Beernaert
166581,Alan_Payan_Pryce-Jones
166595,Lino_Oviedo
166605,Fereydun_Ebrahimi
166611,C._Anthony_Muse
166647,Harry_Lane
166654,Luis_Cabrera_Lobato
166704,William_J._Burke
166715,Ignacio_Agramonte
166729,Charles_Djou
166732,Vera_C._Bushfield
16851,Goran_Granić
166748,Maximilian_Vogel_von_Falckenstein
166783,Michel_Sergent
166794,George_W._Collins
166795,Patrice_Gélard
166799,Józef_Cyrankiewicz
166807,Darryl_Rouson
166819,Johanna_Karimäki
166826,"Dominic_Hubbard,_6th_Baron_Addington"
166838,Pierre-André_Kombila
166850,Norman_Iversen
16853,Jean_Moreau_de_Séchelles
166877,Jens_Marcus_Mottré
166882,Ketil_Skogen
166893,Zhang_Hao_(Wu)
166901,Ivor_Bulmer-Thomas
166902,Bi_Jingquan
166917,Mendel_Balberyszski
166935,Ben_Zyskowicz
166951,Paul_Wessel
166974,Lillian_Ross_(politician)
166985,José_E._Serrano
16881,William_Stephens_Smith
166987,Abd_al-Rahman_al-Bazzaz
166997,Joseph_Deane
167027,Juan_José_León_Rubio
167051,Jānis_Tutins
167053,Khosrov_bey_Sultanov
167056,"Arthur_Wolfe,_1st_Viscount_Kilwarden"
167094,Christian_Hansen_Wollnick
167101,Harvey_Proctor
167110,R._L._Jalappa
167131,Guillermo_Moreno
16933,Lansana_Fadika
167151,"Athanase_Louis_Marie_de_Loménie,_comte_de_Brienne"
167158,Assad_Murtaza_Gilani
167165,Lysane_Blanchette-Lamothe
167167,Mary_Bradley
167173,Mary_Moran_(politician)
167179,Tara_Singh_Varma
167184,Gonzalo_Alemán_Migliolo
167198,Carl_Stokes
167260,Kazi_Zafar_Ahmed
167267,Roger_Pomerleau
16938,Helga_Helgesen
167320,Roy_Innis
167391,Yitzhak_Klinghoffer
167403,Yang_Hong_(Yuan_Shu_official)
167415,Toshikatsu_Matsuoka
167432,Kimble_Sutherland
167455,Rodney_Whittemore
167479,"John_FitzPatrick,_2nd_Earl_of_Upper_Ossory"
167554,Howard_Epstein
167555,Alexis_Thambwe_Mwamba
167565,Louise_Bours
16943,Oliver_Wehner
167585,Ayman_Odeh
167608,Cathy_McMorris_Rodgers
167613,Aurora_Aguilar_Rodríguez
167637,Lena_Hjelm-Wallén
167639,Delia_Guerrero_Coronado
167640,Pete_Saenz
167665,Laure_Olga_Gondjout
167685,Silvia_Carrera
167726,Jeffrey_Dinowitz
167737,Frank_Metcalfe
16947,José_González_Ortíz
167742,John_Gilchrist_(Canadian_politician)
167764,Majid_Kavian
167772,Jyrki_Otila
167776,Dan_Cullinane
167839,Erico_Aumentado
167841,"Rowland_Blades,_1st_Baron_Ebbisham"
167847,Omar_al-Bashir
167870,Lawrence_Pope
167876,Francis_Bothwell
167879,Noman_Çelebicihan
16948,Marietta_Farrell
167898,Ray_Mallon
167917,Anton_Fredrik_Klaveness_(1903–1981)
167966,Mohamed_Said_Samatar
168001,Lim_Koon_Teck
168002,Siphiwe_Nyanda
168025,Lou_Blessing
168034,Mian_Shah_Din
168066,Aishat_Ismail
168078,A._Thangathurai
168099,Claudio_Aranzadi
16961,Omar_Pasha_Vrioni_II
168115,Jonas_Basanavičius
168129,Denis_Burke_(Irish_politician)
168134,Cristina_Lizardo
168150,Hoani_Paraone_Tunuiarangi
168161,Theresia_Haidlmayr
168191,Antanas_Tumėnas
168291,Kathy_Kozachenko
168292,P._M._Sayeed
168315,Sathi_Narain
168323,Hasan_Saka
1867,Brody_Sweeney
16972,Michael_Prysner
168328,John_Waddell_(politician)
168345,Prasanta_Pradhan
168379,Sara_Stockfleth_Christie
168396,Calvin_Smyre
168402,Adolf_Hitler
168403,Wajdi_Mallat
168421,Ottar_Brage_Guttelvik
168465,Ulisse_Dini
168486,Helen_Fløisand
168522,Harold_W._Hopp
16974,Kamanawa
168525,Gaston_Geens
168536,Bhavanam_Venkatarami_Reddy
168556,Mihail_Gheorghiu_Bujor
168585,Daniel_O'Neill_(Royalist)
168586,Enrique_Martínez_(politician)
168589,Somdy_Douangdy
168596,Leonid_Korniyets
168650,Éric_Piolle
168658,Robert_Bobb
168660,"Charles_Fenton,_Sr."
16982,Joaquín_Lloréns_Fernández_de_Cordoba
168680,Muctar_Yunos_Junaid
168690,Bujar_Bukoshi
168707,Harald_Norvik
168749,Michael_D._Harter
168764,Joseph_L._Fisher
168765,Henrik_Havas
168773,Alfred_Reynolds_(writer)
168785,Ivan_Ionaș
168803,Zsolt_Páva
168815,Leopold_Hasner_von_Artha
16990,Thomas_Brackett_Reed
168834,Otto_Huseklepp
168836,Seán_Connick
168837,Joseph_C._Casdin
168849,William_Greene_(lieutenant_governor)
168851,Deng_Pufang
168856,K._Anbazhagan
168860,Felicity-Ann_Lewis
168895,Kadish_Luz
168910,Marylise_Lebranchu
168924,Jean_Defraigne
17006,Tawi_Sli
168965,Ghulam_Bibi_Bharwana
168973,John_Greenhalgh_(governor)
168993,Brian_Campion_(politician)
169018,Padmalal_de_Alwis
169036,John_Murray_(Victorian_politician)
169038,Pierre_Fortier
169056,Shavonda_E._Sumter
169071,Carlos_Ayala_Vargas
169076,Víctor_Manuel_Torres
169093,Abdullah_Öcalan
17007,Enrique_Balmaceda
169108,Heladio_Verver_y_Vargas
169111,José_Román_Abreu
169113,Costică_Canacheu
169120,Seán_Garland
169137,Dennis_Stevenson
169172,Tim_Harris_(politician)
169178,Nitipoom_Navaratna
169194,Abdalá_Bucaram
169203,Albert_Osswald
169205,"Guy_Black,_Baron_Black_of_Brentwood"
17010,Imre_Horváth
169223,Fakih_Usman
169250,Cornelius_Botha
169251,José_Francisco_Cevallos
169268,"Jun_Hemedes,_Jr."
169274,Chip_Rogers
