ID,url_name
954908,"Robert_Deane,_1st_Baron_Muskerry"
954910,Zoltán_Lengyel
954953,Jesús_Alejandro_Cruz_Gutiérrez
954958,Jack_E._Bronston
955000,Jagjit_Singh_Chauhan
9858,Vladimír_Clementis
94867,Yaichi_Tanigawa
955001,Matthew_Groom
955008,Leslie_Love
955010,Milan_Piroćanac
955027,Yoel_Hasson
955064,William_Franklin_(Ireland)
955072,Eunice_Kazembe
955087,Ramon_Durano_VI
955100,Sigrid_Brattabø_Handegard
955147,Mette_Tønder
955174,Du_Xi
94871,M.P._Sayed_Mohammaed_Koya
955175,Nand_Kishore_Yadav
955179,Halvor_Moxnes_Landsem
955226,Jerry_Green_(politician)
955239,Tom_O'Reilly_(Cavan_politician)
955255,Jurgis_Jurgelis
955286,Valter_Flego
955326,Anubrata_Mandal
955332,Georges_Bonnet
955348,Ram_Sardjoe
955355,Kostyantyn_Zhevago
94873,William_E._Duffield
955375,Oscar_Torp
955384,Jim_Wayne
955398,Ryosei_Tanaka
955404,Antonis_Tritsis
955405,Igli_Cara
955434,Ole_Jacob_Frich
955462,Peter_Schulz
955467,Moshe_Sharett
955477,Satyajeet_Patil
955488,Laura_Angélica_Rojas_Hernández
94889,Chen_Show_Mao
955512,Tsega_Melaku
955521,Yamao_Yōzō
955565,Donald_Benham
955577,Mark_Peck
955614,Robert_Schuman
955646,Thakur_Ganpat_Singh
955647,Ivan_Ivanov_Bagryanov
955652,Douglas_Wilder
955671,Hussam_ad-Din_Jarallah
955674,Imre_Hideghéthy
94932,Arvind_Kumar_Singh
955681,Erick_Mauricio_Rodríguez
955682,Sevahir_Bayındır
955706,Egan_Chambers
955718,Tina_Lagostena_Bassi
955720,S._R._Kanaganayagam
955724,Teopolina_Mushelenga
955782,Bertram_Stuart_Straus
955786,Martin_Graf
955794,Junaid_Akbar
955807,Stephen_Mayne
94956,Kálmán_Kulcsár
955809,Cathy_McLeod
955819,Jose_C._Muñoz
955846,Joseph_Wiszowaty
955859,Piotr_Jaroszewicz
955862,Carl_Adolph_Dahl
955887,Xu_Shaohua_(politician)
955899,Frédéric_Marcelin
955921,Mar_Roxas
955954,"Manuel_Luís_Osório,_Marquis_of_Erval"
955960,Olga_Maturana
94971,Jean_Jaurès
955961,Devendra_Prasad_Yadav
955988,Mick_Lanigan
956000,Khy_Taing_Lim
956004,Usman_Ibrahim
956007,Sala_Burton
956045,Amer_Husni_Lutfi
956050,Fintan_Kennedy
956083,Jean_Auguste_Berthaut
956092,James_Logan_(statesman)
956093,Martynas_Jankus
94975,Víctor_Manuel_Jorrín
956104,David_Hanson_(politician)
956151,Jama_Ahmed_Mohamed
956177,Louis_Mbanefo
956188,Barbara_Boxer
956200,Li_Tiejun
956205,Jamal_Khwaja
956262,G._L._Peiris
956286,Robert_Doyle
956298,Mikhail_Alekseyev
956304,Jan_Zamoyski_(1912–2002)
94992,Nawab_Jan
956314,Saidu_Dansadau
956318,Samuel_Rinnah_Van_Sant
956349,Akpor_Pius_Ewherido
956353,Akihisa_Nagashima
956358,Kristin_Moe
956363,Vladimir_Kolesnikov
956383,Thomas_Hayden_(Irish_politician)
956405,Eliot_Davis
956413,Alexander_Atabekian
956432,Donald_Cleland
95035,James_Yancy_Callahan
956445,Ramon_Mitra_III
956468,Julius_Rockwell
956473,Dilipkumar_Gandhi
956474,Chiou_I-jen
956477,Lee_Beom-seok_(foreign_minister)
956484,Paul_Lucas_(politician)
956494,Eduard_Heinl
956495,Ronald_Snapper
956502,Albert_Levitt
956522,Nicolás_Estévanez
9863,William_C._Cozzens
95048,Annemarie_Biechl
956528,Bhavana_Gawali
956530,Soejima_Taneomi
956541,Robert_Torrens_O'Neill
956563,José_Ramón_García_Antón
956572,Antonio_Modesto_Quirasco
956582,Salvador_Abascal
956584,Bobby_Sands
956605,Zakaria_Azmi
956606,Özgür_Özel
956618,Cai_Mingzhao
95063,Florian_Ștefănescu-Goangă
956641,Roberto_Colín_Gamboa
956673,Ion_Constantin_Ciobanu
956698,Richard_Dean_Rogers
956703,Alan_Green_(Cleethorpes)
956723,María_Reynoso_Femat
956741,Robert_Ajayi_Boroffice
956769,Gan_Peck_Cheng
956774,Bill_Young_(Australian_politician)
956803,Frøydis_Elisabeth_Sund
956820,Paul_Krause
95099,George_Washington
956822,Aryeh_Sheftel
956824,Themistokles_Dudu_Murorua
956886,Gregor_Golobič
956917,Arthur_Bridges
956931,Eriko_Yamatani
956948,Ivan_Musatov
956949,Stefan_Meller
957022,Thomas_Woolley
957043,Julio_Castellanos_Ramírez
957056,Jacques_Delors
95105,Grigory_Rapota
957063,Harry_Vestli
957071,Bheki_Cele
957084,Lajos_Drahos
957130,Michael_Chong
957148,Ilgar_Mammadov
957154,Rafiq_Hajat
957191,Tommy_Galán
957213,Henrik_Asheim
957250,Józef_Sapieha
957264,Kathryn_Hay
95106,Bart_De_Wever
957275,Árni_Mathiesen
957283,Igor_Šoltes
957299,Charles_McGavin
957316,Alexander_Fiévez
957323,Philippe_Muyters
957333,Harvey_Locke_Carey
957335,Wiesław_Jędrusik
957351,Trevor_Pettit
957363,Adrian_Cochrane-Watson
957375,Aggrey_Jaden
95124,Meglena_Kuneva
957444,Dave_Koehler
957445,Grant_Cogswell
957455,Allison_Ball
957472,Karl_Weber_(German_politician)
957480,Thomas_Green_Clemson
957515,"William_Spaulding_(Washington,_D.C.)"
957530,Jean-Pierre_Bemba
957532,Ludwig_Stiegler
957557,Cheng_Shiqing
957571,Hedy_Fry
95129,Muthu_Swamy
957574,Ashok_Kumar_(British_politician)
957598,Norbert_Frýd
957627,Laura_Chinchilla
957654,Dahir_Riyale_Kahin
957657,Paul_Goggins
957659,Seema_Mohiuddin_Jameeli
957691,Wu_Tingfang
957694,Jean_Rey_(politician)
957702,Edu_Manzano
957710,Jean-Pierre_Cantegrit
95138,Janet_Carlson
957719,David_John_Little
957725,Arthur_Lynch_fitz_Andrew
957727,Sigmund_Hagen
957730,"Robert_Roberts,_Jr."
957766,Pieter_Rink
957794,O._Madhavan
957796,Per_J._Jordal
957814,Rudra_Narayan_Pany
957819,Kristyn_Wong-Tam
957822,Meng_Xuenong
95148,Tomor_Malasi
957825,Edward_St._Loe_Livermore
957832,Joseph_A._Maynard
957835,Melvin_L._Stukes
957872,Alejandro_González_Alcocer
957883,Thembo_Nyombi
957893,Angus_McKay_(Manitoba_politician)
957930,Pat_Morton
957959,Hugo_Banzer
957966,Haji_Arafat_Shaikh
957976,Ture_Malmgren
95156,Abdullahi_Aliyu_Sumaila
957993,Zhao_Zhiyong
957997,W._Peyton_Cunningham
958030,Jorge_Alonso_Treviño
958065,Robert_Dockered
958101,Vangaveeti_Mohana_Ranga
958108,Sunil_Mishra
958112,Saktiandi_Supaat
958160,Ben_Cayetano
958164,Eusebio_Ayala
958173,Ali_Ahmed_Abdulla
9868,Avtar_Singh_Malhotra
95160,Stein_Ørnhøi
958210,Paul_Hay_du_Chastelet
958268,Walter_Felag
958285,Pål_Berrefjord
958287,J._Harry_Covington
958318,Wu_Shuangzhan
958325,Thomas_Keens
958330,Bartolomé_Masó
958339,Susanna_Haapoja
958349,David_Miliband
958362,Alexandru_Cotruță
95164,Hugo_Rodríguez_Díaz
958373,Rafael_Izquierdo_y_Gutiérrez
958375,Emmanuel_Uduaghan
958395,József_Dancsó
958414,Levi_Collison
958421,Michaela_Boyle
