node,year
997755.0,2003
247172.0,2003
1123835.0,2003
397918.0,2003
1125088.0,2003
810583.0,2003
453102.0,2003
1126640.0,2003
128578.0,2003
779477.0,2003
1071629.0,2003
203958.0,2003
206379.0,2003
759765.0,2003
210163.0,2003
855075.0,2003
227887.0,2003
232093.0,2003
720947.0,2003
53138.0,2003
237034.0,2003
250223.0,2003
376972.0,2003
713379.0,2003
279651.0,2003
289641.0,2003
403156.0,2003
1036769.0,2003
323278.0,2003
328515.0,2003
504940.0,2003
772881.0,2003
330828.0,2003
355224.0,2003
377153.0,2003
386059.0,2003
400675.0,2003
300978.0,2003
449339.0,2003
524770.0,2003
877598.0,2003
253923.0,2003
46545.0,2003
483237.0,2003
508207.0,2003
523264.0,2003
541648.0,2003
550645.0,2003
792762.0,2003
55745.0,2003
592390.0,2003
594804.0,2003
1155750.0,2003
603785.0,2003
109829.0,2003
608753.0,2003
948883.0,2003
257139.0,2003
629591.0,2003
719358.0,2003
750072.0,2003
662276.0,2003
671468.0,2003
685362.0,2003
696628.0,2003
707836.0,2003
1052210.0,2003
955652.0,2003
1066481.0,2003
9092.0,2003
647671.0,2003
66155.0,2003
799079.0,2003
408477.0,2003
819555.0,2003
349989.0,2003
509892.0,2003
83411.0,2003
885102.0,2003
893825.0,2003
910723.0,2003
918663.0,2003
924426.0,2003
955467.0,2003
962058.0,2003
980040.0,2003
995215.0,2003
1160623.0,2003
452623.0,2003
1033445.0,2003
649969.0,2003
517540.0,2003
1052392.0,2003
536449.0,2003
60241.0,2003
1068325.0,2003
591585.0,2003
1094415.0,2003
621108.0,2003
110624.0,2003
1074193.0,2003
1113582.0,2003
7203.0,2003
1118769.0,2003
1141295.0,2003
1155102.0,2003
16353.0,2003
168851.0,2003
113915.0,2003
197692.0,2003
240350.0,2003
240692.0,2003
945526.0,2003
864154.0,2003
261400.0,2003
1019393.0,2003
262570.0,2003
279216.0,2003
216691.0,2003
297564.0,2003
849180.0,2003
328771.0,2003
270519.0,2003
944751.0,2003
371715.0,2003
376170.0,2003
4070.0,2003
388933.0,2003
124590.0,2003
1013294.0,2003
411366.0,2003
109927.0,2003
473907.0,2003
484797.0,2003
666443.0,2003
473398.0,2003
694283.0,2003
500110.0,2003
950557.0,2003
719204.0,2003
28755.0,2003
823245.0,2003
938481.0,2003
250195.0,2003
652464.0,2003
779999.0,2003
954289.0,2003
141064.0,2003
568894.0,2003
248061.0,2003
924726.0,2003
22381.0,2003
588173.0,2003
600955.0,2003
604644.0,2003
122862.0,2003
1008440.0,2003
709501.0,2003
588446.0,2003
532110.0,2003
1130396.0,2003
747492.0,2003
760449.0,2003
759778.0,2003
787465.0,2003
783672.0,2003
37907.0,2003
811812.0,2003
1013020.0,2003
659769.0,2003
1135327.0,2003
853432.0,2003
724636.0,2003
856441.0,2003
892110.0,2003
120228.0,2003
937930.0,2003
941378.0,2003
612873.0,2003
980975.0,2003
1005710.0,2003
475095.0,2003
186911.0,2003
213501.0,2003
1033265.0,2003
102795.0,2003
524295.0,2003
1049711.0,2003
1058287.0,2003
731382.0,2003
146535.0,2003
97813.0,2003
294215.0,2003
1144115.0,2003
1127520.0,2003
502514.0,2003
1149506.0,2003
910984.0,2003
916990.0,2003
466412.0,2003
840148.0,2003
18757.0,2003
228586.0,2003
456509.0,2003
1143926.0,2003
220239.0,2003
475271.0,2003
948898.0,2003
280346.0,2003
512411.0,2003
306931.0,2003
363151.0,2003
94298.0,2003
413672.0,2003
447410.0,2003
351759.0,2003
456647.0,2003
457713.0,2003
489637.0,2003
835306.0,2003
498258.0,2003
276770.0,2003
518885.0,2003
656427.0,2003
532888.0,2003
550981.0,2003
596158.0,2003
678031.0,2003
597172.0,2003
610418.0,2003
612716.0,2003
643923.0,2003
663220.0,2003
1102276.0,2003
1061055.0,2003
660669.0,2003
66230.0,2003
681330.0,2003
693963.0,2003
698814.0,2003
223295.0,2003
709953.0,2003
718634.0,2003
720465.0,2003
453359.0,2003
74706.0,2003
374050.0,2003
907094.0,2003
309335.0,2003
908724.0,2003
919045.0,2003
906113.0,2003
271383.0,2003
499003.0,2003
946975.0,2003
947259.0,2003
227821.0,2003
967927.0,2003
972686.0,2003
979.0,2003
165651.0,2003
987768.0,2003
103032.0,2003
61884.0,2003
430813.0,2003
1071514.0,2003
185683.0,2003
1073695.0,2003
1081159.0,2003
96727.0,2003
121835.0,2003
411589.0,2003
673383.0,2003
765343.0,2003
842282.0,2003
1121058.0,2003
484662.0,2003
148687.0,2003
793940.0,2003
661652.0,2003
160504.0,2003
773668.0,2003
167198.0,2003
541955.0,2003
1008920.0,2003
207017.0,2003
216907.0,2003
223613.0,2003
430840.0,2003
224973.0,2003
645953.0,2003
257336.0,2003
878858.0,2003
292561.0,2003
266603.0,2003
566369.0,2003
2948.0,2003
316463.0,2003
309936.0,2003
401062.0,2003
316897.0,2003
317061.0,2003
944520.0,2003
272398.0,2003
880963.0,2003
348738.0,2003
777356.0,2003
823456.0,2003
428196.0,2003
438474.0,2003
1021642.0,2003
459114.0,2003
149052.0,2003
489681.0,2003
1110247.0,2003
175501.0,2003
174567.0,2003
211965.0,2003
1110150.0,2003
527747.0,2003
1139891.0,2003
529253.0,2003
533848.0,2003
386061.0,2003
534224.0,2003
1143302.0,2003
585641.0,2003
90786.0,2003
593533.0,2003
601285.0,2003
607873.0,2003
8430.0,2003
666707.0,2003
657192.0,2003
781852.0,2003
411679.0,2003
702383.0,2003
946425.0,2003
719758.0,2003
744929.0,2003
1070515.0,2003
852601.0,2003
748696.0,2003
145568.0,2003
174177.0,2003
76883.0,2003
712684.0,2003
565159.0,2003
796605.0,2003
1159383.0,2003
827992.0,2003
866814.0,2003
881021.0,2003
900981.0,2003
183601.0,2003
923156.0,2003
1093431.0,2003
930911.0,2003
936823.0,2003
963063.0,2003
968770.0,2003
1021676.0,2003
969294.0,2003
975890.0,2003
653607.0,2003
982139.0,2003
983019.0,2003
967479.0,2003
992244.0,2003
1008257.0,2003
1019845.0,2003
247793.0,2003
1037849.0,2003
1073965.0,2003
651486.0,2003
377077.0,2003
1130903.0,2003
131314.0,2003
865901.0,2003
1131051.0,2003
155861.0,2003
1137988.0,2003
427997.0,2003
1148828.0,2003
1079759.0,2003
1152767.0,2003
207880.0,2003
119440.0,2003
13547.0,2003
802718.0,2003
136208.0,2003
149494.0,2003
152379.0,2003
473002.0,2003
157504.0,2003
172107.0,2003
206014.0,2003
339779.0,2003
186393.0,2003
610856.0,2003
673222.0,2003
933572.0,2003
739274.0,2003
127016.0,2003
213663.0,2003
70827.0,2003
744107.0,2003
35238.0,2003
247261.0,2003
506361.0,2003
264175.0,2003
27005.0,2003
304135.0,2003
318435.0,2003
1079660.0,2003
328082.0,2003
368177.0,2003
386605.0,2003
39191.0,2003
406950.0,2003
414217.0,2003
566798.0,2003
417000.0,2003
339379.0,2003
425985.0,2003
898768.0,2003
457200.0,2003
449173.0,2003
643351.0,2003
50161.0,2003
801134.0,2003
518518.0,2003
526184.0,2003
503774.0,2003
967033.0,2003
547706.0,2003
563388.0,2003
382996.0,2003
798878.0,2003
299660.0,2003
955614.0,2003
546611.0,2003
597032.0,2003
944185.0,2003
569222.0,2003
765528.0,2003
593926.0,2003
1032827.0,2003
486549.0,2003
61137.0,2003
630825.0,2003
764153.0,2003
640765.0,2003
65752.0,2003
667756.0,2003
435670.0,2003
695910.0,2003
1103415.0,2003
313323.0,2003
701905.0,2003
706586.0,2003
853405.0,2003
749482.0,2003
759792.0,2003
1118327.0,2003
992527.0,2003
806645.0,2003
832516.0,2003
845129.0,2003
836805.0,2003
531261.0,2003
787589.0,2003
859372.0,2003
893546.0,2003
371727.0,2003
484270.0,2003
386332.0,2003
924230.0,2003
691220.0,2003
937442.0,2003
93895.0,2003
375447.0,2003
471271.0,2003
1002351.0,2003
1015761.0,2003
1052034.0,2003
1059392.0,2003
1060876.0,2003
1072055.0,2003
1005968.0,2003
843532.0,2003
244934.0,2003
1131607.0,2003
1106025.0,2003
1136943.0,2003
988519.0,2003
339324.0,2003
34052.0,2003
1144733.0,2003
1161075.0,2003
116577.0,2003
121180.0,2003
122219.0,2003
127049.0,2003
734829.0,2003
494315.0,2003
137278.0,2003
145687.0,2003
956188.0,2003
156050.0,2003
163473.0,2003
145974.0,2003
174808.0,2003
175429.0,2003
228757.0,2003
407737.0,2003
23156.0,2003
373438.0,2003
243781.0,2003
255561.0,2003
258287.0,2003
266194.0,2003
268800.0,2003
170749.0,2003
530107.0,2003
268856.0,2003
284286.0,2003
284845.0,2003
286055.0,2003
34019.0,2003
938373.0,2003
29060.0,2003
985854.0,2003
311883.0,2003
319606.0,2003
795667.0,2003
32674.0,2003
416377.0,2003
327526.0,2003
1094973.0,2003
329695.0,2003
352991.0,2003
361279.0,2003
611813.0,2003
394620.0,2003
854092.0,2003
904691.0,2003
455455.0,2003
897551.0,2003
675856.0,2003
534088.0,2003
576215.0,2003
142910.0,2003
581828.0,2003
1079085.0,2003
486763.0,2003
596782.0,2003
1133682.0,2003
62877.0,2003
371862.0,2003
86016.0,2003
714848.0,2003
717692.0,2003
721555.0,2003
46574.0,2003
75248.0,2003
758353.0,2003
169650.0,2003
905564.0,2003
776096.0,2003
792597.0,2003
989739.0,2003
795974.0,2003
80530.0,2003
593155.0,2003
167637.0,2003
749064.0,2003
749639.0,2003
339728.0,2003
847226.0,2003
866330.0,2003
877927.0,2003
668230.0,2003
137100.0,2003
888967.0,2003
904505.0,2003
287486.0,2003
928639.0,2003
967739.0,2003
43200.0,2003
972103.0,2003
119355.0,2003
985468.0,2003
987753.0,2003
1000834.0,2003
1002482.0,2003
101010.0,2003
334460.0,2003
1018682.0,2003
855655.0,2003
1065810.0,2003
870497.0,2003
106854.0,2003
295362.0,2003
651909.0,2003
488234.0,2003
371355.0,2003
1146131.0,2003
559580.0,2003
999980.0,2003
1097256.0,2003
64999.0,2003
1113852.0,2003
592720.0,2003
1082418.0,2003
1120115.0,2003
1126948.0,2003
413397.0,2003
1126364.0,2003
1155636.0,2003
121331.0,2003
126854.0,2003
148776.0,2003
648981.0,2003
159049.0,2003
172920.0,2003
197447.0,2003
640296.0,2003
20039.0,2003
1139857.0,2003
228676.0,2003
231020.0,2003
258856.0,2003
236504.0,2003
506332.0,2003
374664.0,2003
729601.0,2003
444420.0,2003
294391.0,2003
901787.0,2003
31520.0,2003
329402.0,2003
926394.0,2003
336387.0,2003
578520.0,2003
345240.0,2003
832824.0,2003
362172.0,2003
350317.0,2003
994176.0,2003
36953.0,2003
48368.0,2003
380304.0,2003
40378.0,2003
890377.0,2003
415015.0,2003
1033450.0,2003
822207.0,2003
48599.0,2003
444231.0,2003
1139962.0,2003
87598.0,2003
461427.0,2003
468164.0,2003
960436.0,2003
11406.0,2003
48044.0,2003
142823.0,2003
488983.0,2003
500149.0,2003
764742.0,2003
500733.0,2003
501160.0,2003
509434.0,2003
710200.0,2003
518914.0,2003
519406.0,2003
68547.0,2003
692942.0,2003
52774.0,2003
247868.0,2003
551738.0,2003
554538.0,2003
890272.0,2003
988915.0,2003
563884.0,2003
569777.0,2003
686246.0,2003
619896.0,2003
459822.0,2003
755371.0,2003
621712.0,2003
625959.0,2003
626059.0,2003
269345.0,2003
657074.0,2003
207074.0,2003
668503.0,2003
515816.0,2003
326663.0,2003
128317.0,2003
304989.0,2003
542288.0,2003
785477.0,2003
788603.0,2003
819479.0,2003
795168.0,2003
690480.0,2003
86198.0,2003
341917.0,2003
917763.0,2003
928605.0,2003
942033.0,2003
946699.0,2003
712642.0,2003
958160.0,2003
1116928.0,2003
971242.0,2003
586954.0,2003
1009969.0,2003
658659.0,2003
1028762.0,2003
1036860.0,2003
1043395.0,2003
1044258.0,2003
587775.0,2003
1050126.0,2003
1057259.0,2003
143239.0,2003
1068885.0,2003
506626.0,2003
1073605.0,2003
129672.0,2003
107362.0,2003
18057.0,2003
729565.0,2003
359603.0,2003
1088924.0,2003
1147486.0,2003
1095233.0,2003
1103131.0,2003
112927.0,2003
1103959.0,2003
609447.0,2003
1107430.0,2003
1126894.0,2003
1127353.0,2003
1155760.0,2003
1100121.0,2003
338496.0,2003
1173.0,2003
128937.0,2003
893692.0,2003
70240.0,2003
129750.0,2003
131053.0,2003
700358.0,2003
598076.0,2003
397114.0,2003
165837.0,2003
650261.0,2003
192602.0,2003
196386.0,2003
60494.0,2003
197813.0,2003
202585.0,2003
371022.0,2003
207178.0,2003
4179.0,2003
207385.0,2003
754703.0,2003
222814.0,2003
647627.0,2003
879690.0,2003
248170.0,2003
273472.0,2003
303549.0,2003
304578.0,2003
580139.0,2003
33102.0,2003
361375.0,2003
372728.0,2003
374036.0,2003
770244.0,2003
375734.0,2003
160147.0,2003
33131.0,2003
386464.0,2003
688972.0,2003
430088.0,2003
389711.0,2003
921320.0,2003
441026.0,2003
677957.0,2003
1139315.0,2003
633911.0,2003
447530.0,2003
468926.0,2003
511899.0,2003
527898.0,2003
545058.0,2003
567317.0,2003
580400.0,2003
150815.0,2003
604959.0,2003
623151.0,2003
97229.0,2003
647624.0,2003
279245.0,2003
750595.0,2003
67970.0,2003
248989.0,2003
206876.0,2003
718360.0,2003
750187.0,2003
68710.0,2003
882022.0,2003
700262.0,2003
349307.0,2003
711842.0,2003
676526.0,2003
649994.0,2003
735599.0,2003
878873.0,2003
737560.0,2003
745790.0,2003
758713.0,2003
379430.0,2003
375220.0,2003
770737.0,2003
797962.0,2003
1142475.0,2003
430219.0,2003
800585.0,2003
721455.0,2003
958697.0,2003
187487.0,2003
912649.0,2003
468564.0,2003
639555.0,2003
967077.0,2003
83761.0,2003
809141.0,2003
489925.0,2003
960803.0,2003
679955.0,2003
1067631.0,2003
852140.0,2003
931489.0,2003
873983.0,2003
889585.0,2003
890259.0,2003
394399.0,2003
923468.0,2003
924098.0,2003
945260.0,2003
565374.0,2003
999599.0,2003
374215.0,2003
1003954.0,2004
201629.0,2004
1011875.0,2004
351734.0,2004
1025545.0,2004
14001.0,2004
569085.0,2004
1027389.0,2004
383063.0,2004
1035671.0,2004
812288.0,2004
12275.0,2004
1040926.0,2004
212524.0,2004
370853.0,2004
1057806.0,2004
738237.0,2004
1068169.0,2004
1079564.0,2004
1079957.0,2004
108424.0,2004
1125896.0,2004
544405.0,2004
1109905.0,2004
482265.0,2004
690112.0,2004
1118839.0,2004
94584.0,2004
1121534.0,2004
1132829.0,2004
985001.0,2004
773158.0,2004
1138573.0,2004
1143094.0,2004
119553.0,2004
1150160.0,2004
1122778.0,2004
1153701.0,2004
1154011.0,2004
729291.0,2004
822732.0,2004
1115281.0,2004
943699.0,2004
456436.0,2004
129752.0,2004
609517.0,2004
134901.0,2004
147852.0,2004
150574.0,2004
355770.0,2004
163933.0,2004
580205.0,2004
166453.0,2004
467065.0,2004
178646.0,2004
187222.0,2004
190691.0,2004
395186.0,2004
193524.0,2004
195445.0,2004
148557.0,2004
198920.0,2004
173431.0,2004
986148.0,2004
206001.0,2004
962419.0,2004
482420.0,2004
547653.0,2004
206574.0,2004
444404.0,2004
206726.0,2004
72265.0,2004
