node,year
803946.0,2001
554382.0,2001
843335.0,2001
1143861.0,2001
81474.0,2001
204249.0,2001
786492.0,2001
168402.0,2001
421871.0,2001
438519.0,2001
953579.0,2001
976337.0,2001
1068040.0,2001
577982.0,2001
1016571.0,2001
101711.0,2001
1016615.0,2001
1149283.0,2001
448646.0,2001
246370.0,2001
604828.0,2001
517553.0,2001
479851.0,2001
1089707.0,2001
528177.0,2001
27781.0,2001
651613.0,2001
1165523.0,2001
693828.0,2001
13751.0,2001
531413.0,2001
879246.0,2001
271544.0,2001
679966.0,2001
721174.0,2001
304843.0,2001
384846.0,2001
852717.0,2001
389395.0,2001
82497.0,2001
535212.0,2001
927440.0,2001
29460.0,2001
360229.0,2001
414148.0,2001
628248.0,2001
312393.0,2001
849987.0,2001
683124.0,2001
76700.0,2001
842911.0,2001
852485.0,2001
633963.0,2001
894679.0,2001
420036.0,2001
943967.0,2001
1000371.0,2001
379452.0,2001
1062222.0,2001
193583.0,2001
216297.0,2001
230202.0,2001
725953.0,2001
33605.0,2001
363039.0,2001
242804.0,2001
608311.0,2001
386827.0,2001
73844.0,2001
771352.0,2001
290017.0,2001
647703.0,2001
339892.0,2001
856897.0,2001
968678.0,2001
1049865.0,2001
441637.0,2001
1060562.0,2001
1082884.0,2001
1099854.0,2001
827580.0,2001
1112044.0,2001
386402.0,2001
1161613.0,2001
236864.0,2001
329191.0,2001
410843.0,2001
95099.0,2001
724090.0,2001
386870.0,2001
42645.0,2001
699706.0,2001
642205.0,2001
237820.0,2001
341040.0,2001
195858.0,2001
56973.0,2001
772795.0,2001
762374.0,2001
380040.0,2001
813549.0,2001
316702.0,2001
549182.0,2001
878788.0,2001
858767.0,2001
903455.0,2001
94816.0,2001
1141266.0,2001
203284.0,2001
187827.0,2001
370496.0,2001
801013.0,2001
243054.0,2001
57447.0,2001
792932.0,2001
785257.0,2001
749687.0,2001
855633.0,2001
892536.0,2001
1044597.0,2002
524374.0,2002
162580.0,2002
123588.0,2002
827574.0,2002
222972.0,2002
792590.0,2002
36337.0,2002
216223.0,2002
497636.0,2002
610095.0,2002
609002.0,2002
695003.0,2002
485598.0,2002
617496.0,2002
774218.0,2002
302306.0,2002
443641.0,2002
976956.0,2002
919136.0,2002
10143.0,2002
1073209.0,2002
649184.0,2002
481708.0,2002
959414.0,2002
226250.0,2002
300396.0,2002
257890.0,2002
268914.0,2002
338407.0,2002
458637.0,2002
575444.0,2002
804943.0,2002
62524.0,2002
812341.0,2002
206310.0,2002
1085470.0,2002
221759.0,2002
1087424.0,2002
1089615.0,2002
1093995.0,2002
477777.0,2002
130966.0,2002
954460.0,2002
232345.0,2002
693448.0,2002
274989.0,2002
433139.0,2002
370139.0,2002
30767.0,2002
833302.0,2002
492673.0,2002
312408.0,2002
398186.0,2002
776840.0,2002
40968.0,2002
456002.0,2002
790516.0,2002
558834.0,2002
600199.0,2002
549991.0,2002
972754.0,2002
611921.0,2002
860965.0,2002
558867.0,2002
676147.0,2002
551499.0,2002
491391.0,2002
1062053.0,2002
747405.0,2002
592674.0,2002
782337.0,2002
566452.0,2002
818564.0,2002
785586.0,2002
868352.0,2002
909147.0,2002
920082.0,2002
385059.0,2002
945575.0,2002
39047.0,2002
418807.0,2002
976522.0,2002
302926.0,2002
510856.0,2002
936806.0,2002
671272.0,2002
734157.0,2002
1033173.0,2002
847881.0,2002
932581.0,2002
849023.0,2002
1017699.0,2002
622869.0,2002
862681.0,2002
551298.0,2002
884902.0,2002
697260.0,2002
1086501.0,2002
154507.0,2002
165675.0,2002
715109.0,2002
33728.0,2002
89540.0,2002
43636.0,2002
386776.0,2002
1021051.0,2002
1092448.0,2002
407003.0,2002
418885.0,2002
479167.0,2002
658994.0,2002
980492.0,2002
493782.0,2002
577778.0,2002
338575.0,2002
668368.0,2002
524262.0,2002
799875.0,2002
256876.0,2002
96152.0,2002
145908.0,2002
76669.0,2002
988002.0,2002
1102943.0,2002
1115765.0,2002
15691.0,2002
959092.0,2002
712726.0,2002
486093.0,2002
339404.0,2002
60685.0,2002
514023.0,2002
562922.0,2002
126545.0,2002
1066674.0,2002
33270.0,2002
394441.0,2002
1114375.0,2002
469742.0,2002
685545.0,2002
494412.0,2002
332683.0,2002
663679.0,2002
815697.0,2002
573300.0,2002
805092.0,2002
746984.0,2002
74771.0,2002
813136.0,2002
586008.0,2002
905646.0,2002
490140.0,2002
116926.0,2002
207552.0,2002
635173.0,2002
593574.0,2002
410842.0,2002
902450.0,2002
993795.0,2002
1097977.0,2002
57526.0,2002
705811.0,2002
635030.0,2002
757243.0,2002
45483.0,2002
772255.0,2002
758123.0,2002
438162.0,2002
388960.0,2002
826859.0,2002
51061.0,2002
830747.0,2002
997700.0,2002
420274.0,2002
1066078.0,2002
1080006.0,2002
1078241.0,2002
133249.0,2002
134788.0,2002
523152.0,2002
889817.0,2002
411516.0,2002
897873.0,2002
420921.0,2002
450137.0,2002
456033.0,2002
978039.0,2002
516767.0,2002
549259.0,2002
766948.0,2002
62512.0,2002
267790.0,2002
685013.0,2002
525393.0,2002
705598.0,2002
1149853.0,2002
715046.0,2002
848587.0,2002
968336.0,2002
877141.0,2002
1073449.0,2002
1011854.0,2002
1084167.0,2002
1102969.0,2002
674768.0,2002
110543.0,2002
1114806.0,2002
22845.0,2002
402834.0,2002
403182.0,2002
131071.0,2002
48087.0,2002
933844.0,2002
798796.0,2002
532453.0,2002
576822.0,2002
596578.0,2002
600712.0,2002
627838.0,2002
367174.0,2002
740109.0,2002
390957.0,2002
823067.0,2002
31943.0,2002
838426.0,2002
1166930.0,2002
813634.0,2002
626338.0,2002
870765.0,2002
890623.0,2002
1123714.0,2002
1144557.0,2002
114579.0,2002
135593.0,2002
159996.0,2002
238460.0,2002
490610.0,2002
250881.0,2002
1163979.0,2002
360740.0,2002
381525.0,2002
387859.0,2002
409941.0,2002
509635.0,2002
510313.0,2002
206644.0,2002
928245.0,2002
519813.0,2002
1091651.0,2002
610800.0,2002
1085162.0,2002
627304.0,2002
676231.0,2002
640021.0,2002
754065.0,2002
776123.0,2002
789171.0,2002
807395.0,2002
566262.0,2002
841016.0,2002
653610.0,2002
688578.0,2002
387882.0,2002
899713.0,2002
998760.0,2002
1005176.0,2002
810141.0,2002
1027552.0,2002
1093167.0,2002
110802.0,2002
1112553.0,2002
1125853.0,2002
1135613.0,2002
251342.0,2002
1150054.0,2002
115647.0,2002
13281.0,2002
142837.0,2002
527889.0,2002
421430.0,2002
239452.0,2002
333023.0,2002
296472.0,2002
432234.0,2002
549728.0,2002
222691.0,2002
436158.0,2002
1136801.0,2002
461517.0,2002
547869.0,2002
503400.0,2002
512149.0,2002
51842.0,2002
965672.0,2002
846413.0,2002
578656.0,2002
658012.0,2002
665908.0,2002
91601.0,2002
676209.0,2002
353766.0,2002
686954.0,2002
1145305.0,2002
71357.0,2002
1033388.0,2002
742461.0,2002
976788.0,2002
790812.0,2002
216047.0,2002
809139.0,2002
859651.0,2002
438946.0,2002
847352.0,2002
848909.0,2002
730928.0,2002
898273.0,2002
912998.0,2002
1005262.0,2002
875887.0,2002
193419.0,2002
1070535.0,2002
1072492.0,2002
802294.0,2002
722251.0,2002
574167.0,2002
1094217.0,2002
221724.0,2002
1096257.0,2002
1110304.0,2002
975311.0,2002
1116866.0,2002
1166281.0,2002
704801.0,2002
332140.0,2002
169407.0,2002
197433.0,2002
248481.0,2002
292096.0,2002
302051.0,2002
956007.0,2002
202510.0,2002
333297.0,2002
355827.0,2002
1032729.0,2002
1125194.0,2002
1066350.0,2002
1133793.0,2002
102093.0,2002
402010.0,2002
943876.0,2002
333797.0,2002
831585.0,2002
1096557.0,2002
550295.0,2002
627805.0,2002
554962.0,2002
1150316.0,2002
58537.0,2002
600078.0,2002
604944.0,2002
627406.0,2002
678740.0,2002
903433.0,2002
1057929.0,2002
741116.0,2002
764826.0,2002
655220.0,2002
773031.0,2002
781814.0,2002
32006.0,2002
791986.0,2002
855817.0,2002
57052.0,2002
204645.0,2002
424541.0,2002
852035.0,2002
156046.0,2002
852441.0,2002
853945.0,2002
861103.0,2002
921171.0,2002
1002947.0,2003
597466.0,2003
387190.0,2003
1052033.0,2003
83795.0,2003
108095.0,2003
1107554.0,2003
229690.0,2003
681254.0,2003
661803.0,2003
112292.0,2003
1083950.0,2003
77920.0,2003
127945.0,2003
16816.0,2003
953265.0,2003
798963.0,2003
250559.0,2003
602716.0,2003
973615.0,2003
328230.0,2003
616323.0,2003
1043449.0,2003
210886.0,2003
532260.0,2003
218551.0,2003
1013688.0,2003
222486.0,2003
276361.0,2003
357153.0,2003
362850.0,2003
934782.0,2003
424059.0,2003
385439.0,2003
404351.0,2003
172640.0,2003
407430.0,2003
379893.0,2003
969972.0,2003
452050.0,2003
877030.0,2003
736644.0,2003
121464.0,2003
161154.0,2003
47185.0,2003
899374.0,2003
488194.0,2003
361334.0,2003
170091.0,2003
527586.0,2003
195093.0,2003
585716.0,2003
351650.0,2003
608615.0,2003
1041325.0,2003
873005.0,2003
638924.0,2003
42521.0,2003
1163563.0,2003
773112.0,2003
782726.0,2003
800922.0,2003
787287.0,2003
522354.0,2003
837033.0,2003
1083017.0,2003
844385.0,2003
917320.0,2003
191757.0,2003
1150503.0,2003
338645.0,2003
576039.0,2003
8850.0,2003
1077960.0,2003
957959.0,2003
516789.0,2003
1027050.0,2003
219568.0,2003
1032515.0,2003
630486.0,2003
1011282.0,2003
862159.0,2003
1086395.0,2003
179648.0,2003
1136549.0,2003
1096278.0,2003
478977.0,2003
1109721.0,2003
729255.0,2003
1210.0,2003
132544.0,2003
87676.0,2003
731872.0,2003
484278.0,2003
204814.0,2003
480034.0,2003
890222.0,2003
908417.0,2003
219599.0,2003
864268.0,2003
321824.0,2003
234111.0,2003
239083.0,2003
270749.0,2003
102079.0,2003
313231.0,2003
96375.0,2003
316117.0,2003
356784.0,2003
354988.0,2003
1021543.0,2003
376483.0,2003
279069.0,2003
440781.0,2003
485824.0,2003
459528.0,2003
516223.0,2003
210330.0,2003
612553.0,2003
129921.0,2003
560979.0,2003
582463.0,2003
677960.0,2003
283151.0,2003
687369.0,2003
987150.0,2003
718393.0,2003
777670.0,2003
306253.0,2003
780037.0,2003
817957.0,2003
155440.0,2003
793788.0,2003
806960.0,2003
865900.0,2003
701313.0,2003
884911.0,2003
937639.0,2003
835005.0,2003
95245.0,2003
716843.0,2003
957694.0,2003
160532.0,2003
210866.0,2003
975540.0,2003
431207.0,2003
605263.0,2003
1042250.0,2003
88485.0,2003
688459.0,2003
35599.0,2003
907370.0,2003
129404.0,2003
821960.0,2003
145189.0,2003
292833.0,2003
658057.0,2003
158911.0,2003
178288.0,2003
151444.0,2003
169873.0,2003
593353.0,2003
375933.0,2003
447837.0,2003
47116.0,2003
520191.0,2003
1142663.0,2003
248912.0,2003
558946.0,2003
488368.0,2003
471409.0,2003
538978.0,2003
547381.0,2003
776396.0,2003
561746.0,2003
657376.0,2003
637814.0,2003
689047.0,2003
27807.0,2003
670753.0,2003
701229.0,2003
374793.0,2003
22929.0,2003
232785.0,2003
736450.0,2003
897168.0,2003
747663.0,2003
756264.0,2003
590044.0,2003
775386.0,2003
853194.0,2003
772857.0,2003
63047.0,2003
903347.0,2003
907499.0,2003
416678.0,2003
914594.0,2003
933501.0,2003
963674.0,2003
1123245.0,2003
1029394.0,2003
1031816.0,2003
832524.0,2003
676873.0,2003
643593.0,2003
1104871.0,2003
716403.0,2003
1114807.0,2003
959625.0,2003
1117007.0,2003
1140036.0,2003
114090.0,2003
1095560.0,2003
701174.0,2003
120691.0,2003
918154.0,2003
171658.0,2003
217142.0,2003
223264.0,2003
242001.0,2003
1113736.0,2003
1026121.0,2003
28265.0,2003
1039218.0,2003
933420.0,2003
312142.0,2003
334720.0,2003
770791.0,2003
336542.0,2003
711195.0,2003
368712.0,2003
163533.0,2003
408736.0,2003
677221.0,2003
774824.0,2003
411243.0,2003
464580.0,2003
700755.0,2003
4818.0,2003
851585.0,2003
536600.0,2003
516316.0,2003
533644.0,2003
322751.0,2003
512568.0,2003
592169.0,2003
619136.0,2003
899545.0,2003
621034.0,2003
623271.0,2003
673723.0,2003
18463.0,2003
631061.0,2003
681017.0,2003
687676.0,2003
306031.0,2003
114983.0,2003
733259.0,2003
735946.0,2003
731896.0,2003
768636.0,2003
398293.0,2003
775012.0,2003
81699.0,2003
468109.0,2003
909959.0,2003
1095075.0,2003
914989.0,2003
938599.0,2003
246458.0,2003
94583.0,2003
94971.0,2003
620911.0,2003
990617.0,2003
299831.0,2003
943849.0,2003
1001325.0,2003
1038526.0,2003
1056719.0,2003
323611.0,2003
1080383.0,2003
1081225.0,2003
1162063.0,2003
1087959.0,2003
1090020.0,2003
