names_u,names_q
Raja_Pervaiz_Ashraf,Raja_Pervaiz_Ashraf
Horatio_Myer,Horatio_Myer
Wilhelm_Marx,Wilhelm_Marx
Leonid_Kravchuk,Leonid_Kravchuk
Shen_Junru,Shen_Junru
Teresa_García_de_Madero,Teresa_Garc%C3%ADa_de_Madero
Joe_Bossano,Joe_Bossano
Norman_Crowe,Norman_Crowe
Hrayr_Karapetyan,Hrayr_Karapetyan
Arne_Simonsen,Arne_Simonsen
Steve_Largent,Steve_Largent
María_de_Lourdes_Santiago,Mar%C3%ADa_de_Lourdes_Santiago
Mohammed_Omar,Mohammed_Omar
Svend_Borchmann_Hersleb_Vogt,Svend_Borchmann_Hersleb_Vogt
Claude_Goasguen,Claude_Goasguen
Marlow_Cook,Marlow_Cook
Li_Cunxu,Li_Cunxu
Niels_Helveg_Petersen,Niels_Helveg_Petersen
Salvatore_DiMasi,Salvatore_DiMasi
Louis_Blanc,Louis_Blanc
Tom_Ammiano,Tom_Ammiano
Martha_Keys,Martha_Keys
Thomas_Welles,Thomas_Welles
Liu_Kunyi,Liu_Kunyi
Steve_Rodan,Steve_Rodan
Sona_Ram,Sona_Ram
Syed_Hussein_Alatas,Syed_Hussein_Alatas
Knox_Cunningham,Knox_Cunningham
Walther_Rathenau,Walther_Rathenau
Liao_Hui_(politician),Liao_Hui_%28politician%29
Mark_Rutte,Mark_Rutte
Carlos_Eugenio_Restrepo,Carlos_Eugenio_Restrepo
Urmas_Paet,Urmas_Paet
Wayne_Morse,Wayne_Morse
Marie_Gibeau,Marie_Gibeau
Ada_Fisher,Ada_Fisher
Francis_James_Roscoe,Francis_James_Roscoe
Edward_Manning_Bigelow,Edward_Manning_Bigelow
John_Chiang_(Taiwan),John_Chiang_%28Taiwan%29
Pablo_Emilio_Madero,Pablo_Emilio_Madero
Clifford_Smyth,Clifford_Smyth
Cardinal_Mazarin,Cardinal_Mazarin
Nereu_Ramos,Nereu_Ramos
Boris_Kagarlitsky,Boris_Kagarlitsky
Ron_Hoenig,Ron_Hoenig
Clarence_Graham,Clarence_Graham
Alex_Neil_(politician),Alex_Neil_%28politician%29
Roy_MacLaren_(politician),Roy_MacLaren_%28politician%29
Valdas_Adamkus,Valdas_Adamkus
J._B._Salsberg,J._B._Salsberg
Philip_Ozouf_Jr,Philip_Ozouf_Jr
Low_Thia_Khiang,Low_Thia_Khiang
William_Lorimer_(politician),William_Lorimer_%28politician%29
Sonia_Gandhi,Sonia_Gandhi
Maryann_Mahaffey,Maryann_Mahaffey
C._J._Prentiss,C._J._Prentiss
Diane_Legault,Diane_Legault
Abdirahman_Ahmed_Ali_Tuur,Abdirahman_Ahmed_Ali_Tuur
John_Pugh,John_Pugh
Alex_Donnelly,Alex_Donnelly
Takeo_Fukuda,Takeo_Fukuda
Horst_Ehmke,Horst_Ehmke
Serge_Moscovici,Serge_Moscovici
Michael_Ratzon,Michael_Ratzon
Eduardo_Angeloz,Eduardo_Angeloz
Thomas_Reade_Rootes_Cobb,Thomas_Reade_Rootes_Cobb
John_Pepper,John_Pepper
Max_von_Gallwitz,Max_von_Gallwitz
Robert_de_Cotret,Robert_de_Cotret
Isatou_Njie-Saidy,Isatou_Njie-Saidy
Javier_Solana,Javier_Solana
Rafic_Hariri,Rafic_Hariri
Noah_Noble,Noah_Noble
Gustavo_Arcos,Gustavo_Arcos
Luis_Alberto_Lacalle,Luis_Alberto_Lacalle
Yu_Mingtao,Yu_Mingtao
Margaret_Conlon,Margaret_Conlon
Yvon_Poitras,Yvon_Poitras
Daniel_Hoan,Daniel_Hoan
Fouad_Siniora,Fouad_Siniora
Elizabeth_Ann_Doody_Gorman,Elizabeth_Ann_Doody_Gorman
Shirley_Horton,Shirley_Horton
Dennis_Flynn,Dennis_Flynn
Asghar_Khan,Asghar_Khan
Cellou_Dalein_Diallo,Cellou_Dalein_Diallo
Jean_Puech,Jean_Puech
Paul_Guzzi,Paul_Guzzi
David_Lammy,David_Lammy
Edson_Zvobgo,Edson_Zvobgo
Shankarrao_Chavan,Shankarrao_Chavan
Amir_Murtono,Amir_Murtono
Inge_von_Wangenheim,Inge_von_Wangenheim
Shaun_Woodward,Shaun_Woodward
Alexei_Kudrin,Alexei_Kudrin
Xu_Kuangdi,Xu_Kuangdi
Jennie_C._Van_Ness,Jennie_C._Van_Ness
Vasil_Kolarov,Vasil_Kolarov
Chidambaram_Subramaniam,Chidambaram_Subramaniam
Eugen_Kvaternik,Eugen_Kvaternik
Ramon_Fernandez,Ramon_Fernandez
Patricia_Rodas,Patricia_Rodas
Karpoori_Thakur,Karpoori_Thakur
Morley_A._Hudson,Morley_A._Hudson
James_Rood_Doolittle,James_Rood_Doolittle
Richard_Verrall,Richard_Verrall
Paul_Adderley,Paul_Adderley
"Francis,_Duke_of_Guise",Francis%2C_Duke_of_Guise
Boutros_Boutros-Ghali,Boutros_Boutros-Ghali
Jean_Pigott,Jean_Pigott
Ghazi_Kanaan,Ghazi_Kanaan
Frank_Medlicott,Frank_Medlicott
Mariko_Peters,Mariko_Peters
Jacob_Otanka_Obetsebi-Lamptey,Jacob_Otanka_Obetsebi-Lamptey
Gaston_Eyskens,Gaston_Eyskens
Fukushiro_Nukaga,Fukushiro_Nukaga
Clair_Burgener,Clair_Burgener
John_Ashcroft,John_Ashcroft
Brian_Coleman,Brian_Coleman
Fernando_Amaral,Fernando_Amaral
Linda_Duncan,Linda_Duncan
Bob_C._Riley,Bob_C._Riley
Vinayak_Damodar_Savarkar,Vinayak_Damodar_Savarkar
Pieter_Sjoerds_Gerbrandy,Pieter_Sjoerds_Gerbrandy
Leon_Punch,Leon_Punch
Gerd_Bucerius,Gerd_Bucerius
Symon_Petliura,Symon_Petliura
Nie_Bichu,Nie_Bichu
Daniel_J._O'Donnell,Daniel_J._O%27Donnell
Rocco_Buttiglione,Rocco_Buttiglione
"Will_Rogers,_Jr.",Will_Rogers%2C_Jr.
Danny_Jordaan,Danny_Jordaan
Clark_Gaudin,Clark_Gaudin
Puka_Temu,Puka_Temu
Ezekiel_Hart,Ezekiel_Hart
James_L._Oakes,James_L._Oakes
William_Paca,William_Paca
Gloria_La_Riva,Gloria_La_Riva
Francis_William_Reitz,Francis_William_Reitz
Alfredo_Lim,Alfredo_Lim
Julien_Dray,Julien_Dray
Samuel_Rivera,Samuel_Rivera
Jaya_Prada,Jaya_Prada
Martin_Jenkins_Crawford,Martin_Jenkins_Crawford
Rebiya_Kadeer,Rebiya_Kadeer
Cilia_Flores,Cilia_Flores
Lazarus_Phillips,Lazarus_Phillips
Vyacheslav_Menzhinsky,Vyacheslav_Menzhinsky
Aslam_Raisani,Aslam_Raisani
Giovanni_Pellegrino,Giovanni_Pellegrino
Jacob_Kielland_(businessman),Jacob_Kielland_%28businessman%29
Jean_Glavany,Jean_Glavany
Phil_Gordon_(politician),Phil_Gordon_%28politician%29
Robert_von_Puttkamer,Robert_von_Puttkamer
Newton_Steers,Newton_Steers
Olaus_Islandsmoen,Olaus_Islandsmoen
Ella_Vogelaar,Ella_Vogelaar
James_Patrick_Rossiter,James_Patrick_Rossiter
Yevhen_Marchuk,Yevhen_Marchuk
Juan_Sumulong,Juan_Sumulong
Douglas_Hemphill_Elliott,Douglas_Hemphill_Elliott
John_Yoo,John_Yoo
Midhat_Frashëri,Midhat_Frash%C3%ABri
William_Thomas_Clark,William_Thomas_Clark
Paul_Ramadier,Paul_Ramadier
Tom_Parlon,Tom_Parlon
Donald_Ray_Kennard,Donald_Ray_Kennard
Mordechai_Ben-Porat,Mordechai_Ben-Porat
Islam_Karimov,Islam_Karimov
Roger_Motz,Roger_Motz
William_O'Dwyer,William_O%27Dwyer
Olusegun_Agagu,Olusegun_Agagu
Armando_Villanueva,Armando_Villanueva
Marita_Petersen,Marita_Petersen
Sylvia_Friedman,Sylvia_Friedman
Fritz_Neuland,Fritz_Neuland
Marcus_A._Coolidge,Marcus_A._Coolidge
Adeline_Hazan,Adeline_Hazan
Anne-Marie_Goumba,Anne-Marie_Goumba
Larry_Shaben,Larry_Shaben
Roel_Kuiper,Roel_Kuiper
Vincent_Badie,Vincent_Badie
Edward_Pickersgill,Edward_Pickersgill
Charles_Erwin_Wilson,Charles_Erwin_Wilson
Schak_Bull,Schak_Bull
Zvi_Hendel,Zvi_Hendel
Krzysztof_Janik,Krzysztof_Janik
Carlos_Correia,Carlos_Correia
Stephanie_Rawlings-Blake,Stephanie_Rawlings-Blake
Reed_Gusciora,Reed_Gusciora
Stanislav_Shushkevich,Stanislav_Shushkevich
Joe_Ghartey,Joe_Ghartey
Deborah_J._Glick,Deborah_J._Glick
Joris_Van_Severen,Joris_Van_Severen
Qishan_(Manchu_official),Qishan_%28Manchu_official%29
Rodney_Atkinson,Rodney_Atkinson
Wendell_Anderson,Wendell_Anderson
Derwyn_Shea,Derwyn_Shea
Stella_Levy,Stella_Levy
Dasari_Narayana_Rao,Dasari_Narayana_Rao
Rainer_Barzel,Rainer_Barzel
Franklin_Pierce,Franklin_Pierce
William_Ross_(Unionist_politician),William_Ross_%28Unionist_politician%29
Jim_Gilchrist,Jim_Gilchrist
Li_Peng,Li_Peng
F._Joseph_Loeper,F._Joseph_Loeper
Jorge_Pacheco_Klein,Jorge_Pacheco_Klein
Avraham_Katz-Oz,Avraham_Katz-Oz
Marie_Louise_Coleiro_Preca,Marie_Louise_Coleiro_Preca
Phil_Angelides,Phil_Angelides
Sadegh_Ghotbzadeh,Sadegh_Ghotbzadeh
Alessandra_Mussolini,Alessandra_Mussolini
Malcolm_Nichols,Malcolm_Nichols
John_Mathai,John_Mathai
Sourou-Migan_Apithy,Sourou-Migan_Apithy
Kjeld_Philip,Kjeld_Philip
Rosemary_McKenna,Rosemary_McKenna
Christine_Loh,Christine_Loh
William_Sprague_III,William_Sprague_III
Shankersinh_Vaghela,Shankersinh_Vaghela
Carlo_Leoni_(politician),Carlo_Leoni_%28politician%29
Tang_Shengzhi,Tang_Shengzhi
Martin_Kelso_Wallace,Martin_Kelso_Wallace
Joseph_Stalin,Joseph_Stalin
Dost_Muhammad_Khosa,Dost_Muhammad_Khosa
P._W._Botha,P._W._Botha
Claudio_Huepe,Claudio_Huepe
Ivi_Eenmaa,Ivi_Eenmaa
William_A._Palmer,William_A._Palmer
Brian_Cowen,Brian_Cowen
Juan_Carlos_Marino_(Argentine_politician),Juan_Carlos_Marino_%28Argentine_politician%29
Yun_Yat,Yun_Yat
Richard_Nixon,Richard_Nixon
Rosemarie_Arenas,Rosemarie_Arenas
Lyndon_B._Johnson,Lyndon_B._Johnson
Phumzile_Mlambo-Ngcuka,Phumzile_Mlambo-Ngcuka
Janusz_Kaczmarek,Janusz_Kaczmarek
Manuel_Oribe,Manuel_Oribe
Bertel_Dahlgaard,Bertel_Dahlgaard
Mee_Moua,Mee_Moua
Carlos_Delgado_Chalbaud,Carlos_Delgado_Chalbaud
Bengt_Westerberg,Bengt_Westerberg
Sulaiman_Abdul_Rahman_Taib,Sulaiman_Abdul_Rahman_Taib
Charles-Frédéric_Reinhard,Charles-Fr%C3%A9d%C3%A9ric_Reinhard
Michael_Essany,Michael_Essany
Víctor_Jara,V%C3%ADctor_Jara
Ezer_Weizman,Ezer_Weizman
Manuel_Abramowicz,Manuel_Abramowicz
Chan_Soo_Sen,Chan_Soo_Sen
Magne_Lerheim,Magne_Lerheim
Tillman_Thomas,Tillman_Thomas
Dulce_María_Sauri_Riancho,Dulce_Mar%C3%ADa_Sauri_Riancho
William_H._Hastie,William_H._Hastie
Tonio_Fenech,Tonio_Fenech
Louise_Ellman,Louise_Ellman
Gayle_Slossberg,Gayle_Slossberg
Gordon_L._Allott,Gordon_L._Allott
Valdis_Birkavs,Valdis_Birkavs
Ernest_Manning,Ernest_Manning
Libby_Davies,Libby_Davies
Gustavo_Bell,Gustavo_Bell
Frank_Riggs,Frank_Riggs
Camille_Paulus,Camille_Paulus
Jonathan_Djanogly,Jonathan_Djanogly
James_Madison,James_Madison
Ruth_Hassell-Thompson,Ruth_Hassell-Thompson
Ignacio_Andrade,Ignacio_Andrade
Annise_Parker,Annise_Parker
Habib_Bourguiba,Habib_Bourguiba
Marco_Rubio,Marco_Rubio
Jean-Baptiste_Billot,Jean-Baptiste_Billot
Wanja_Lundby-Wedin,Wanja_Lundby-Wedin
Isidore_Salmon,Isidore_Salmon
Richard_Belton,Richard_Belton
Svenn_Kristiansen,Svenn_Kristiansen
Mateiu_Caragiale,Mateiu_Caragiale
Cyd_Ho,Cyd_Ho
Husni_al-Za'im,Husni_al-Za%27im
Roberto_Cota,Roberto_Cota
Alexandru_Odobescu,Alexandru_Odobescu
Elizabeth_Holtzman,Elizabeth_Holtzman
Samuel_McDowell,Samuel_McDowell
Brian_Pallister,Brian_Pallister
Lester_Bird,Lester_Bird
Christoph_Bergner,Christoph_Bergner
Karan_Singh,Karan_Singh
Ahmed_Hassan_al-Bakr,Ahmed_Hassan_al-Bakr
Robert_Symonette,Robert_Symonette
Izidor_Cankar,Izidor_Cankar
William_Warfield_Wilson,William_Warfield_Wilson
Lether_Frazar,Lether_Frazar
Christine_Johnson_(Utah_politician),Christine_Johnson_%28Utah_politician%29
Howard_Wolpe,Howard_Wolpe
Sophia_Leung,Sophia_Leung
Huber_Matos,Huber_Matos
Yeoh_Ghim_Seng,Yeoh_Ghim_Seng
Jim_Martin_(Georgia_politician),Jim_Martin_%28Georgia_politician%29
Jacob_Dolson_Cox,Jacob_Dolson_Cox
Wang_Jinshan,Wang_Jinshan
John_Hodges_(Australian_politician),John_Hodges_%28Australian_politician%29
Claude_Kirkpatrick,Claude_Kirkpatrick
Peter_Stuyvesant,Peter_Stuyvesant
Kazem_Rajavi,Kazem_Rajavi
Adrien_Zeller,Adrien_Zeller
Tony_Wong_(Canadian_politician),Tony_Wong_%28Canadian_politician%29
Denis_Pirie,Denis_Pirie
Allah_Bakhsh_Gabol,Allah_Bakhsh_Gabol
Clair_Engle,Clair_Engle
Sein_Win,Sein_Win
Mikołaj_Rej,Miko%C5%82aj_Rej
Ruth_First,Ruth_First
Mark_DeSaulnier,Mark_DeSaulnier
Moshe_Shahal,Moshe_Shahal
Rodolfo_Stange,Rodolfo_Stange
Petros_Protopapadakis,Petros_Protopapadakis
Nelson_Fu,Nelson_Fu
Joseph_Gomwalk,Joseph_Gomwalk
Maria_Damanaki,Maria_Damanaki
Catherine_Byrne,Catherine_Byrne
Pete_Dawkins,Pete_Dawkins
Albrecht_von_Bernstorff,Albrecht_von_Bernstorff
Bruce_Flegg,Bruce_Flegg
Trond_Birkedal,Trond_Birkedal
Daniel_Gookin,Daniel_Gookin
Ian_Stewart_(Labour_politician),Ian_Stewart_%28Labour_politician%29
Thurlow_Weed,Thurlow_Weed
Parkash_Singh_Badal,Parkash_Singh_Badal
Jorge_Pacheco_Areco,Jorge_Pacheco_Areco
Neil_Brown_(Canadian_politician),Neil_Brown_%28Canadian_politician%29
Benjamin_Mkapa,Benjamin_Mkapa
Janaka_Perera,Janaka_Perera
Wilhelm_Kaisen,Wilhelm_Kaisen
Emperor_Wu_of_Liang,Emperor_Wu_of_Liang
Luis_Emilio_Recabarren,Luis_Emilio_Recabarren
Dina_Nath_Sharma,Dina_Nath_Sharma
Roger_Niello,Roger_Niello
Maneka_Gandhi,Maneka_Gandhi
Russell_Errett,Russell_Errett
Patrick_Johnston_(American_politician),Patrick_Johnston_%28American_politician%29
Andrzej_Olechowski,Andrzej_Olechowski
Gunhild_Elise_Øyangen,Gunhild_Elise_%C3%98yangen
Aung_San_Suu_Kyi,Aung_San_Suu_Kyi
Scott_McCoy,Scott_McCoy
Ahmed_Barzani,Ahmed_Barzani
Rudolf_Jordan,Rudolf_Jordan
Sandra_Pupatello,Sandra_Pupatello
Miguel_de_la_Madrid,Miguel_de_la_Madrid
Gordon_Gray_(politician),Gordon_Gray_%28politician%29
Lovana_Jones,Lovana_Jones
Abdurrahman_Vazirov,Abdurrahman_Vazirov
Anand_Panyarachun,Anand_Panyarachun
Prafulla_Kumar_Mahanta,Prafulla_Kumar_Mahanta
Torgil_von_Seth,Torgil_von_Seth
Palla_Strozzi,Palla_Strozzi
Ali_Muhsin_al-Barwani,Ali_Muhsin_al-Barwani
Lojze_Peterle,Lojze_Peterle
Bruno_Tobback,Bruno_Tobback
Thomas_Caute_Reynolds,Thomas_Caute_Reynolds
Frank_Maguire_(politician),Frank_Maguire_%28politician%29
Allan_McLean_(Australian_politician),Allan_McLean_%28Australian_politician%29
Yosef_Almogi,Yosef_Almogi
Sam_Mbakwe,Sam_Mbakwe
Prakash_Man_Singh,Prakash_Man_Singh
Allan_Bell,Allan_Bell
Jane_Usher,Jane_Usher
George_W._McCrary,George_W._McCrary
Siân_James_(politician),Si%C3%A2n_James_%28politician%29
Noel_Coonan,Noel_Coonan
Alexander_Gordon_(politician),Alexander_Gordon_%28politician%29
Jörn_Donner,J%C3%B6rn_Donner
Gudbrand_Bernhardsen_Tandberg,Gudbrand_Bernhardsen_Tandberg
Ivan_Pernar,Ivan_Pernar
Massimo_Cacciari,Massimo_Cacciari
Hans_van_den_Broek,Hans_van_den_Broek
Michael_Tien,Michael_Tien
Johann_Viktor_Bredt,Johann_Viktor_Bredt
Fredrik_Malm,Fredrik_Malm
Amit_Jogi,Amit_Jogi
Kojo_Botsio,Kojo_Botsio
Teodoro_Moscoso,Teodoro_Moscoso
Guillermo_Endara,Guillermo_Endara
Humberto_Delgado,Humberto_Delgado
Soeiro_Pereira_Gomes,Soeiro_Pereira_Gomes
Goh_Keng_Swee,Goh_Keng_Swee
John_H._Couch,John_H._Couch
Edward_Y._Parsons,Edward_Y._Parsons
Iveta_Radičová,Iveta_Radi%C4%8Dov%C3%A1
Agostino_Bertani,Agostino_Bertani
Michel_Barnier,Michel_Barnier
Jean_Moreau,Jean_Moreau
Allan_O._Hunter,Allan_O._Hunter
Ken_Harris_(politician),Ken_Harris_%28politician%29
Bakili_Muluzi,Bakili_Muluzi
Bob_Wareing,Bob_Wareing
Nabih_Berri,Nabih_Berri
Josef_Ertl,Josef_Ertl
Kenneth_Kaunda,Kenneth_Kaunda
Souvanna_Phouma,Souvanna_Phouma
James_T._Rapier,James_T._Rapier
Nicole_Bricq,Nicole_Bricq
Ali_Qanso,Ali_Qanso
Ahmed_Uthman,Ahmed_Uthman
Leonid_Chernovetskyi,Leonid_Chernovetskyi
Syed_Shamsul_Hasan,Syed_Shamsul_Hasan
Chivu_Stoica,Chivu_Stoica
Larry_McDonald,Larry_McDonald
Numa_Morikazu,Numa_Morikazu
Juho_Sunila,Juho_Sunila
Ian_Macphee,Ian_Macphee
Madeleine_M._Kunin,Madeleine_M._Kunin
Niklas_Wykman,Niklas_Wykman
Andrzej_Walkowiak,Andrzej_Walkowiak
Leif_Iversen,Leif_Iversen
George_Henry_Roberts,George_Henry_Roberts
Liz_Davies,Liz_Davies
Erika_Steinbach,Erika_Steinbach
Benito_Medero,Benito_Medero
Ken_Maginnis,Ken_Maginnis
Bryan_Simonaire,Bryan_Simonaire
Hannele_Pokka,Hannele_Pokka
Saleh_al-Mutlaq,Saleh_al-Mutlaq
Aristeidis_Stergiadis,Aristeidis_Stergiadis
Christian_Albrecht_Jackhelln,Christian_Albrecht_Jackhelln
Vesna_Škare-Ožbolt,Vesna_%C5%A0kare-O%C5%BEbolt
Jean_Ping,Jean_Ping
Patricia_Richardson_(politician),Patricia_Richardson_%28politician%29
Gareth_Evans_(politician),Gareth_Evans_%28politician%29
Wei_Tao-ming,Wei_Tao-ming
Raymond_Gravel,Raymond_Gravel
Henry_McLeish,Henry_McLeish
Kim_Jong-nam,Kim_Jong-nam
Allan_Savory,Allan_Savory
Vilhelm_Buhl,Vilhelm_Buhl
Daniel_Edward_Howard,Daniel_Edward_Howard
Olga_Viscal_Garriga,Olga_Viscal_Garriga
Trayko_Kitanchev,Trayko_Kitanchev
Tomu_Sione,Tomu_Sione
Giuseppe_Caron,Giuseppe_Caron
Yuan_Chunqing,Yuan_Chunqing
Donald_Etiebet,Donald_Etiebet
Dan_Seals_(politician),Dan_Seals_%28politician%29
Ian_Hunter_(politician),Ian_Hunter_%28politician%29
Faisal_of_Saudi_Arabia,Faisal_of_Saudi_Arabia
Levon_Mirzoyan,Levon_Mirzoyan
John_Woods_(Pennsylvania),John_Woods_%28Pennsylvania%29
Rickard_Sandler,Rickard_Sandler
Frank_Rhodes_(British_Army_officer),Frank_Rhodes_%28British_Army_officer%29
Robert_Lucas_(governor),Robert_Lucas_%28governor%29
Enrique_de_la_Madrid_Cordero,Enrique_de_la_Madrid_Cordero
Vincent_Jackson_(politician),Vincent_Jackson_%28politician%29
Piara_Khabra,Piara_Khabra
Gabriela_Michetti,Gabriela_Michetti
George_J._Mitchell,George_J._Mitchell
Thoko_Didiza,Thoko_Didiza
Rinat_Akhmetov,Rinat_Akhmetov
Fouad_Serageddin,Fouad_Serageddin
Robert_Badinter,Robert_Badinter
Jules_de_Trooz,Jules_de_Trooz
Mary_McAleese,Mary_McAleese
Lajos_Kassák,Lajos_Kass%C3%A1k
Khachatur-Bek_of_Mush,Khachatur-Bek_of_Mush
Leopoldo_Elia,Leopoldo_Elia
Gianni_Rivera,Gianni_Rivera
John_Roxborough_Smith,John_Roxborough_Smith
Livia_Turco,Livia_Turco
Samuel_Ogle,Samuel_Ogle
Conrad_Black,Conrad_Black
Joseph_Patrick_Nannetti,Joseph_Patrick_Nannetti
Allard_K._Lowenstein,Allard_K._Lowenstein
Lucien_Herr,Lucien_Herr
Earl_Warren,Earl_Warren
Neal_Blewett,Neal_Blewett
Roseana_Sarney,Roseana_Sarney
Shangguan_Yi,Shangguan_Yi
William_David_Upshaw,William_David_Upshaw
Antoine_Pinay,Antoine_Pinay
Richard_W._Thompson,Richard_W._Thompson
Anita_Lerman,Anita_Lerman
George_William_Taylor,George_William_Taylor
Dinho_Chingunji,Dinho_Chingunji
Cecil_J._Picard,Cecil_J._Picard
Eshaq_Jahangiri,Eshaq_Jahangiri
Ambrose_Lee,Ambrose_Lee
Olli_Rehn,Olli_Rehn
Charilaos_Trikoupis,Charilaos_Trikoupis
Andrew_Marvell,Andrew_Marvell
Simone_Veil,Simone_Veil
Wendy_Lill,Wendy_Lill
Badruddin_Amiruldin,Badruddin_Amiruldin
Henry_Cantwell_Wallace,Henry_Cantwell_Wallace
Hans-Christoph_Seebohm,Hans-Christoph_Seebohm
Bernard_Durkan,Bernard_Durkan
Martin_Kolberg,Martin_Kolberg
Ruud_Lubbers,Ruud_Lubbers
Tom_Johnston_(Scottish_politician),Tom_Johnston_%28Scottish_politician%29
Greg_Nickels,Greg_Nickels
Yvonne_Herløv_Andersen,Yvonne_Herl%C3%B8v_Andersen
Willy_Hellpach,Willy_Hellpach
David_Coltart,David_Coltart
Danny_Kennedy,Danny_Kennedy
Ridha_Jawad_Taqi,Ridha_Jawad_Taqi
Francis_Henry_May,Francis_Henry_May
Ahmad_Madani,Ahmad_Madani
Tommy_Graham,Tommy_Graham
John_Gilbert_(Canadian_politician),John_Gilbert_%28Canadian_politician%29
Frode_Berge,Frode_Berge
Alfred_Haag,Alfred_Haag
Igor_Smirnov,Igor_Smirnov
Elisabeth_Domitien,Elisabeth_Domitien
William_Leong_Jee_Keen,William_Leong_Jee_Keen
Jeanne_Hurley_Simon,Jeanne_Hurley_Simon
John_Perzel,John_Perzel
Rosario_Marin,Rosario_Marin
Valérie_Pécresse,Val%C3%A9rie_P%C3%A9cresse
Andrew_A._Serafini,Andrew_A._Serafini
Christian_Schwarz-Schilling,Christian_Schwarz-Schilling
Anton_Janeshitsh,Anton_Janeshitsh
Heidi_Hautala,Heidi_Hautala
Huang_Huoqing,Huang_Huoqing
Birte_Weiss,Birte_Weiss
Edward_Sokoine,Edward_Sokoine
Vlasta_Pavić,Vlasta_Pavi%C4%87
Roberto_Farinacci,Roberto_Farinacci
Nicholas_Mavroules,Nicholas_Mavroules
Joseph_Sobran,Joseph_Sobran
Manuel_Esquivel,Manuel_Esquivel
Byron_White,Byron_White
Benjamin_Harvey_Hill,Benjamin_Harvey_Hill
William_Stephens,William_Stephens
Victor_Sumulong,Victor_Sumulong
Colin_W._G._Gibson,Colin_W._G._Gibson
Peter_Tali_Coleman,Peter_Tali_Coleman
Unita_Blackwell,Unita_Blackwell
Pierre_Harmel,Pierre_Harmel
Endre_Kristian_Vestvik,Endre_Kristian_Vestvik
Jacqueline_van_Rysselberghe,Jacqueline_van_Rysselberghe
Jo_Swinson,Jo_Swinson
Belisario_Betancur,Belisario_Betancur
Claire_Moore,Claire_Moore
George_Abela,George_Abela
Jaime_Gama,Jaime_Gama
B._J._Vorster,B._J._Vorster
Lloyd_Fields,Lloyd_Fields
Ransom_W._Dunham,Ransom_W._Dunham
Johan_Jeremiassen,Johan_Jeremiassen
Zhou_Yongkang,Zhou_Yongkang
Emperor_Taizong_of_Tang,Emperor_Taizong_of_Tang
Teodoro_Obiang_Nguema_Mbasogo,Teodoro_Obiang_Nguema_Mbasogo
Lloyd_E._Lenard,Lloyd_E._Lenard
Ed_Broadbent,Ed_Broadbent
Merrill_McPeak,Merrill_McPeak
Ambroise_Noumazalaye,Ambroise_Noumazalaye
Leon_Wasilewski,Leon_Wasilewski
Ghaem_Magham_Farahani,Ghaem_Magham_Farahani
Ujjal_Dosanjh,Ujjal_Dosanjh
Pieter_van_Geel,Pieter_van_Geel
Rebecca_Cohn,Rebecca_Cohn
Elvia_Carrillo_Puerto,Elvia_Carrillo_Puerto
Max_Fechner,Max_Fechner
John_Oxendine,John_Oxendine
Arthur_Greiser,Arthur_Greiser
Samuli_Pohjamo,Samuli_Pohjamo
Ruprecht_Polenz,Ruprecht_Polenz
Tun_Tin,Tun_Tin
Husain_al-Radi,Husain_al-Radi
Shintaro_Ishihara,Shintaro_Ishihara
James_O'Reilly_(Canadian_politician),James_O%27Reilly_%28Canadian_politician%29
María_Corina_Machado,Mar%C3%ADa_Corina_Machado
Tom_Davis_(Cook_Islands_politician),Tom_Davis_%28Cook_Islands_politician%29
Marilyn_Milian,Marilyn_Milian
Duke_John_Albert_of_Mecklenburg,Duke_John_Albert_of_Mecklenburg
Hubert_Opperman,Hubert_Opperman
Frank-Walter_Steinmeier,Frank-Walter_Steinmeier
Victoria_Muñoz_Mendoza,Victoria_Mu%C3%B1oz_Mendoza
Aminu_Kano,Aminu_Kano
Avi_Yehezkel,Avi_Yehezkel
John_C._Breckinridge,John_C._Breckinridge
Oreste_Zamor,Oreste_Zamor
Joe_Miklosi,Joe_Miklosi
Worku_Tesfamichael,Worku_Tesfamichael
Stefanos_Sarafis,Stefanos_Sarafis
Song_Defu,Song_Defu
Hutchins_F._Inge,Hutchins_F._Inge
Han_Myeong-sook,Han_Myeong-sook
Akira_Amari,Akira_Amari
Stratton_Mills,Stratton_Mills
Anton_Cermak,Anton_Cermak
Joop_den_Uyl,Joop_den_Uyl
Svend_Borchmann_Hersleb,Svend_Borchmann_Hersleb
Michalis_Papapetrou,Michalis_Papapetrou
Florian_Siwicki,Florian_Siwicki
Rhona_Brankin,Rhona_Brankin
Ingrid_Antonijevic,Ingrid_Antonijevic
Keith_Fimian,Keith_Fimian
Dominique_Joseph_Garat,Dominique_Joseph_Garat
Daniel_Dulany_the_Elder,Daniel_Dulany_the_Elder
Thomas_Joseph_Campbell,Thomas_Joseph_Campbell
Teodoro_Bronzini,Teodoro_Bronzini
T._Maheswaran,T._Maheswaran
Boris_Johnson,Boris_Johnson
Lim_Keng_Yaik,Lim_Keng_Yaik
Sali_Berisha,Sali_Berisha
Martin_Schulz,Martin_Schulz
Rockwood_Hoar,Rockwood_Hoar
Louis_Germain-Martin,Louis_Germain-Martin
Jorge_Santini,Jorge_Santini
Mayer_Amschel_de_Rothschild,Mayer_Amschel_de_Rothschild
