names_u,names_q
Albert_Anderson_(politician),Albert_Anderson_%28politician%29
Edward_Greenspan,Edward_Greenspan
John_C._Robinson,John_C._Robinson
Kiyoshi_Akita,Kiyoshi_Akita
Joseph_Heine,Joseph_Heine
Alejo_Peyret,Alejo_Peyret
Tevi_Troy,Tevi_Troy
Semisi_Sika,Semisi_Sika
Wilhelm_Dreher,Wilhelm_Dreher
Dirk_Kempthorne,Dirk_Kempthorne
Neena_Verma,Neena_Verma
Gunnar_Knudsen,Gunnar_Knudsen
Olav_Aslakson_Versto,Olav_Aslakson_Versto
Ed_Derwinski,Ed_Derwinski
Constance_A._Howard,Constance_A._Howard
Karl_Kaufmann,Karl_Kaufmann
Zang_Shiyi,Zang_Shiyi
John_George_(California_politician),John_George_%28California_politician%29
Carlo_Bo,Carlo_Bo
Hiroya_Ino,Hiroya_Ino
Le_Mamea_Ropati,Le_Mamea_Ropati
Toby_Perkins,Toby_Perkins
Frederic_Heath,Frederic_Heath
C._Sittampalam,C._Sittampalam
Klaas_Afrikaner,Klaas_Afrikaner
Deolindo_Bittel,Deolindo_Bittel
Charles_H._Graves,Charles_H._Graves
Tadashi_Kuranari,Tadashi_Kuranari
Ismail_Fahmi,Ismail_Fahmi
Marvin_Mandel,Marvin_Mandel
Cherelle_Parker,Cherelle_Parker
Jens_Ludvig_Andersen_Aars,Jens_Ludvig_Andersen_Aars
Jonathan_Reynolds,Jonathan_Reynolds
Stephen_Six,Stephen_Six
Hans_Dijkstal,Hans_Dijkstal
Jabulani_Sibanda,Jabulani_Sibanda
Lin_Chia-lung,Lin_Chia-lung
Bob_Marshall_(Virginia_politician),Bob_Marshall_%28Virginia_politician%29
David_Hall_(Australian_politician),David_Hall_%28Australian_politician%29
Nina_Pacari,Nina_Pacari
Henri_Emmanuelli,Henri_Emmanuelli
Bob_Litherland,Bob_Litherland
Walter_Lini,Walter_Lini
Tufail_Ali_Abdul_Rehman,Tufail_Ali_Abdul_Rehman
Mohamed_Rahmat,Mohamed_Rahmat
Anne-Marie_Idrac,Anne-Marie_Idrac
Chia_Thye_Poh,Chia_Thye_Poh
Thaksin_Shinawatra,Thaksin_Shinawatra
Blanca_Canales,Blanca_Canales
Saturnino_Ohure,Saturnino_Ohure
Jim_Roth,Jim_Roth
Andreas_Karset,Andreas_Karset
Ion_Dolănescu,Ion_Dol%C4%83nescu
Tom_Tunney,Tom_Tunney
Gilbert_Burnet,Gilbert_Burnet
Maran_Brang_Seng,Maran_Brang_Seng
Thomas_G._Courtney,Thomas_G._Courtney
Gebran_Bassil,Gebran_Bassil
Igor_Chudinov,Igor_Chudinov
Roland_Sapsford,Roland_Sapsford
Leen_van_der_Waal,Leen_van_der_Waal
Alan_Eagleson,Alan_Eagleson
Nomvula_Mokonyane,Nomvula_Mokonyane
Yasuo_Fukuda,Yasuo_Fukuda
Dimosthenis_Dogkas,Dimosthenis_Dogkas
Daniel_T._Jewett,Daniel_T._Jewett
Lajos_Jekelfalussy,Lajos_Jekelfalussy
P._Ramamurthi,P._Ramamurthi
Steven_Vanackere,Steven_Vanackere
Boris_Souvarine,Boris_Souvarine
Howard_C._Belton,Howard_C._Belton
Noel_Harrington,Noel_Harrington
Jimmy_Deenihan,Jimmy_Deenihan
Christine_Adjobi,Christine_Adjobi
Marc_Bazin,Marc_Bazin
Muhammad_Hanif_Ansari,Muhammad_Hanif_Ansari
George_Yankey,George_Yankey
Mary_Easson,Mary_Easson
Racho_Petrov,Racho_Petrov
Darlene_Mealy,Darlene_Mealy
Manuel_Candamo,Manuel_Candamo
Mary_Beth_Cahill,Mary_Beth_Cahill
David_Lelei,David_Lelei
Eugene_Crean,Eugene_Crean
Ruffy_Biazon,Ruffy_Biazon
Charles_Haughey,Charles_Haughey
Iccho_Itoh,Iccho_Itoh
Farouk_El-Baz,Farouk_El-Baz
Maureen_O'Sullivan_(politician),Maureen_O%27Sullivan_%28politician%29
Anne_Northup,Anne_Northup
Peter_Reith,Peter_Reith
Diane_E._Benson,Diane_E._Benson
Abdullah_CD,Abdullah_CD
Carlo_Lazzarini,Carlo_Lazzarini
Robert_Hotung,Robert_Hotung
Zhou_Ziqi,Zhou_Ziqi
Safwat_El-Sherif,Safwat_El-Sherif
Johan_Syrstad,Johan_Syrstad
Richard_Andvord,Richard_Andvord
Augustus_F._Hawkins,Augustus_F._Hawkins
Ashford_Sinanan,Ashford_Sinanan
Axel_Thallaug,Axel_Thallaug
Alexander_Svanidze,Alexander_Svanidze
G._Kishan_Reddy,G._Kishan_Reddy
Haribhai_M._Patel,Haribhai_M._Patel
Shwe_Mann,Shwe_Mann
Joseph_Pearce,Joseph_Pearce
Annie_Lööf,Annie_L%C3%B6%C3%B6f
Ronnie_Brunswijk,Ronnie_Brunswijk
Jack_de_Vries,Jack_de_Vries
Charles_Mathias,Charles_Mathias
G._K._Moopanar,G._K._Moopanar
Hsieh_Tung-min,Hsieh_Tung-min
Mustafa_Yamulki,Mustafa_Yamulki
Raymond_Mboulou,Raymond_Mboulou
Dirk_Stikker,Dirk_Stikker
Jean_Harris_(activist),Jean_Harris_%28activist%29
David_Popescu_(politician),David_Popescu_%28politician%29
Alphonsus_Obi_Igbeke,Alphonsus_Obi_Igbeke
Beatriz_Allende,Beatriz_Allende
Bob_Dole,Bob_Dole
José_de_Alencar,Jos%C3%A9_de_Alencar
Albert_Edward_Ismail_Yelda,Albert_Edward_Ismail_Yelda
Laurence_Ginnell,Laurence_Ginnell
Vijayakanth,Vijayakanth
Mohamed_Ghannouchi,Mohamed_Ghannouchi
Abdirahman_Ahmed,Abdirahman_Ahmed
Edwards_Barham,Edwards_Barham
Salaheddine_Mezouar,Salaheddine_Mezouar
Francis_Seow,Francis_Seow
Radhabinod_Koijam,Radhabinod_Koijam
Dinah_McNabb,Dinah_McNabb
Hassan_Zia-Zarifi,Hassan_Zia-Zarifi
Francesco_Rutelli,Francesco_Rutelli
Lucas_Alamán,Lucas_Alam%C3%A1n
Norman_Manley,Norman_Manley
Mary_Delahunty,Mary_Delahunty
Ptolemy_Reid,Ptolemy_Reid
Atiku_Abubakar,Atiku_Abubakar
Hans-Joachim_von_Merkatz,Hans-Joachim_von_Merkatz
Urban_Hansen,Urban_Hansen
P._Jeevanandham,P._Jeevanandham
Saifuddin_Azizi,Saifuddin_Azizi
Ivan_Franko,Ivan_Franko
Ntare_V_of_Burundi,Ntare_V_of_Burundi
Jean-Pierre_Soisson,Jean-Pierre_Soisson
Chris_Wall,Chris_Wall
Kang_Song-san,Kang_Song-san
Luke_Chijiuba_Ochulor,Luke_Chijiuba_Ochulor
Veliyam_Bharghavan,Veliyam_Bharghavan
Agnes_van_Ardenne,Agnes_van_Ardenne
Guram_Sharadze,Guram_Sharadze
Vidar_Brynsplass,Vidar_Brynsplass
Gustav_Adolf_Deissmann,Gustav_Adolf_Deissmann
Charles_B._Bellinger,Charles_B._Bellinger
Didjob_Divungi_Di_Ndinge,Didjob_Divungi_Di_Ndinge
Ponatshego_Kedikilwe,Ponatshego_Kedikilwe
Paulo_Zucula,Paulo_Zucula
James_Power_(empresario),James_Power_%28empresario%29
Deng_Xiaoping,Deng_Xiaoping
John_G._Schwegmann,John_G._Schwegmann
Ayogu_Eze,Ayogu_Eze
Chen_Xitong,Chen_Xitong
Tanaka_Giichi,Tanaka_Giichi
Deniz_Baykal,Deniz_Baykal
Joseph_Byrne_(Australian_politician),Joseph_Byrne_%28Australian_politician%29
Vojislav_Brajović,Vojislav_Brajovi%C4%87
Adan_Ahmed_Elmi,Adan_Ahmed_Elmi
Brian_K._McHale,Brian_K._McHale
Andrew_Jackson,Andrew_Jackson
Therese_Ridge,Therese_Ridge
George_Samis,George_Samis
M._Kalyanasundaram,M._Kalyanasundaram
John_Lind_Johansen,John_Lind_Johansen
Jaime_Castro_Castro,Jaime_Castro_Castro
Daniel_Patrick_Moynihan,Daniel_Patrick_Moynihan
Anitere_Flores,Anitere_Flores
Tasha_Kheiriddin,Tasha_Kheiriddin
James_G._Fulton,James_G._Fulton
Leah_Vukmir,Leah_Vukmir
Matityahu_Drobles,Matityahu_Drobles
Chan_Yuen-han,Chan_Yuen-han
Ernst_Henrici,Ernst_Henrici
Shawn_O'Hara,Shawn_O%27Hara
Christian_Sautter,Christian_Sautter
Victor_Halley,Victor_Halley
Edmond_Haxhinasto,Edmond_Haxhinasto
Bao_Chao,Bao_Chao
James_Dixon,James_Dixon
María_Rojo,Mar%C3%ADa_Rojo
Ken_Cuccinelli,Ken_Cuccinelli
Vic_Dhillon,Vic_Dhillon
Sylvie_Goulard,Sylvie_Goulard
Nasser_Sebaggala,Nasser_Sebaggala
Walid_Bennani,Walid_Bennani
Joan_Leemhuis-Stout,Joan_Leemhuis-Stout
Julius_Caesar_Herrera,Julius_Caesar_Herrera
Joseph_Jackson_(Australian_politician),Joseph_Jackson_%28Australian_politician%29
Zaid_Ibrahim,Zaid_Ibrahim
Raul_Roco,Raul_Roco
Friedrich_Jeckeln,Friedrich_Jeckeln
Bai_Keming,Bai_Keming
"Florence_Horsbrugh,_Baroness_Horsbrugh",Florence_Horsbrugh%2C_Baroness_Horsbrugh
Gabriel_Milan,Gabriel_Milan
Manuel_Zeno_Gandía,Manuel_Zeno_Gand%C3%ADa
Stewart_Gore-Browne,Stewart_Gore-Browne
Craig_L._Rice,Craig_L._Rice
Henri_Story,Henri_Story
Mohammed_Islam_Mohammadi,Mohammed_Islam_Mohammadi
Ahmed_al-Senussi,Ahmed_al-Senussi
Ferdinand_Barrot,Ferdinand_Barrot
Gene_Sperling,Gene_Sperling
Georgios_Mavros,Georgios_Mavros
Brian_Doughty,Brian_Doughty
Teresa_Patrício_de_Gouveia,Teresa_Patr%C3%ADcio_de_Gouveia
Stanley_Knowles,Stanley_Knowles
Wang_Yingfan,Wang_Yingfan
Toshiko_Takeya,Toshiko_Takeya
Paul_Kirchhof,Paul_Kirchhof
Ruth_Hanna_McCormick,Ruth_Hanna_McCormick
John_Deasy_(Fine_Gael_politician),John_Deasy_%28Fine_Gael_politician%29
Hassan_Muhammed_Gusau,Hassan_Muhammed_Gusau
Peter_Florin,Peter_Florin
Emmeline_Pankhurst,Emmeline_Pankhurst
Daur_Tarba,Daur_Tarba
Craig_Thomson_(politician),Craig_Thomson_%28politician%29
Charles_H._Elston,Charles_H._Elston
Konda_Surekha,Konda_Surekha
Robert_Bacon,Robert_Bacon
Carl_Niehaus,Carl_Niehaus
Karl_Helfferich,Karl_Helfferich
John_Clarke_Davison,John_Clarke_Davison
Manuel_Teixeira_Gomes,Manuel_Teixeira_Gomes
Jean_Pede,Jean_Pede
Alfredo_Baquerizo,Alfredo_Baquerizo
Dzhuma_Durdy_Karayev,Dzhuma_Durdy_Karayev
Wan_Shaofen,Wan_Shaofen
Wilhelm_Niklas,Wilhelm_Niklas
Frederic_Creswell,Frederic_Creswell
James_Leahy,James_Leahy
Carlos_Lacerda,Carlos_Lacerda
Thomas_E._Hutchins,Thomas_E._Hutchins
Pedro_Solbes,Pedro_Solbes
James_Chambers_(politician),James_Chambers_%28politician%29
David_Pratt_(politician),David_Pratt_%28politician%29
George_Throckmorton,George_Throckmorton
Gabriel_de_Broglie,Gabriel_de_Broglie
Edmund_J._Berner,Edmund_J._Berner
Viktor_Nogin,Viktor_Nogin
Erich_Koch-Weser,Erich_Koch-Weser
Tiffany_Alston,Tiffany_Alston
Pekka_Haavisto,Pekka_Haavisto
Robert_Cowley_(judge),Robert_Cowley_%28judge%29
Dov_Yosef,Dov_Yosef
Arthur_Kenneth_Reading,Arthur_Kenneth_Reading
Gunnar_Myrdal,Gunnar_Myrdal
John_Archer_(politician),John_Archer_%28politician%29
Billy_Boles,Billy_Boles
Yinxiang_(prince),Yinxiang_%28prince%29
Giovanni_Francesco_Ugolini,Giovanni_Francesco_Ugolini
Richard_Tisei,Richard_Tisei
Abd_al-Karim_al-Jundi,Abd_al-Karim_al-Jundi
Ericq_Pierre,Ericq_Pierre
Olaf_Thommessen,Olaf_Thommessen
Nicola_Cosentino,Nicola_Cosentino
Ernesto_Ruffo_Appel,Ernesto_Ruffo_Appel
H._B._Higgins,H._B._Higgins
Mark_Arbib,Mark_Arbib
Bernard_S._Cohen,Bernard_S._Cohen
Philip_James_Woods,Philip_James_Woods
Faimalaga_Luka,Faimalaga_Luka
Jack_Warner_(football_executive),Jack_Warner_%28football_executive%29
Stephen_King-Hall,Stephen_King-Hall
Charles_C._P._Arndt,Charles_C._P._Arndt
Maaouya_Ould_Sid'Ahmed_Taya,Maaouya_Ould_Sid%27Ahmed_Taya
Michael_V._Saxl,Michael_V._Saxl
Ken_Salazar,Ken_Salazar
Phil_Crane,Phil_Crane
Glenn_Barr,Glenn_Barr
Nilde_Iotti,Nilde_Iotti
Ralph_M._Holman,Ralph_M._Holman
Ian_Ollis,Ian_Ollis
A._B._A._Ghani_Khan_Choudhury,A._B._A._Ghani_Khan_Choudhury
Phoolan_Devi,Phoolan_Devi
John_Brown_Francis,John_Brown_Francis
Nick_Rahall,Nick_Rahall
Mohammad_Hossein_Adeli,Mohammad_Hossein_Adeli
Jean-Baptiste_Annibal_Aubert_du_Bayet,Jean-Baptiste_Annibal_Aubert_du_Bayet
Albert_Dekker,Albert_Dekker
James_Arthur_Dawes,James_Arthur_Dawes
Herbert_Backe,Herbert_Backe
Fredrick_Federley,Fredrick_Federley
Rekayi_Tangwena,Rekayi_Tangwena
Garga_Haman_Adji,Garga_Haman_Adji
Sandy_Kalyan,Sandy_Kalyan
Robert_Dickson_(Nova_Scotia_politician),Robert_Dickson_%28Nova_Scotia_politician%29
Justin_P._Wilson,Justin_P._Wilson
Jean-Claude_Van_Cauwenberghe,Jean-Claude_Van_Cauwenberghe
Themba_Maseko,Themba_Maseko
Mina_Nguyen,Mina_Nguyen
Giorgi_Gvazava,Giorgi_Gvazava
Ali_Hassan_Khalil,Ali_Hassan_Khalil
Refik_Saydam,Refik_Saydam
Tuk_Jakova,Tuk_Jakova
Nancy_Farmer_(politician),Nancy_Farmer_%28politician%29
Christian_Paul_(politician),Christian_Paul_%28politician%29
Alexi_Giannoulias,Alexi_Giannoulias
Ronnie_Isidore,Ronnie_Isidore
Fritz_Suhren,Fritz_Suhren
Robert_Draba,Robert_Draba
Michael_Dekel,Michael_Dekel
Andrew_Fountaine,Andrew_Fountaine
Werner_Hoyer,Werner_Hoyer
Chiranjeevi,Chiranjeevi
N._T._Rama_Rao,N._T._Rama_Rao
Natasha_Mazzone,Natasha_Mazzone
Colin_M._Simpson,Colin_M._Simpson
Richard_Boyd_Barrett,Richard_Boyd_Barrett
Gianni_Baget_Bozzo,Gianni_Baget_Bozzo
Konstantinos_Tsatsos,Konstantinos_Tsatsos
C._Edward_Middlebrooks,C._Edward_Middlebrooks
Robert_Venables_Vernon_Harcourt,Robert_Venables_Vernon_Harcourt
Bukichi_Miki,Bukichi_Miki
Mirza_Nasrullah_Khan,Mirza_Nasrullah_Khan
Augustine_Geve,Augustine_Geve
Norodom_Rattana_Devi,Norodom_Rattana_Devi
Michael_Hayes_(politician),Michael_Hayes_%28politician%29
Dimitar_Rizov,Dimitar_Rizov
Charlie_Wilson_(Ohio_politician),Charlie_Wilson_%28Ohio_politician%29
Sylvi_Listhaug,Sylvi_Listhaug
Count_Karl_Ferdinand_von_Buol,Count_Karl_Ferdinand_von_Buol
Bernt_Sverdrup_Maschmann,Bernt_Sverdrup_Maschmann
Juan_Bustos,Juan_Bustos
Esmeralda_Arboleda_Cadavid,Esmeralda_Arboleda_Cadavid
Onno_Hoes,Onno_Hoes
Mircea_Florian,Mircea_Florian
Nedelcho_Beronov,Nedelcho_Beronov
Stjepan_Spevec,Stjepan_Spevec
Malachy_McGurran,Malachy_McGurran
Helmer_Andersen_Gjedeboe,Helmer_Andersen_Gjedeboe
Charles_de_Broqueville,Charles_de_Broqueville
Mike_Sodrel,Mike_Sodrel
Iuliu_Maniu,Iuliu_Maniu
Claire_Shulman,Claire_Shulman
T._Coleman_du_Pont,T._Coleman_du_Pont
Pete_von_Reichbauer,Pete_von_Reichbauer
Jurelang_Zedkaia,Jurelang_Zedkaia
Frank_Mazzilli,Frank_Mazzilli
Kenneth_Robinson,Kenneth_Robinson
Ali_Muhammad_Rashidi,Ali_Muhammad_Rashidi
Jack_Carter_(politician),Jack_Carter_%28politician%29
Antoni_Rovira_i_Virgili,Antoni_Rovira_i_Virgili
Julian_Klaczko,Julian_Klaczko
Manuel_Manahan,Manuel_Manahan
Walter_Audisio,Walter_Audisio
Magdalena_Środa,Magdalena_%C5%9Aroda
Manuel_Flores_Mora,Manuel_Flores_Mora
Michael_Coutts-Trotter,Michael_Coutts-Trotter
Sergio_Fajardo,Sergio_Fajardo
Shapour_Bakhtiar,Shapour_Bakhtiar
Nelson_Oduber,Nelson_Oduber
Teresita_Quintela,Teresita_Quintela
Yitzhak_Rafael,Yitzhak_Rafael
Bas_de_Gaay_Fortman,Bas_de_Gaay_Fortman
Tony_Ianno,Tony_Ianno
Saara_Kuugongelwa,Saara_Kuugongelwa
Albert_Gardiner,Albert_Gardiner
Jeff_Arnold,Jeff_Arnold
Eduardo_Lapi,Eduardo_Lapi
Lito_Atienza,Lito_Atienza
Edwin_P._Morrow,Edwin_P._Morrow
Cecil_G._Murgatroyd,Cecil_G._Murgatroyd
Nor_Mohamed_Yakcop,Nor_Mohamed_Yakcop
Manuel_Torres_Bueno,Manuel_Torres_Bueno
David_Prowse_(politician),David_Prowse_%28politician%29
Damodar_Barku_Shingada,Damodar_Barku_Shingada
Saleh_Meki,Saleh_Meki
Sumner_Dagogo-Jack,Sumner_Dagogo-Jack
Volk_Meditsch,Volk_Meditsch
David_Dwight_Baldwin,David_Dwight_Baldwin
Chung_Won-shik,Chung_Won-shik
Steven_Fletcher_(politician),Steven_Fletcher_%28politician%29
John_Horgan_(Canadian_politician),John_Horgan_%28Canadian_politician%29
Mel_Carnahan,Mel_Carnahan
Otto_Bauer,Otto_Bauer
Tavau_Teii,Tavau_Teii
Leonard_Jarvis,Leonard_Jarvis
Louis_Alphonse_Koyagialo,Louis_Alphonse_Koyagialo
Joseph_Saidu_Momoh,Joseph_Saidu_Momoh
Kadambur_R._Janarthanan,Kadambur_R._Janarthanan
Martin_G._Barnes,Martin_G._Barnes
Sudhamoy_Pramanick,Sudhamoy_Pramanick
Rubi_Noor,Rubi_Noor
Lauri_Kristian_Relander,Lauri_Kristian_Relander
Roh_Tae-woo,Roh_Tae-woo
Shinji_Tarutoko,Shinji_Tarutoko
Oona_King,Oona_King
Trevor_Manuel,Trevor_Manuel
Derek_Bailey_(tribal_chairman),Derek_Bailey_%28tribal_chairman%29
James_Whitfield_Williamson,James_Whitfield_Williamson
Jack_Mildren,Jack_Mildren
Griselda_Tessio,Griselda_Tessio
Adolf_Marschall_von_Bieberstein,Adolf_Marschall_von_Bieberstein
Aburizal_Bakrie,Aburizal_Bakrie
Albert_Hale,Albert_Hale
Feleknas_Uca,Feleknas_Uca
Willi_Dehnkamp,Willi_Dehnkamp
Marcello_Pera,Marcello_Pera
Margaret_Alva,Margaret_Alva
Steve_Israel,Steve_Israel
Aslan_bey_Safikurdski,Aslan_bey_Safikurdski
"Inga-Stina_Robson,_Baroness_Robson_of_Kiddington",Inga-Stina_Robson%2C_Baroness_Robson_of_Kiddington
Riccardo_Nencini,Riccardo_Nencini
Dariush_Forouhar,Dariush_Forouhar
Moses_Bloom,Moses_Bloom
Hoshyar_Zebari,Hoshyar_Zebari
Frederick_Burden,Frederick_Burden
Kemoh_Fadika,Kemoh_Fadika
Jerry_Apodaca,Jerry_Apodaca
Ji_Bingxuan,Ji_Bingxuan
Edward_H._Moren,Edward_H._Moren
John_Ssebaana_Kizito,John_Ssebaana_Kizito
Xiong_Xiling,Xiong_Xiling
Musa_bey_Rafiyev,Musa_bey_Rafiyev
Shakeel_Ahmad,Shakeel_Ahmad
Antoine_Wehenkel,Antoine_Wehenkel
Behzad_Nabavi,Behzad_Nabavi
Sabine_Uitslag,Sabine_Uitslag
Gustaf_Douglas,Gustaf_Douglas
Burhanuddin_Rabbani,Burhanuddin_Rabbani
Yoyoy_Villame,Yoyoy_Villame
Henry_Pelham_(Speaker),Henry_Pelham_%28Speaker%29
Ferenc_Keresztes-Fischer,Ferenc_Keresztes-Fischer
Rafael_Francisco_Osejo,Rafael_Francisco_Osejo
Michael_R._Long,Michael_R._Long
William_E._Jordan,William_E._Jordan
Jason_Bartlett_(politician),Jason_Bartlett_%28politician%29
Tupay_Loong,Tupay_Loong
Keith_Norton,Keith_Norton
Gordon_Samuels,Gordon_Samuels
Katie_Hall,Katie_Hall
Thomas_W._McGee,Thomas_W._McGee
Marten_Kapewasha,Marten_Kapewasha
Stephen_Amoanor_Kwao,Stephen_Amoanor_Kwao
Bai_Chongxi,Bai_Chongxi
Sulaiman_Layeq,Sulaiman_Layeq
Tatsuo_Kawabata,Tatsuo_Kawabata
Michael_J._Michot,Michael_J._Michot
John_E._Reyburn,John_E._Reyburn
María_Luisa_Arcelay,Mar%C3%ADa_Luisa_Arcelay
Ebilun,Ebilun
Dimitrie_Bogos,Dimitrie_Bogos
Stephen_Williams_(politician),Stephen_Williams_%28politician%29
H._A._Sinclair_de_Rochemont,H._A._Sinclair_de_Rochemont
Liu_Yandong,Liu_Yandong
Henry_Campbell-Bannerman,Henry_Campbell-Bannerman
Justin_Trudeau,Justin_Trudeau
Maciej_Nowicki,Maciej_Nowicki
I._T._A._Wallace-Johnson,I._T._A._Wallace-Johnson
Le_Tagaloa_Pita,Le_Tagaloa_Pita
Gary_Beard,Gary_Beard
Shettima_Mustapha,Shettima_Mustapha
Peter_Bercovitch,Peter_Bercovitch
Joseph_E._Warner,Joseph_E._Warner
Mireya_Moscoso,Mireya_Moscoso
Basil_Marceaux,Basil_Marceaux
Wan_Qingliang,Wan_Qingliang
Dmytro_Tabachnyk,Dmytro_Tabachnyk
Kristian_Mauritz_Mustad,Kristian_Mauritz_Mustad
Gentry_Crowell,Gentry_Crowell
Jean_Fontenoy,Jean_Fontenoy
Harold_Glanville_(junior),Harold_Glanville_%28junior%29
Rhodri_Glyn_Thomas,Rhodri_Glyn_Thomas
Ena_von_Baer,Ena_von_Baer
Kausar_Niazi,Kausar_Niazi
Maya_Hanoomanjee,Maya_Hanoomanjee
Percy_Stewart,Percy_Stewart
Henri_Gout,Henri_Gout
Alexander_Pechtold,Alexander_Pechtold
Wayne_Lessard,Wayne_Lessard
Nadendla_Bhaskara_Rao,Nadendla_Bhaskara_Rao
Hector_Barreto,Hector_Barreto
Louis_E._Graham,Louis_E._Graham
Kai_Abdul_Foday,Kai_Abdul_Foday
Varun_Gandhi,Varun_Gandhi
Garry_Kasparov,Garry_Kasparov
Hans_Filbinger,Hans_Filbinger
Michelle_Rhee,Michelle_Rhee
Ary_dos_Santos,Ary_dos_Santos
Azimi_Daim,Azimi_Daim
Vladimir_Dolgikh,Vladimir_Dolgikh
Penny_Pritzker,Penny_Pritzker
Herman_Wijffels,Herman_Wijffels
Krishan_Bheel,Krishan_Bheel
Stephen_Twigg,Stephen_Twigg
Manuel_Ezequiel_Bruzual,Manuel_Ezequiel_Bruzual
Faber_Chidarikire,Faber_Chidarikire
Heinz_Hoffmann,Heinz_Hoffmann
David_Edwards_(Oregon_politician),David_Edwards_%28Oregon_politician%29
Grigore_Gafencu,Grigore_Gafencu
Radek_John,Radek_John
Kim_Atienza,Kim_Atienza
James_Woods_Gyle,James_Woods_Gyle
Chris_Kolb,Chris_Kolb
John_Barry_(politician),John_Barry_%28politician%29
Martial_Bourquin,Martial_Bourquin
Andrew_Gwynne,Andrew_Gwynne
Adel_Safar,Adel_Safar
Bill_McGrath,Bill_McGrath
Parren_Mitchell,Parren_Mitchell
Matt_McCoy_(politician),Matt_McCoy_%28politician%29
Beth_Bye,Beth_Bye
Keo_Puth_Rasmey,Keo_Puth_Rasmey
Muhammad_Haji_Ibrahim_Egal,Muhammad_Haji_Ibrahim_Egal
Riccardo_Sarfatti,Riccardo_Sarfatti
Nicholas_Biwott,Nicholas_Biwott
Sarojini_Babar,Sarojini_Babar
Beryl_F._Carroll,Beryl_F._Carroll
Doug_Struyk,Doug_Struyk
Raymond_Telles,Raymond_Telles
Christopher_de_Leon,Christopher_de_Leon
Guido_Bodrato,Guido_Bodrato
Pastor_Coronel,Pastor_Coronel
Charles_Millon,Charles_Millon
John_Wilde_(jurist),John_Wilde_%28jurist%29
Rajnath_Singh,Rajnath_Singh
Malachy_Bowes_Daly,Malachy_Bowes_Daly
Raymond_Forni,Raymond_Forni
Brenda_Halloran,Brenda_Halloran
Stuart_Farrow,Stuart_Farrow
Stephen_Gaskin,Stephen_Gaskin
Alexander_Contee_Hanson,Alexander_Contee_Hanson
David_McClarty,David_McClarty
Hong_Vo,Hong_Vo
Baabar,Baabar
Tom_Stevens_(politician),Tom_Stevens_%28politician%29
Cleon_Turner,Cleon_Turner
Craig_Zucker,Craig_Zucker
Gary_George_(Wisconsin_politician),Gary_George_%28Wisconsin_politician%29
Jon_S._Cardin,Jon_S._Cardin
Jack_Layton,Jack_Layton
Kristin_M._Davis,Kristin_M._Davis
William_Goebel,William_Goebel
Wladimir_S._Woytinsky,Wladimir_S._Woytinsky
K._E._Krishnamurthy,K._E._Krishnamurthy
Mamia_Orakhelashvili,Mamia_Orakhelashvili
Jakob_Wilhelm_Hauer,Jakob_Wilhelm_Hauer
John_Ali,John_Ali
Leoluca_Orlando,Leoluca_Orlando
Jack_B._Johnson,Jack_B._Johnson
Élisabeth_Guigou,%C3%89lisabeth_Guigou
Ricardo_Colombi,Ricardo_Colombi
Michael_Heseltine,Michael_Heseltine
Vilas_Muttemwar,Vilas_Muttemwar
Krim_Belkacem,Krim_Belkacem
Khaled_Yashruti,Khaled_Yashruti
Thomas_Andrew_Polson,Thomas_Andrew_Polson
Adelino_Amaro_da_Costa,Adelino_Amaro_da_Costa
Lynn_Morley_Martin,Lynn_Morley_Martin
Jaka_Mwambi,Jaka_Mwambi
Alessandro_Pavolini,Alessandro_Pavolini
Alan_McFarland,Alan_McFarland
Milton_Jarvie,Milton_Jarvie
Unity_Mitford,Unity_Mitford
Albert_Kan-Dapaah,Albert_Kan-Dapaah
Peter_Russell_(politician),Peter_Russell_%28politician%29
Omar_Asghar_Khan,Omar_Asghar_Khan
Bernard_Kincaid,Bernard_Kincaid
Christos_Stefanopoulos,Christos_Stefanopoulos
Ian_Gregson,Ian_Gregson
Mogens_Lykketoft,Mogens_Lykketoft
Roland_Ries,Roland_Ries
Valdo_Spini,Valdo_Spini
William_Nicholson_(Australian_politician),William_Nicholson_%28Australian_politician%29
Sam_Slom,Sam_Slom
Anatoly_Chubais,Anatoly_Chubais
Inessa_Armand,Inessa_Armand
Margo_Frasier,Margo_Frasier
Chiang_Wei-kuo,Chiang_Wei-kuo
Lorraine_Hunt,Lorraine_Hunt
Jeffrey_Nape,Jeffrey_Nape
Muhammad_Khan_Junejo,Muhammad_Khan_Junejo
Michael_Puntervold,Michael_Puntervold
Wolfgang_Stock,Wolfgang_Stock
Thomas_Willing,Thomas_Willing
Yitzhak-Meir_Levin,Yitzhak-Meir_Levin
Enn_Kokk,Enn_Kokk
Jenny_Rathbone,Jenny_Rathbone
Aksel_Larsen,Aksel_Larsen
Chai_Trong-rong,Chai_Trong-rong
Nawaz_Sharif,Nawaz_Sharif
Peter_I._Blute,Peter_I._Blute
Helena_Frisk,Helena_Frisk
Janardhana_Poojary,Janardhana_Poojary
Gustaf_Mauritz_Armfelt,Gustaf_Mauritz_Armfelt
Jesse_Johnson_(politician),Jesse_Johnson_%28politician%29
Horst_Mahler,Horst_Mahler
Glenn_Sterle,Glenn_Sterle
Sempronius_H._Boyd,Sempronius_H._Boyd
