names_u,names_q
Mauricio_Rojas,Mauricio_Rojas
Sridhar_Babu,Sridhar_Babu
Alexander_Kerensky,Alexander_Kerensky
Ernest_Spero,Ernest_Spero
Albert_Maori_Kiki,Albert_Maori_Kiki
Robert_Gee,Robert_Gee
Grace_Grace,Grace_Grace
Achille_Van_Acker,Achille_Van_Acker
Ingjald_Nordstad,Ingjald_Nordstad
Mohammed_Sharif_Malekzadeh,Mohammed_Sharif_Malekzadeh
Franz_Jonas,Franz_Jonas
Sanjeev_Naik,Sanjeev_Naik
Monica_Iacob_Ridzi,Monica_Iacob_Ridzi
Masajuro_Shiokawa,Masajuro_Shiokawa
Paloli_Mohammed_Kutty,Paloli_Mohammed_Kutty
Karl-August_Fagerholm,Karl-August_Fagerholm
Mamadou_Sylla,Mamadou_Sylla
Manuel_Franco,Manuel_Franco
Inayatullah_Khan_Mashriqi,Inayatullah_Khan_Mashriqi
Graeme_Campbell_(politician),Graeme_Campbell_%28politician%29
Kurt_Steyrer,Kurt_Steyrer
Jordi_Hereu_i_Boher,Jordi_Hereu_i_Boher
Esperanza_Aguirre,Esperanza_Aguirre
Robert_Farnan_(physician),Robert_Farnan_%28physician%29
Nathan_Webb_(Massachusetts_legislator),Nathan_Webb_%28Massachusetts_legislator%29
Louis-Alexandre_Berthier,Louis-Alexandre_Berthier
Joseph_Fontanet,Joseph_Fontanet
Adrian_Schrinner,Adrian_Schrinner
Carlos_Ruckauf,Carlos_Ruckauf
Nikolai_Patolichev,Nikolai_Patolichev
Atta_Muhammad_Marri,Atta_Muhammad_Marri
Lars_Gabriel_von_Haartman,Lars_Gabriel_von_Haartman
Michael_Cashman,Michael_Cashman
James_Lunney,James_Lunney
Tom_Dart,Tom_Dart
Andrei_Vladimirovich_Bogdanov,Andrei_Vladimirovich_Bogdanov
Theo_Zurenuoc,Theo_Zurenuoc
Sergio_Mattarella,Sergio_Mattarella
Hatip_Dicle,Hatip_Dicle
Rosario_Sánchez_Mora,Rosario_S%C3%A1nchez_Mora
Jim_Shannon,Jim_Shannon
Tommaso_Tittoni,Tommaso_Tittoni
Anke_Fuchs,Anke_Fuchs
Jerry_Fowler,Jerry_Fowler
Mohammad_Hashemi_Rafsanjani,Mohammad_Hashemi_Rafsanjani
Bishweshwar_Prasad_Koirala,Bishweshwar_Prasad_Koirala
Chen_Duxiu,Chen_Duxiu
Andrew_Turay,Andrew_Turay
Jorge_Prat,Jorge_Prat
Claude_Allen,Claude_Allen
Chiang_Hsiao-wu,Chiang_Hsiao-wu
Nuevas_Montes,Nuevas_Montes
John_Jay_O'Connor,John_Jay_O%27Connor
Helvi_Sipilä,Helvi_Sipil%C3%A4
Ferenc_Rajniss,Ferenc_Rajniss
Mohammed_Daoud_Khan,Mohammed_Daoud_Khan
Robert_D._Carey,Robert_D._Carey
Gwyn_Shea,Gwyn_Shea
Adelheid_Popp,Adelheid_Popp
Barbara_McDougall,Barbara_McDougall
Wang_Taihua,Wang_Taihua
Panabaka_Lakshmi,Panabaka_Lakshmi
George_Wylde,George_Wylde
Larry_Smith_(Canadian_politician),Larry_Smith_%28Canadian_politician%29
Li_Xuefeng,Li_Xuefeng
Nikolay_Mikhailovich_Volkov,Nikolay_Mikhailovich_Volkov
Abdullah_ibn_Husayn_al-Ahmar,Abdullah_ibn_Husayn_al-Ahmar
Philippe_Moureaux,Philippe_Moureaux
Hamid_Saeed_Kazmi,Hamid_Saeed_Kazmi
Justin_Malewezi,Justin_Malewezi
Gayatri_Devi,Gayatri_Devi
Bert_de_Vries,Bert_de_Vries
Peter_W._Strader,Peter_W._Strader
Nikki_Sinclaire,Nikki_Sinclaire
Eugen_von_Knilling,Eugen_von_Knilling
Lee_Tien-yu,Lee_Tien-yu
Preston_Manning,Preston_Manning
Frank_G._Allen,Frank_G._Allen
Harry_L._Gordon,Harry_L._Gordon
Howling_Laud_Hope,Howling_Laud_Hope
Stef_Wertheimer,Stef_Wertheimer
Rudolf_Margolius,Rudolf_Margolius
Chen_Chi-mai,Chen_Chi-mai
Mordechai_Gur,Mordechai_Gur
Robert_Throckmorton,Robert_Throckmorton
Ira_K._Wells,Ira_K._Wells
Kim_Moon-soo_(politician),Kim_Moon-soo_%28politician%29
Tibor_Navracsics,Tibor_Navracsics
Joost_Hoffscholte,Joost_Hoffscholte
Maria_Contreras-Sweet,Maria_Contreras-Sweet
Bola_Ige,Bola_Ige
Elizabeth_Taylor,Elizabeth_Taylor
Ettore_Muti,Ettore_Muti
Malcolm_MacDonald,Malcolm_MacDonald
Manfred_George,Manfred_George
Theodore_Levin,Theodore_Levin
Brajesh_Singh,Brajesh_Singh
Bill_John_Baker,Bill_John_Baker
Jarvis_Tyner,Jarvis_Tyner
Walter_Santoro,Walter_Santoro
Rudy_Demotte,Rudy_Demotte
Kelly_O'Dwyer,Kelly_O%27Dwyer
Patrick_Janssens,Patrick_Janssens
Avaz_Alakbarov,Avaz_Alakbarov
Busso_Peus,Busso_Peus
Marjorie_Clapprood,Marjorie_Clapprood
Anton_Chaitkin,Anton_Chaitkin
Avraham_Drori,Avraham_Drori
Martin_Morgan,Martin_Morgan
James_H._Young,James_H._Young
Guled_Casowe,Guled_Casowe
Lore_Agnes,Lore_Agnes
Pedro_Abad_Santos,Pedro_Abad_Santos
Conrad_L._Raiford,Conrad_L._Raiford
Rudy_Narayan,Rudy_Narayan
Yannis_Papathanasiou,Yannis_Papathanasiou
Konstantin_Bozveliev,Konstantin_Bozveliev
Edward_P._Costigan,Edward_P._Costigan
Thomas_Quinn_(MP),Thomas_Quinn_%28MP%29
Ferruccio_Parri,Ferruccio_Parri
Veselin_Metodiev,Veselin_Metodiev
Pat_Convery,Pat_Convery
Tsola_Dragoycheva,Tsola_Dragoycheva
Ya'akov_Hazan,Ya%27akov_Hazan
Cedric_Wilson,Cedric_Wilson
Michael_Kennedy_(Dublin_politician),Michael_Kennedy_%28Dublin_politician%29
Muhammad_Zia-ul-Haq,Muhammad_Zia-ul-Haq
Louis_Luyt,Louis_Luyt
Carlos_Henriquez,Carlos_Henriquez
Parithi_Ilamvazhuthi,Parithi_Ilamvazhuthi
André_Tardieu,Andr%C3%A9_Tardieu
Eva_Estrada-Kalaw,Eva_Estrada-Kalaw
Larry_S._Bankston,Larry_S._Bankston
D._M._Swaminathan,D._M._Swaminathan
Lorenzo_Carbonell_Santacruz,Lorenzo_Carbonell_Santacruz
William_H._Lancaster,William_H._Lancaster
Horacio_Lores,Horacio_Lores
Ichita_Yamamoto,Ichita_Yamamoto
George_Rawlings,George_Rawlings
Ponhele_ya_France,Ponhele_ya_France
Gabriel_Bokilo,Gabriel_Bokilo
Rameshwar_Prasad_Sinha,Rameshwar_Prasad_Sinha
Martin_Pecina,Martin_Pecina
Charles_Andler,Charles_Andler
Robin_Swann,Robin_Swann
Gothard_Wilhelm_Butler,Gothard_Wilhelm_Butler
Yussef_Diab,Yussef_Diab
Chegondi_Venkata_Harirama_Jogaiah,Chegondi_Venkata_Harirama_Jogaiah
Dermot_Nesbitt,Dermot_Nesbitt
Penny_Collenette,Penny_Collenette
Apas_Jumagulov,Apas_Jumagulov
Kakha_Kaladze,Kakha_Kaladze
Mengistu_Haile_Mariam,Mengistu_Haile_Mariam
Howard_Wallace_Pollock,Howard_Wallace_Pollock
Merikukka_Forsius,Merikukka_Forsius
Georg_Ulrich_Wasmuth,Georg_Ulrich_Wasmuth
Leon_Brittan,Leon_Brittan
Naftali_Nilsen,Naftali_Nilsen
Qian_Qichen,Qian_Qichen
Hassan_al-Turabi,Hassan_al-Turabi
Dragan_Primorac,Dragan_Primorac
Bertram_L._Podell,Bertram_L._Podell
Doron_Shmueli,Doron_Shmueli
Jorge_Moreira_da_Silva,Jorge_Moreira_da_Silva
Luc_Van_den_Brande,Luc_Van_den_Brande
Ann_Marie_Buerkle,Ann_Marie_Buerkle
Anahita_Ratebzad,Anahita_Ratebzad
Eliezer_Mizrahi,Eliezer_Mizrahi
Nexhat_Daci,Nexhat_Daci
Josh_Shapiro,Josh_Shapiro
Johan_Nygaardsvold,Johan_Nygaardsvold
Eddie_Fenech_Adami,Eddie_Fenech_Adami
Oboi,Oboi
Georg_Leber,Georg_Leber
Hellot_Matson_Mampouya,Hellot_Matson_Mampouya
Daniel_Otto_Isaachsen,Daniel_Otto_Isaachsen
Ako_Abdul-Samad,Ako_Abdul-Samad
Geir_Knutsen,Geir_Knutsen
Ahmed_Najib_Chebbi,Ahmed_Najib_Chebbi
Gwen_Margolis,Gwen_Margolis
Madeleine_Bordallo,Madeleine_Bordallo
Lovro_Monti,Lovro_Monti
Udo_Voigt,Udo_Voigt
Andrew_M._Maynard,Andrew_M._Maynard
Allen_Bares,Allen_Bares
Lyn_Allison,Lyn_Allison
Franco_Marini,Franco_Marini
William_Waddington,William_Waddington
A._A._Rahim,A._A._Rahim
He_Long,He_Long
Inukai_Tsuyoshi,Inukai_Tsuyoshi
Tawfik_Khatib,Tawfik_Khatib
John_C._Kluczynski,John_C._Kluczynski
Vijay_Mallya,Vijay_Mallya
John_Graves_Simcoe,John_Graves_Simcoe
Frank_Millar_Jr,Frank_Millar_Jr
James_G._Martin,James_G._Martin
Scooter_Libby,Scooter_Libby
John_Marshall_Harlan,John_Marshall_Harlan
Kondapalli_Seetharamaiah,Kondapalli_Seetharamaiah
Haim_Landau,Haim_Landau
Elin_Jones,Elin_Jones
Ludwik_Dorn,Ludwik_Dorn
Abdirahman_Mohamed_Abdullahi,Abdirahman_Mohamed_Abdullahi
William_Long_(Northern_Ireland_politician),William_Long_%28Northern_Ireland_politician%29
Lajos_Walko,Lajos_Walko
Moncef_Guitouni,Moncef_Guitouni
Nannapaneni_Rajakumari,Nannapaneni_Rajakumari
O._Z._Livaneli,O._Z._Livaneli
Ephraim_Katzir,Ephraim_Katzir
Julius_Timothy,Julius_Timothy
Norman_Laird,Norman_Laird
Abdul_Rahim_Wardak,Abdul_Rahim_Wardak
Tom_Hayes_(politician),Tom_Hayes_%28politician%29
Shabtai_Daniel,Shabtai_Daniel
Li_Fung-ying,Li_Fung-ying
Shane_Simpson,Shane_Simpson
Bakari_Sellers,Bakari_Sellers
Dewa_Made_Beratha,Dewa_Made_Beratha
Frank_Fahy,Frank_Fahy
Gesine_Schwan,Gesine_Schwan
Edward_O'Hara,Edward_O%27Hara
Gianni_Alemanno,Gianni_Alemanno
William_Jennings_Bryan,William_Jennings_Bryan
Ross_Miller,Ross_Miller
P._V._Narasimha_Rao,P._V._Narasimha_Rao
Thomas_Jefferson_Rusk,Thomas_Jefferson_Rusk
Kasinathuni_Nageswara_Rao,Kasinathuni_Nageswara_Rao
Francis_Tukey,Francis_Tukey
Stephen_L.R._McNichols,Stephen_L.R._McNichols
Kevin_Harrold,Kevin_Harrold
Alexandros_Zaimis,Alexandros_Zaimis
William_Wright_Southgate,William_Wright_Southgate
Hassan_Khomeini,Hassan_Khomeini
Louisa_Hanoune,Louisa_Hanoune
Yeshayahu_Foerder,Yeshayahu_Foerder
Alberto_Martins,Alberto_Martins
Madan_Prasad_Jaiswal,Madan_Prasad_Jaiswal
Llywelyn_Williams,Llywelyn_Williams
Boris_Fyodorov,Boris_Fyodorov
Freddie_Webb,Freddie_Webb
Kausea_Natano,Kausea_Natano
Muhammad_Bassiri,Muhammad_Bassiri
Per_Unckel,Per_Unckel
Ray_Watson_(broadcaster),Ray_Watson_%28broadcaster%29
Simon_Grindrod,Simon_Grindrod
Aziz_Aliyev,Aziz_Aliyev
Wojciech_Mojzesowicz,Wojciech_Mojzesowicz
David_Cobb,David_Cobb
Greg_Aghazarian,Greg_Aghazarian
Alveda_King,Alveda_King
Carlos_Reutemann,Carlos_Reutemann
Alec_Douglas-Home,Alec_Douglas-Home
Heinrich_von_Brentano,Heinrich_von_Brentano
Barrister_Baachaa,Barrister_Baachaa
James_Bernard_(politician),James_Bernard_%28politician%29
Sarah_Thomson_(publisher),Sarah_Thomson_%28publisher%29
Hazel_Jenkins,Hazel_Jenkins
Beth_Phinney,Beth_Phinney
Daniel_Peralta,Daniel_Peralta
Kadiyam_Srihari,Kadiyam_Srihari
Sultan_Hashim_Ahmad_al-Tai,Sultan_Hashim_Ahmad_al-Tai
Teun_van_Dijck,Teun_van_Dijck
Simon_Faber,Simon_Faber
Karl_Theodor_Bleek,Karl_Theodor_Bleek
Louis_XVIII_of_France,Louis_XVIII_of_France
Larry_Thompson,Larry_Thompson
Ba_Win,Ba_Win
Phil_Amicone,Phil_Amicone
Dawoud_Rajiha,Dawoud_Rajiha
Lovell_Rousseau,Lovell_Rousseau
Buland_Akhtar_Rana,Buland_Akhtar_Rana
Alison_Redford,Alison_Redford
Peljidiin_Genden,Peljidiin_Genden
John_M._Deutch,John_M._Deutch
James_Lovell_(Continental_Congress),James_Lovell_%28Continental_Congress%29
Pierre_Sévigny,Pierre_S%C3%A9vigny
Nikolai_Belyaev,Nikolai_Belyaev
Gavin_King,Gavin_King
Rogelio_de_la_Rosa,Rogelio_de_la_Rosa
Lawrence_Lau,Lawrence_Lau
Sumly_Chan,Sumly_Chan
Sam_Egwu,Sam_Egwu
Jan_Buzek,Jan_Buzek
V._M._Sudheeran,V._M._Sudheeran
Harinder_Takhar,Harinder_Takhar
Michael_Crowe_(politician),Michael_Crowe_%28politician%29
Harindranath_Chattopadhyay,Harindranath_Chattopadhyay
Izzat_Husrieh,Izzat_Husrieh
Lionel_Cripps,Lionel_Cripps
Lucio_Magri,Lucio_Magri
James_Stephens_Speed,James_Stephens_Speed
Marthe_Richard,Marthe_Richard
Carlos_Soria,Carlos_Soria
Ioannis_Toumbas,Ioannis_Toumbas
Theodore_Aranda,Theodore_Aranda
Allen_G._Campbell,Allen_G._Campbell
Wahab_Akbar,Wahab_Akbar
Jacek_Saryusz-Wolski,Jacek_Saryusz-Wolski
Wang_Zhaoguo,Wang_Zhaoguo
Ihsan_Nuri,Ihsan_Nuri
Phil_Preis,Phil_Preis
Lim_Chin_Siong,Lim_Chin_Siong
Mohammed_Kazem_Yazdi,Mohammed_Kazem_Yazdi
Jon_Hol,Jon_Hol
Adolfo_Ruiz_Cortines,Adolfo_Ruiz_Cortines
Ralph_Fonseca,Ralph_Fonseca
Pravin_Singh,Pravin_Singh
Charles_Henderson_(Nevada_politician),Charles_Henderson_%28Nevada_politician%29
Bukar_Ibrahim,Bukar_Ibrahim
Andrée_Champagne,Andr%C3%A9e_Champagne
Yavuz_Mildon,Yavuz_Mildon
Henry_Holman_Gregory,Henry_Holman_Gregory
Emmanuel_Iheanacho,Emmanuel_Iheanacho
Guido_Westerwelle,Guido_Westerwelle
Henry_Holmes_(Northern_Ireland_politician),Henry_Holmes_%28Northern_Ireland_politician%29
John_W._Shannon,John_W._Shannon
Soong_Mei-ling,Soong_Mei-ling
Ben_Rubin_(legislator),Ben_Rubin_%28legislator%29
Gulabrao_Patil,Gulabrao_Patil
Choe_Deok-sin,Choe_Deok-sin
Yousaf_Raza_Gillani,Yousaf_Raza_Gillani
John_A._Thayer,John_A._Thayer
Hans_Offerdal,Hans_Offerdal
Walter_Topping,Walter_Topping
Giuseppe_Pella,Giuseppe_Pella
John_LeBoutillier,John_LeBoutillier
Phil_McConkey,Phil_McConkey
Russ_Carnahan,Russ_Carnahan
Albert_Châtelet,Albert_Ch%C3%A2telet
Yoweri_Museveni,Yoweri_Museveni
Kwabena_Duffuor,Kwabena_Duffuor
Mehdi_Bazargan,Mehdi_Bazargan
Oleksandr_Yaroslavsky,Oleksandr_Yaroslavsky
Daniel_Rajakoba,Daniel_Rajakoba
Zhou_Shengxian,Zhou_Shengxian
Abdelhakim_Belhadj,Abdelhakim_Belhadj
Ezra_Levant,Ezra_Levant
Jonah_Kūhiō_Kalanianaʻole,Jonah_K%C5%ABhi%C5%8D_Kalaniana%CA%BBole
Merav_Michaeli,Merav_Michaeli
Marlene_Mungunda,Marlene_Mungunda
Anyim_Pius_Anyim,Anyim_Pius_Anyim
Nasirdin_Isanov,Nasirdin_Isanov
Charles_Fenwick,Charles_Fenwick
Frederick_Lundin,Frederick_Lundin
Sushil_Koirala,Sushil_Koirala
Matteo_Renzi,Matteo_Renzi
Daniel_Chipenda,Daniel_Chipenda
K._B._Andersen,K._B._Andersen
Erik_Ullenhag,Erik_Ullenhag
Richard_Howell_Gleaves,Richard_Howell_Gleaves
Federico_Degetau,Federico_Degetau
V._Prakash,V._Prakash
Edward_H._Kiefer,Edward_H._Kiefer
Willem_Johannes_Leyds,Willem_Johannes_Leyds
Spyros_Kouvelis,Spyros_Kouvelis
Caesar_Antoine,Caesar_Antoine
Berhane_Abrehe,Berhane_Abrehe
Mike_Whitby,Mike_Whitby
Charles_Parker_(UK_politician),Charles_Parker_%28UK_politician%29
Bill_Dodd,Bill_Dodd
Maurycy_Orzech,Maurycy_Orzech
Harold_Martin_(politician),Harold_Martin_%28politician%29
Mukund_Lal_Agrawal,Mukund_Lal_Agrawal
Lucas_Mangope,Lucas_Mangope
Shi_Zongyuan,Shi_Zongyuan
Mark_Udall,Mark_Udall
Monica_McWilliams,Monica_McWilliams
Karunanidhi,Karunanidhi
Edward_J._King,Edward_J._King
Dominic_Dim_Deng,Dominic_Dim_Deng
Alexander_G._Barry,Alexander_G._Barry
Dean_Skelos,Dean_Skelos
M._Paranjothi,M._Paranjothi
Carmelo_Soria,Carmelo_Soria
Rob_Altemeyer,Rob_Altemeyer
Francis_Bernard_(lawyer),Francis_Bernard_%28lawyer%29
Goo_Arlooktoo,Goo_Arlooktoo
John_Alvheim,John_Alvheim
Givi_Javakhishvili,Givi_Javakhishvili
Lasantha_Wickrematunge,Lasantha_Wickrematunge
Daudi_Migereko,Daudi_Migereko
Mohammad_Shakeel,Mohammad_Shakeel
Hardan_al-Tikriti,Hardan_al-Tikriti
Edna_Molewa,Edna_Molewa
Francis_Minah,Francis_Minah
Christian_Lindner,Christian_Lindner
Oscar_Pedersen_(politician),Oscar_Pedersen_%28politician%29
Ilia_Chavchavadze,Ilia_Chavchavadze
Anna_Burke,Anna_Burke
Thorkil_Kristensen,Thorkil_Kristensen
Sally_Bercow,Sally_Bercow
Pat_Carey,Pat_Carey
Cees_Veerman,Cees_Veerman
Ferruccio_Ghinaglia,Ferruccio_Ghinaglia
George_A._Sheridan,George_A._Sheridan
Sajid_Javid,Sajid_Javid
Galceran_de_Requesens_y_Santa_Coloma,Galceran_de_Requesens_y_Santa_Coloma
Mike_Spano,Mike_Spano
Paddy_McHugh,Paddy_McHugh
Steve_Herbert,Steve_Herbert
David_Segal_(politician),David_Segal_%28politician%29
Morten_Strand,Morten_Strand
Mustafa_Khalil,Mustafa_Khalil
Abu_Sadat_Mohammad_Sayem,Abu_Sadat_Mohammad_Sayem
M._R._K._Panneerselvam,M._R._K._Panneerselvam
Kjell_Knudsen,Kjell_Knudsen
John_D._Works,John_D._Works
K._Kelappan,K._Kelappan
Dan_Sullivan_(New_Zealand_politician),Dan_Sullivan_%28New_Zealand_politician%29
Aryadan_Muhammed,Aryadan_Muhammed
Jeffrey_Lam,Jeffrey_Lam
Greg_Hunt,Greg_Hunt
Elesha_Gayman,Elesha_Gayman
Eugen_Bolz,Eugen_Bolz
Emilio_Colombo,Emilio_Colombo
Saw_Maung,Saw_Maung
Giuseppe_Maria_Buonaparte,Giuseppe_Maria_Buonaparte
Lin_Ling-san,Lin_Ling-san
Henry_Dearborn,Henry_Dearborn
David_Chernushenko,David_Chernushenko
José_Giovanni,Jos%C3%A9_Giovanni
Siv_Friðleifsdóttir,Siv_Fri%C3%B0leifsd%C3%B3ttir
Dan_Lipinski,Dan_Lipinski
Eduardo_Schaerer,Eduardo_Schaerer
Zeki_Sezer,Zeki_Sezer
Patrick_Nash,Patrick_Nash
Mary_Glassman,Mary_Glassman
Saif_al-Islam_Gaddafi,Saif_al-Islam_Gaddafi
Sein_Win_(Brigadier_General),Sein_Win_%28Brigadier_General%29
Emil_B._Pielke,Emil_B._Pielke
Katay_Don_Sasorith,Katay_Don_Sasorith
Vladimir_Bonch-Bruyevich,Vladimir_Bonch-Bruyevich
Joseph_Homan_Manley,Joseph_Homan_Manley
Jessica_Orsini,Jessica_Orsini
Arkadi_Maslow,Arkadi_Maslow
Tom_Wise,Tom_Wise
Reidar_Hirsti,Reidar_Hirsti
Jean_Borotra,Jean_Borotra
Balingiin_Tserendorj,Balingiin_Tserendorj
Pat_Rabbitte,Pat_Rabbitte
Toqto'a_(Yuan_dynasty),Toqto%27a_%28Yuan_dynasty%29
Alexander_Van_der_Bellen,Alexander_Van_der_Bellen
Jochen_Borchert,Jochen_Borchert
Robert_Rubin,Robert_Rubin
Gheorghe_Ghimpu,Gheorghe_Ghimpu
Neville_Cenac,Neville_Cenac
Border_Gezi,Border_Gezi
Stuart_O._Simms,Stuart_O._Simms
Anton_Podobnik,Anton_Podobnik
J._Herbert_Burke,J._Herbert_Burke
Angidi_Chettiar,Angidi_Chettiar
Jesse_I._Straus,Jesse_I._Straus
Kaka_Mallam_Yale,Kaka_Mallam_Yale
Tom_Lewis_(American_politician),Tom_Lewis_%28American_politician%29
Antti_Hackzell,Antti_Hackzell
Sirkka-Liisa_Anttila,Sirkka-Liisa_Anttila
Manlio_Fabio_Beltrones,Manlio_Fabio_Beltrones
Corina_Porro,Corina_Porro
Yigal_Hurvitz,Yigal_Hurvitz
Tet_Garcia,Tet_Garcia
Saifoulaye_Diallo,Saifoulaye_Diallo
Saleem_Iqbal_Shervani,Saleem_Iqbal_Shervani
Juan_Bautista_Gill,Juan_Bautista_Gill
Alfredo_Bengzon,Alfredo_Bengzon
Antonio_Angelucci,Antonio_Angelucci
Horatio_Washington_Bruce,Horatio_Washington_Bruce
Fong_Kui_Lun,Fong_Kui_Lun
Rosa_Lee_Long,Rosa_Lee_Long
Robert_Borsak,Robert_Borsak
Dudley_A._Guglielmo,Dudley_A._Guglielmo
Stanford_Parris,Stanford_Parris
Litsa_Kouroupaki,Litsa_Kouroupaki
Vincenzo_Filonardi,Vincenzo_Filonardi
Manwel_Dimech,Manwel_Dimech
Abass_Bundu,Abass_Bundu
Mohamed_Hassanein_Heikal,Mohamed_Hassanein_Heikal
R._Sankar,R._Sankar
Abdul_Majeed_Khwaja,Abdul_Majeed_Khwaja
Loide_Kasingo,Loide_Kasingo
Midge_Costanza,Midge_Costanza
Olagunsoye_Oyinlola,Olagunsoye_Oyinlola
Vidya_Stokes,Vidya_Stokes
Don_Dunstan,Don_Dunstan
P._G._T._Beauregard,P._G._T._Beauregard
Alain_Vivien,Alain_Vivien
Kiem_Do,Kiem_Do
Samuel_William_Manthey,Samuel_William_Manthey
Kailasho_Devi,Kailasho_Devi
Dolores_Arsenova,Dolores_Arsenova
Enrique_Priego_Oropeza,Enrique_Priego_Oropeza
Jyrki_Katainen,Jyrki_Katainen
Pascal_Broulis,Pascal_Broulis
Georg_von_Hertling,Georg_von_Hertling
Juan_Pablo_Terra,Juan_Pablo_Terra
Panagiotis_Pipinelis,Panagiotis_Pipinelis
Jean_Zay,Jean_Zay
Nancy_Johnson,Nancy_Johnson
Irving_Lehman,Irving_Lehman
Eliyahu_Mazur,Eliyahu_Mazur
Yehuda_Leib_Maimon,Yehuda_Leib_Maimon
Anneliese_Dørum,Anneliese_D%C3%B8rum
Patrik_Vankrunkelsven,Patrik_Vankrunkelsven
Olayuk_Akesuk,Olayuk_Akesuk
Norah_Abdul_Rahman,Norah_Abdul_Rahman
Theodore_Hoskins,Theodore_Hoskins
John_Torgersen,John_Torgersen
Adrian_Ramsay,Adrian_Ramsay
Sylvain_Van_de_Weyer,Sylvain_Van_de_Weyer
Nihat_Erim,Nihat_Erim
Ettore_Bastico,Ettore_Bastico
Werikhe_Kafabusa,Werikhe_Kafabusa
Arvin_Boolell,Arvin_Boolell
Edward_O._Wolcott,Edward_O._Wolcott
Albert_P._Langtry,Albert_P._Langtry
Gerry_McGeer,Gerry_McGeer
Denis_MacShane,Denis_MacShane
Satyadeow_Sawh,Satyadeow_Sawh
Ralph_Sultan,Ralph_Sultan
Esau_Schafer,Esau_Schafer
Hamid_Nawaz_Khan,Hamid_Nawaz_Khan
Gerrit_Schotte,Gerrit_Schotte
John_S._Tveit,John_S._Tveit
Antonio_Varas,Antonio_Varas
Mircea_Ciumara,Mircea_Ciumara
Panteleimon_Ponomarenko,Panteleimon_Ponomarenko
Claudio_Williman,Claudio_Williman
Georgia_Davis_Powers,Georgia_Davis_Powers
Henri_Brisson,Henri_Brisson
Patrick_Dowd,Patrick_Dowd
Thomas_J._O'Connell,Thomas_J._O%27Connell
Brian_D._Kerns,Brian_D._Kerns
Isaias_Afwerki,Isaias_Afwerki
John_Della_Bosca,John_Della_Bosca
Mani_Shankar_Aiyar,Mani_Shankar_Aiyar
Masaharu_Nakagawa_(House_of_Representatives),Masaharu_Nakagawa_%28House_of_Representatives%29
Wayne_Waddell,Wayne_Waddell
C._A._Rosetti,C._A._Rosetti
Harald_Rensvik,Harald_Rensvik
Steve_Radford,Steve_Radford
Fu_Zuoyi,Fu_Zuoyi
Mario_Biaggi,Mario_Biaggi
Cynthia_Viteri,Cynthia_Viteri
Lee_Jye,Lee_Jye
Mobutu_Sese_Seko,Mobutu_Sese_Seko
Vicente_Guerrero,Vicente_Guerrero
Samir_Geagea,Samir_Geagea
William_S._Kenyon_(Iowa_politician),William_S._Kenyon_%28Iowa_politician%29
George_Lord,George_Lord
Joe_Cassar,Joe_Cassar
Nicolae_Nemirschi,Nicolae_Nemirschi
Hans_Peter_Haselsteiner,Hans_Peter_Haselsteiner
Harindra_Corea,Harindra_Corea
Francisco_Zayas_Seijo,Francisco_Zayas_Seijo
Tommy_Douglas,Tommy_Douglas
Rufus_Rodriguez,Rufus_Rodriguez
Nityananda_Pradhan,Nityananda_Pradhan
Muriel_Bowser,Muriel_Bowser
Jaan_Poska,Jaan_Poska
Hans_Lindahl_Falck,Hans_Lindahl_Falck
Count_Leopold_Berchtold,Count_Leopold_Berchtold
Mostafa_Mohammad-Najjar,Mostafa_Mohammad-Najjar
Antonio_Di_Pietro,Antonio_Di_Pietro
Ad_Melkert,Ad_Melkert
Jens_Jensen_Gram,Jens_Jensen_Gram
Frederick_W._Green_(congressman),Frederick_W._Green_%28congressman%29
Geoff_Corkish,Geoff_Corkish
Yevgeny_Shevchuk,Yevgeny_Shevchuk
Abdel_Hamid_al-Sarraj,Abdel_Hamid_al-Sarraj
John_H._Cox,John_H._Cox
Saravanan_Murugan,Saravanan_Murugan
Antonio_Cuenco,Antonio_Cuenco
Wacław_Kostek-Biernacki,Wac%C5%82aw_Kostek-Biernacki
William_Christie_(Ulster_politician),William_Christie_%28Ulster_politician%29
Robert_Travaglini,Robert_Travaglini
Hugh_McAleer,Hugh_McAleer
Charles_Bradlaugh,Charles_Bradlaugh
Tabu_Ley_Rochereau,Tabu_Ley_Rochereau
Ron_Gonzales,Ron_Gonzales
Ross_Reid,Ross_Reid
Desmond_Elliot,Desmond_Elliot
Sanjay_Nirupam,Sanjay_Nirupam
Yehuda_Gilad_(politician),Yehuda_Gilad_%28politician%29
Sylvester_Mowry,Sylvester_Mowry
Daniel_Coit_Gilman,Daniel_Coit_Gilman
Phyllis_Thede,Phyllis_Thede
Najah_al-Attar,Najah_al-Attar
Jeje_Odongo,Jeje_Odongo
Jan_Jambon,Jan_Jambon
Swami_Sahajananda_(Chidambaram_MLA),Swami_Sahajananda_%28Chidambaram_MLA%29
Ali_Salman,Ali_Salman
Andor_Festetics,Andor_Festetics
S._Kathiravelupillai,S._Kathiravelupillai
Ramjee_Kunwar,Ramjee_Kunwar
Yusif_Vazir_Chamanzaminli,Yusif_Vazir_Chamanzaminli
P._Karunakaran,P._Karunakaran
Ignacy_Potocki,Ignacy_Potocki
Samuel_Mills_Damon,Samuel_Mills_Damon
